date,USD,JPY,BGN,CZK,DKK,GBP,HUF,LTL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ZMW
2015-03-02,1.1162,133.727,1.9485,27.4775,7.4599,0.7243,302.584,,4.144,4.435,9.3322,1.065,8.5662,7.6661,69.0774,2.797,1.4338,3.1744,1.3968,7.0063,8.6522,14500,4.4433,68.95,1231.25,16.6723,3.9727,1.4781,49.199,1.5226,36.202,13.0289,1,4.1079,63.67,137.79,9.7579,1.9458,2.2039,85.6347,0.419,1718.45,1.1193,1.5014,7.5553,1.1153,10.6368,,2.189,681.954,2746.8,588.8,1.092,110.265,194.71,49.48,105.94,8.515,22.5899,2.262,3.9031,7929,8.3661,23.069,50.908,1278.63,148.88,127.666,0.7861,100.31,4484.7002,0.3303,0.9258,204.82,8852.0996,1691,145.938,12.7446,1.4956,10.493,20.4069,3135.3899,61.073,1141.29,8.7646,346.53,36.14,16.714,489.823,12.7446,225.9,29.382,109.274,0.4296,1.0973,3.3919,2.8867,113.81,5185.6001,4.0719,120.126,758.28,4.1936,14.735,6.6559,754,24500,9.691,12.7735,2.1772,6.9898,34.3218,2007.22,30.2834,3201.8999,27.06,2737.1399,7.061,23559,655.957,655.957,119.26,7.694
2015-03-03,1.1179,134.34,1.9469,27.4805,7.4497,0.7276,304.42,,4.153,4.4451,9.318,1.0714,8.6009,7.672,69.9325,2.8173,1.4407,3.2339,1.4013,7.0055,8.6661,14505,4.4654,69.113,1230.86,16.7928,3.9962,1.4886,49.222,1.5266,36.112,13.1489,1,4.1048,63.34,137.89,9.7559,1.9458,2.2042,85.5322,0.4185,1734.25,1.1194,1.5053,7.5561,1.1155,10.7217,,2.1893,680.235,2756.1001,588.76,1.092,110.265,194.73,49.486,105.519,8.503,22.5924,2.2686,3.9092,8053.3999,8.3615,23.071,50.913,1278.78,148.96,127.725,0.7844,100.25,4485.2002,0.331,0.9153,204.92,8855.2998,1688,145.898,12.9442,1.4954,10.488,20.297,3182.6599,61.071,1141.42,8.7653,319.27,36.24,16.728,487.69,12.9442,223.79,29.385,109.515,0.4288,1.0974,3.3951,2.8867,113.75,5173.3999,4.0662,120.402,760.05,4.1873,14.591,6.6623,754.1,24500,9.58,12.9784,2.1806,6.9721,34.2618,2015.3101,29.445,3202.2,26.984,2733.9299,7.054,23562,655.957,655.957,119.26,7.6781
2015-03-04,1.1182,133.771,1.9464,27.455,7.4511,0.7276,306.27,,4.1656,4.4528,9.2449,1.0744,8.6113,7.6623,69.2031,2.8331,1.4299,3.2736,1.3956,7.005,8.6707,14520,4.4447,69.047,1225.37,16.75,3.965,1.4786,49.144,1.5228,36.118,13.1248,1,4.105,62.96,137.93,9.7659,1.9458,2.191,85.0207,0.4185,1709.64,1.1128,1.4975,7.5107,1.1089,10.6896,,2.1762,676.392,2773.6001,584.28,1.086,110.265,193.57,49.219,105.837,8.503,22.4631,2.2603,3.8806,8002.2998,8.3113,22.933,50.609,1271.11,148.93,126.911,0.7847,100.08,4458.2998,0.3305,0.9153,203.59,8797,160,145.079,12.9197,1.4868,10.489,20.0424,3183.25,60.992,1134.6,8.7134,344.5,36.36,16.726,483.973,12.9197,220.79,29.21,108.895,0.429,1.0908,3.3714,2.8693,113.84,5109.5,4.0673,120.858,755.51,4.1882,14.55,6.6174,749.5,24500,9.581,12.9573,2.1781,6.9049,34.0569,1997.63,26.76,3202.2,26.923,2721.21,7.04,23421,655.957,655.957,119.26,7.7723
2015-03-05,1.1082,132.55,1.9484,27.4515,7.45,0.7259,306.137,,4.145,4.4457,9.2244,1.0674,8.6089,7.6637,68.641,2.8374,1.4162,3.2955,1.3767,6.9406,8.5916,14385,4.4171,68.956,1218.84,16.668,3.9771,1.4599,48.768,1.5142,35.843,13.0532,1,4.0672,62.74,137.68,9.6823,1.9458,2.1847,84.7775,0.4146,1704.78,1.1097,1.4961,7.4891,1.1058,10.6697,,2.1699,674.125,2792.8,582.49,1.083,110.265,193.01,49.023,104.945,8.426,22.4039,2.24,3.8863,7975.2002,8.2864,22.868,50.465,1267.47,148.78,126.622,0.7784,99.11,4445.6001,0.3282,0.9098,203.09,8774.4004,1670,144.44,12.886,1.4826,10.497,20.119,3165.8501,61.075,1131.37,8.7134,343.52,36.1,16.726,482.512,12.886,219.27,29.127,109.15,0.4252,1.0877,3.3595,2.8611,112.75,5072.7998,4.031,120.813,753.35,4.1498,13.959,6.5987,746.2,24500,9.523,12.9241,2.1601,6.9184,33.9509,1994.12,24.7369,3218.7,26.712,2713.49,7.059,23374,655.957,655.957,119.26,7.7059
2015-03-06,1.1032,132.42,1.9484,27.2625,7.452,0.7234,304.845,,4.14,4.442,9.1976,1.074,8.5139,7.636,67.0957,2.875,1.4169,3.309,1.3769,6.9033,8.5558,14315,4.4011,68.812,1213.73,16.7522,3.9531,1.4728,48.529,1.5122,35.746,13.0499,1,4.05,62.34,137.88,9.6447,1.9458,2.169,84.0822,0.4128,1692.63,1.1019,1.4871,7.4352,1.098,10.6148,,2.1544,669.798,2757.2,576.82,1.075,110.265,191.63,48.669,104.938,8.39,22.2495,2.2414,3.8589,7926.3999,8.2258,22.704,50.104,1258.37,148.71,125.617,0.7714,98.56,4419.2002,0.3267,0.9073,201.84,8715.5996,1664,143.403,12.804,1.472,10.461,19.8432,3176.46,60.995,1124.39,8.6877,341.06,36.33,16.487,479.101,12.804,217.93,28.919,109.15,0.4231,1.0799,3.3382,2.8608,112.15,5016.8999,4.012,120.604,747.97,4.1312,13.967,6.5576,740.6,24500,9.496,12.838,2.1577,6.8543,33.7932,1976.48,25.1139,3209.1001,26.687,2688.7,6.975,23196,655.957,655.957,119.26,7.6626
2015-03-07,1.1032,132.42,1.9484,27.2625,7.452,0.7234,304.845,,4.14,4.442,9.1976,1.074,8.5139,7.636,67.0957,2.875,1.4169,3.309,1.3769,6.9033,8.5558,14315,4.4011,68.812,1213.73,16.7522,3.9531,1.4728,48.529,1.5122,35.746,13.0499,1,4.05,62.34,137.88,9.6447,1.9458,2.169,84.0822,0.4128,1692.63,1.1019,1.4871,7.4352,1.098,10.6148,,2.1544,669.798,2757.2,576.82,1.075,110.265,191.63,48.669,104.938,8.39,22.2495,2.2414,3.8589,7926.3999,8.2258,22.704,50.104,1258.37,148.71,125.617,0.7714,98.56,4419.2002,0.3267,0.9073,201.84,8715.5996,1664,143.403,12.804,1.472,10.461,19.8432,3176.46,60.995,1124.39,8.6877,341.06,36.33,16.487,479.101,12.804,217.93,28.919,109.15,0.4231,1.0799,3.3382,2.8608,112.15,5016.8999,4.012,120.604,747.97,4.1312,13.967,6.5576,740.6,24500,9.496,12.838,2.1577,6.8543,33.7932,1976.48,25.1139,3209.1001,26.687,2688.7,6.975,23196,655.957,655.957,119.26,7.6626
2015-03-08,1.1032,132.42,1.9484,27.2625,7.452,0.7234,304.845,,4.14,4.442,9.1976,1.074,8.5139,7.636,67.0957,2.875,1.4169,3.309,1.3769,6.9033,8.5558,14315,4.4011,68.812,1213.73,16.7522,3.9531,1.4728,48.529,1.5122,35.746,13.0499,1,4.05,62.34,137.88,9.6447,1.9458,2.169,84.0822,0.4128,1692.63,1.1019,1.4871,7.4352,1.098,10.6148,,2.1544,669.798,2757.2,576.82,1.075,110.265,191.63,48.669,104.938,8.39,22.2495,2.2414,3.8589,7926.3999,8.2258,22.704,50.104,1258.37,148.71,125.617,0.7714,98.56,4419.2002,0.3267,0.9073,201.84,8715.5996,1664,143.403,12.804,1.472,10.461,19.8432,3176.46,60.995,1124.39,8.6877,341.06,36.33,16.487,479.101,12.804,217.93,28.919,109.15,0.4231,1.0799,3.3382,2.8608,112.15,5016.8999,4.012,120.604,747.97,4.1312,13.967,6.5576,740.6,24500,9.496,12.838,2.1577,6.8543,33.7932,1976.48,25.1139,3209.1001,26.687,2688.7,6.975,23196,655.957,655.957,119.26,7.6626
2015-03-09,1.0846,130.931,1.9491,27.3195,7.4472,0.72,304.825,,4.1295,4.4402,9.1778,1.0676,8.5599,7.595,65.5288,2.8431,1.4041,3.3165,1.3667,6.7826,8.4112,14140,4.3605,67.652,1203.59,16.7637,3.9159,1.4724,47.938,1.4948,35.296,13.0275,1,3.9824,62.01,137.7,9.4837,1.9458,2.1468,83.3308,0.4059,1689.39,1.0908,1.4733,7.3587,1.0869,10.5328,,2.1323,664.399,2736.2,572.32,1.064,110.265,189.66,48.162,103.43,8.251,22.024,2.2163,3.8583,7849.3999,8.1403,22.471,49.592,1245.46,148.27,124.357,0.761,96.87,4379.3999,0.3227,0.9008,200.04,8623.5,1637,141.985,12.6755,1.4569,10.396,19.6085,3160.53,61.066,1112.9,8.6263,336.48,35.96,16.2,474.987,12.6755,215.23,28.614,108.297,0.4162,1.0688,3.3044,2.8188,110.41,4930.5,3.9447,120.341,740.32,4.0614,14.056,6.4914,732.8,24500,9.428,12.7078,2.147,6.7924,33.3805,1957.26,24.5857,3191.8,26.512,2661.3999,6.831,22954,655.957,655.957,119.26,7.6126
2015-03-10,1.0833,131.522,1.9483,27.2577,7.45,0.7172,305.07,,4.1132,4.4381,9.1952,1.0695,8.6035,7.6227,65.894,2.8205,1.4097,3.3838,1.3671,6.7783,8.4052,14170,4.331,67.822,1206.97,16.7822,3.9146,1.4754,47.824,1.4957,35.296,13.1132,1,3.9776,61.6,137.8,9.4854,1.9458,2.1311,82.7021,0.4053,1663.02,1.0831,1.4736,7.3048,1.0791,10.6039,,2.1167,666.969,2754.8999,568.03,1.056,110.265,188.28,47.818,103.655,8.248,21.8739,2.2152,3.8414,7792.7002,8.0808,22.308,49.231,1236.36,148.29,123.441,0.7619,97.01,4352.8999,0.3223,0.8851,198.59,8574.4004,1637,141.057,12.8958,1.4463,10.421,19.4666,3169.6699,60.981,1100.46,8.4801,308.69,36.39,16.217,468.443,12.8958,213.67,28.417,107.086,0.4154,1.0611,3.2841,2.7982,110.58,4963.1001,3.9413,120.804,734.93,4.0582,13.648,6.4393,727.3,24500,9.263,12.9304,2.1427,6.7447,33.226,1933.17,24.4082,3186.1001,26.253,2650.1499,6.84,22793,655.957,655.957,119.26,7.5634
2015-03-11,1.0709,129.601,1.9483,27.266,7.4507,0.71,307.031,,4.156,4.4432,9.1579,1.0687,8.659,7.614,66.8826,2.8221,1.4015,3.3214,1.3572,6.6988,8.3085,14125,4.3256,67.078,1205.4399,16.7188,3.8926,1.4684,47.348,1.4868,34.996,13.2176,1,3.9328,61.22,137.72,9.3867,1.9458,2.1054,81.833,0.4008,1643.27,1.0702,1.4641,7.2162,1.0663,10.5779,,2.0911,665.394,2750.6001,561.53,1.043,110.265,186,47.228,102.915,8.144,21.6164,2.2046,3.828,7751.2002,7.9798,22.038,48.638,1221.41,147.99,121.914,0.7492,96.06,4305.7002,0.3191,0.8851,195.96,8466.9004,1617,139.403,12.9331,1.4289,10.391,19.5551,3067.79,61.072,1087.2,8.4801,331.07,36.15,15.948,465.494,12.9331,211.11,28.075,107.086,0.411,1.0482,3.2481,2.7642,108.93,4928.1001,3.8956,120.839,755.59,4.011,13.838,6.368,718.3,24500,9.263,12.9683,2.1302,6.6418,32.9952,1919.41,22.7749,3178.5,26.355,2621.29,6.84,22525,655.957,655.957,119.26,7.5969
2015-03-12,1.0549,128.061,1.948,27.2515,7.4533,0.706,303.047,,4.121,4.4425,9.0966,1.0642,8.6502,7.6296,64.9976,2.7545,1.3869,3.2979,1.3436,6.5945,8.1926,13940,4.255,66.119,1191.71,16.3229,3.841,1.4432,46.623,1.4633,34.671,12.9242,1,3.87,60.18,137.97,9.2535,1.9458,2.079,80.685,0.3949,1629.65,1.0571,1.446,7.1256,1.0532,10.4948,,2.065,661.422,2739,554.51,1.03,110.265,183.68,46.647,102.115,8.027,21.3537,2.167,3.7491,7654.3999,7.8799,21.763,48.032,1206.13,147.14,120.366,0.7397,94.75,4161.7998,0.3152,0.8743,193.54,8365.7998,1597,137.659,12.84,1.4111,10.348,19.3128,3109.25,61.073,1073.67,8.3767,326.95,35.8,15.769,459.615,12.84,208.5,27.727,104.818,0.4044,1.0351,3.2144,2.7295,107.31,4906.6001,3.8371,106.561,746.19,3.9512,13.586,6.2897,709,24500,9.151,12.8732,2.1099,6.5871,32.5707,1895.38,23.0233,3181,26.026,2587.8101,6.751,22240,655.957,655.957,119.26,7.6467
2015-03-13,1.0626,128.89,1.9484,27.285,7.4567,0.7133,303.64,,4.1387,4.4388,9.1259,1.0653,8.6179,7.6436,65.0015,2.7487,1.3787,3.3609,1.3482,6.646,8.251,13970,4.2508,66.371,1194.0699,16.3461,3.8464,1.4343,46.866,1.4667,34.864,13.0237,1,3.8997,60.41,137.86,9.3223,1.9458,2.0866,81.1064,0.3974,1642.36,1.0609,1.4407,7.1517,1.0569,10.4846,,2.0725,662.071,2741.7,556.42,1.034,110.265,184.35,46.821,102.792,8.082,21.4344,2.1729,3.8264,7706.3999,7.9098,21.842,48.207,1210.54,147.17,120.796,0.745,95.35,4177,0.3174,0.8666,194.4,8405,1599,138.108,12.7688,1.4162,10.365,19.1964,3146.03,61.188,1077.5699,8.2747,328.14,36.16,15.887,459.234,12.7688,209.25,27.827,104.647,0.4077,1.0389,3.2149,2.7395,107.89,4952.3999,3.8663,106.561,748.9,3.981,13.699,6.3123,711.7,24500,9.069,12.7985,2.1136,6.6146,32.5892,1904.4301,22.6808,3277.6001,26.163,2593.96,6.671,22331,655.957,655.957,119.26,7.6741
2015-03-14,1.0626,128.89,1.9484,27.285,7.4567,0.7133,303.64,,4.1387,4.4388,9.1259,1.0653,8.6179,7.6436,65.0015,2.7487,1.3787,3.3609,1.3482,6.646,8.251,13970,4.2508,66.371,1194.0699,16.3461,3.8464,1.4343,46.866,1.4667,34.864,13.0237,1,3.8997,60.41,137.86,9.3223,1.9458,2.0866,81.1064,0.3974,1642.36,1.0609,1.4407,7.1517,1.0569,10.4846,,2.0725,662.071,2741.7,556.42,1.034,110.265,184.35,46.821,102.792,8.082,21.4344,2.1729,3.8264,7706.3999,7.9098,21.842,48.207,1210.54,147.17,120.796,0.745,95.35,4177,0.3174,0.8666,194.4,8405,1599,138.108,12.7688,1.4162,10.365,19.1964,3146.03,61.188,1077.5699,8.2747,328.14,36.16,15.887,459.234,12.7688,209.25,27.827,104.647,0.4077,1.0389,3.2149,2.7395,107.89,4952.3999,3.8663,106.561,748.9,3.981,13.699,6.3123,711.7,24500,9.069,12.7985,2.1136,6.6146,32.5892,1904.4301,22.6808,3277.6001,26.163,2593.96,6.671,22331,655.957,655.957,119.26,7.6741
2015-03-15,1.0626,128.89,1.9484,27.285,7.4567,0.7133,303.64,,4.1387,4.4388,9.1259,1.0653,8.6179,7.6436,65.0015,2.7487,1.3787,3.3609,1.3482,6.646,8.251,13970,4.2508,66.371,1194.0699,16.3461,3.8464,1.4343,46.866,1.4667,34.864,13.0237,1,3.8997,60.41,137.86,9.3223,1.9458,2.0866,81.1064,0.3974,1642.36,1.0609,1.4407,7.1517,1.0569,10.4846,,2.0725,662.071,2741.7,556.42,1.034,110.265,184.35,46.821,102.792,8.082,21.4344,2.1729,3.8264,7706.3999,7.9098,21.842,48.207,1210.54,147.17,120.796,0.745,95.35,4177,0.3174,0.8666,194.4,8405,1599,138.108,12.7688,1.4162,10.365,19.1964,3146.03,61.188,1077.5699,8.2747,328.14,36.16,15.887,459.234,12.7688,209.25,27.827,104.647,0.4077,1.0389,3.2149,2.7395,107.89,4952.3999,3.8663,106.561,748.9,3.981,13.699,6.3123,711.7,24500,9.069,12.7985,2.1136,6.6146,32.5892,1904.4301,22.6808,3277.6001,26.163,2593.96,6.671,22331,655.957,655.957,119.26,7.6741
2015-03-16,1.0482,127.18,1.9477,27.2855,7.4575,0.7103,305.556,,4.1482,4.4442,9.1483,1.0551,8.6029,7.6245,65.3212,2.7564,1.3759,3.4059,1.3433,6.5584,8.1389,13910,4.2236,66.204,1192.97,16.2288,3.8178,1.4314,46.378,1.4583,34.516,13.0444,1,3.8507,59.92,137.94,9.217,1.9458,2.0722,80.5473,0.3924,1624.34,1.0537,1.444,7.1021,1.0498,10.5359,,2.0582,660.259,2728.1001,559.05,1.027,110.265,183.07,46.5,101.686,7.974,21.2924,2.1671,3.8004,7548.2002,7.853,22.505,47.875,1201.64,146.89,120.07,0.7348,94.32,4166.6001,0.314,0.8666,193.06,8340.2998,1588,137.101,12.9424,1.4064,10.341,18.9329,3122.3701,61.144,1071.74,8.254,325.35,36.34,15.686,458.049,12.9424,207.82,27.636,104.647,0.4025,1.0317,3.196,2.7204,106.56,4954.8999,3.8168,106.561,743.75,3.932,13.507,6.2694,706.6,24500,9.069,12.9775,2.0737,6.5631,32.5032,1908.16,22.5913,3035.3999,25.951,2578.3401,6.675,22204,655.957,655.957,119.26,7.7013
2015-03-17,1.0573,128.31,1.948,27.2311,7.4619,0.7131,303.014,,4.1259,4.437,9.1472,1.0654,8.7368,7.6415,65.7512,2.7737,1.3828,3.4284,1.3504,6.6113,8.2072,13980,4.2386,66.311,1194.6,16.2912,3.8204,1.4318,46.809,1.4686,34.786,13.1066,1,3.8827,60.09,137.88,9.2819,1.9458,2.0642,80.2356,0.3957,1624.8199,1.0497,1.4383,7.0745,1.0458,10.4954,,2.0502,658.497,2761.1001,549.27,1.023,110.265,182.36,46.279,102.42,8.042,21.2145,2.1719,3.8281,7565.6001,7.8172,22.387,47.69,1196.66,146.86,119.424,0.7418,95.4,4121.5,0.3159,0.8606,192.3,8311,1597,136.674,12.8691,1.401,10.361,19.0969,3136.9199,61.133,1067.6,8.254,323.56,36.9,15.818,456.136,12.8691,207.18,27.529,104.847,0.4057,1.0277,3.1814,2.7098,107.62,4917.3999,3.8458,120.205,717.71,3.9605,13.197,6.2402,703.8,24500,9.006,12.9041,2.0732,6.5185,32.3448,1896.54,22.7552,3039.6001,25.882,2573.96,6.6275,22213,655.957,655.957,119.26,7.7035
2015-03-18,1.0598,128.546,1.9486,27.2095,7.4576,0.7183,303.539,,4.1343,4.4432,9.2027,1.0656,8.8053,7.6423,65.1913,2.7659,1.3904,3.4407,1.3551,6.6123,8.2249,13127,4.2484,66.285,1194.67,16.3015,3.8447,1.4486,47.196,1.4716,34.863,13.0886,1,3.8889,60.38,137.84,9.3079,1.9458,2.0817,80.9135,0.3963,1638.48,1.0584,1.4491,7.1346,1.0545,10.5401,,2.0676,666.92,2801.6001,553.13,1.031,110.265,183.91,46.642,102.461,8.055,21.3919,2.1715,3.8374,7628.8999,7.8803,22.587,48.092,1206.59,146.81,120.405,0.7448,95.77,4167,0.3168,0.8573,193.91,8379.5996,1598,137.554,12.9081,1.4128,10.37,19.1033,3141.78,61.031,1076.6,8.2892,326.3,37.01,15.862,464.631,12.9081,208.97,27.761,104.134,0.4064,1.0364,3.2068,2.7329,107.91,4947.1001,3.8556,119.94,717.93,3.971,13.334,6.2922,709.9,24500,8.971,12.9469,2.0706,6.5737,32.5238,1924.3,22.8672,3036.3999,26.302,2600.5801,6.667,22395,655.957,655.957,119.26,7.8472
2015-03-19,1.085,130.257,1.9478,27.2935,7.4529,0.7251,302.585,,4.1345,4.4518,9.3305,1.0644,8.8813,7.6449,64.1264,2.7899,1.3948,3.4908,1.3616,6.7467,8.4157,14000,4.314,67.941,1204.49,16.3927,3.8501,1.446,48.289,1.4945,35.458,13.113,1,3.9804,60.35,137.85,9.5337,1.9458,2.0788,80.8044,0.4061,1622.71,1.057,1.4499,7.1249,1.0531,10.5368,,2.0648,667.501,2769.7,552.44,1.03,110.265,183.66,46.579,105.081,8.251,21.3713,2.2002,3.8972,7595.3999,7.8707,22.556,48.027,1204.96,147.01,120.222,0.7611,97.66,4156.1001,0.323,0.8645,193.66,8363.4004,1609,137.646,12.9018,1.4109,10.414,19.1572,3130.76,61.1,1075.15,8.2892,324.8,38.08,16.125,459.03,12.9018,208.11,27.724,104.774,0.4161,1.035,3.2057,2.7367,109.4,4950.7002,3.9453,119.995,716.96,4.0635,13.667,6.2891,710,24500,9.047,12.9387,2.0998,6.5816,32.4297,1921.6899,24.7702,3021.7,26.278,2597.1001,6.7125,22402,655.957,655.957,119.26,7.9216
2015-03-20,1.0669,128.821,1.9495,27.417,7.447,0.7228,303.31,,4.1265,4.4185,9.2495,1.0559,8.6235,7.6459,64.0072,2.7784,1.3932,3.5109,1.355,6.5996,8.2763,13880,4.3007,66.594,1194.98,16.2806,3.8838,1.4356,47.798,1.479,34.887,13.1079,1,3.9187,60.84,138.07,9.3741,1.9458,2.0988,81.4514,0.3994,1644.2,1.0671,1.4561,7.1937,1.063,10.5347,,2.0847,668.286,2760.8999,557.49,1.04,110.265,185.43,47.018,103.118,8.119,21.5785,2.1608,3.9768,7769.2002,7.9507,22.644,48.488,1216.02,147.29,121.336,0.7482,96.04,4201.3999,0.319,0.8633,195.81,8433.5996,1610,139.131,12.8449,1.4245,10.373,19.4415,3163.75,61.096,1085.45,8.3527,304.02,37.47,15.932,463.628,12.8449,209.98,27.989,104.604,0.4093,1.0451,3.2322,2.7631,108.3,4997.7002,3.8814,119.838,723.84,3.9966,13.244,6.3433,717,24500,9.035,12.8749,2.094,6.6366,32.6355,1934.85,24.6845,3058,26.658,2613.25,6.7,22589,655.957,655.957,119.26,8.2532
2015-03-21,1.0669,128.821,1.9495,27.417,7.447,0.7228,303.31,,4.1265,4.4185,9.2495,1.0559,8.6235,7.6459,64.0072,2.7784,1.3932,3.5109,1.355,6.5996,8.2763,13880,4.3007,66.594,1194.98,16.2806,3.8838,1.4356,47.798,1.479,34.887,13.1079,1,3.9187,60.84,138.07,9.3741,1.9458,2.0988,81.4514,0.3994,1644.2,1.0671,1.4561,7.1937,1.063,10.5347,,2.0847,668.286,2760.8999,557.49,1.04,110.265,185.43,47.018,103.118,8.119,21.5785,2.1608,3.9768,7769.2002,7.9507,22.644,48.488,1216.02,147.29,121.336,0.7482,96.04,4201.3999,0.319,0.8633,195.81,8433.5996,1610,139.131,12.8449,1.4245,10.373,19.4415,3163.75,61.096,1085.45,8.3527,304.02,37.47,15.932,463.628,12.8449,209.98,27.989,104.604,0.4093,1.0451,3.2322,2.7631,108.3,4997.7002,3.8814,119.838,723.84,3.9966,13.244,6.3433,717,24500,9.035,12.8749,2.094,6.6366,32.6355,1934.85,24.6845,3058,26.658,2613.25,6.7,22589,655.957,655.957,119.26,8.2532
2015-03-22,1.0669,128.821,1.9495,27.417,7.447,0.7228,303.31,,4.1265,4.4185,9.2495,1.0559,8.6235,7.6459,64.0072,2.7784,1.3932,3.5109,1.355,6.5996,8.2763,13880,4.3007,66.594,1194.98,16.2806,3.8838,1.4356,47.798,1.479,34.887,13.1079,1,3.9187,60.84,138.07,9.3741,1.9458,2.0988,81.4514,0.3994,1644.2,1.0671,1.4561,7.1937,1.063,10.5347,,2.0847,668.286,2760.8999,557.49,1.04,110.265,185.43,47.018,103.118,8.119,21.5785,2.1608,3.9768,7769.2002,7.9507,22.644,48.488,1216.02,147.29,121.336,0.7482,96.04,4201.3999,0.319,0.8633,195.81,8433.5996,1610,139.131,12.8449,1.4245,10.373,19.4415,3163.75,61.096,1085.45,8.3527,304.02,37.47,15.932,463.628,12.8449,209.98,27.989,104.604,0.4093,1.0451,3.2322,2.7631,108.3,4997.7002,3.8814,119.838,723.84,3.9966,13.244,6.3433,717,24500,9.035,12.8749,2.094,6.6366,32.6355,1934.85,24.6845,3058,26.658,2613.25,6.7,22589,655.957,655.957,119.26,8.2532
2015-03-23,1.0827,129.889,1.9482,27.4375,7.4541,0.7242,302.9,,4.1308,4.4364,9.3271,1.058,8.6837,7.6156,64.1673,2.7887,1.3905,3.4907,1.3618,6.7037,8.3934,14020,4.3606,67.526,1203.45,16.2841,3.9172,1.4297,48.398,1.491,35.223,13.0219,1,3.9705,60.9,138.09,9.5163,1.9458,2.1015,81.6635,0.4049,1654.02,1.0683,1.4629,7.203,1.0644,10.5482,,2.0873,668.664,2768.7,558.21,1.041,110.265,185.66,47.089,104.124,8.23,21.6104,2.2145,3.9497,7845.5,7.9632,22.802,49.836,1217.27,147.44,121.427,0.7577,97.6,4196.1001,0.3227,0.8718,196.29,8449.9004,1631,139.311,12.8506,1.4672,10.434,19.5736,3198.8701,61.497,1086.85,8.3624,304.41,38.13,16.196,464.32,12.8506,210.25,28.025,105.316,0.415,1.0463,3.2478,2.7667,110.13,5032.2998,3.9362,119.783,724.23,4.0533,13.57,6.3513,718,24500,9.123,12.8892,2.0945,6.6492,32.7786,1937.35,23.2697,3110.1001,26.618,2621.95,6.7,22629,655.957,655.957,119.26,8.2208
2015-03-24,1.0945,131.083,1.9486,27.3385,7.4557,0.7321,302.943,,4.106,4.4095,9.3067,1.0575,8.6302,7.6419,64.2989,2.7795,1.3898,3.4242,1.3706,6.7934,8.488,14180,4.3232,68.037,1208.27,16.3338,3.9469,1.4294,48.755,1.4971,35.542,13.0328,1,4.0176,61.94,137.91,9.6067,1.9458,2.138,83.1012,0.4098,1682.5601,1.0865,1.4711,7.3286,1.0825,10.5954,,2.1236,670.875,2755.5,567.86,1.06,110.265,188.89,47.891,104.644,8.33,21.985,2.2054,4.0934,7852.6001,8.1125,23.165,50.698,1238.21,148.51,123.441,0.7689,98.64,4263.5,0.3267,0.8728,199.67,8586.5996,1650,141.734,12.8352,1.4926,10.43,20.1286,3215.8501,61.092,1105.66,8.3624,336.2,38.62,16.423,477.026,12.8352,213.87,28.509,106.852,0.4198,1.0645,3.2801,2.815,111.55,5134.7998,3.9813,119.909,735.68,4.099,13.917,6.4654,730.8,24500,9.134,12.8705,2.1135,6.7671,33.1533,1957.99,23.4696,3183.3,27.319,2664.8401,6.791,23052,655.957,655.957,119.26,8.3067
2015-03-25,1.0902,130.614,1.9486,27.3835,7.4605,0.735,298.78,,4.091,4.4034,9.2793,1.0462,8.5805,7.646,62.9004,2.7854,1.3868,3.4191,1.3639,6.7585,8.4555,14180,4.2744,67.83,1201.5601,16.2946,3.9469,1.43,48.645,1.4912,35.408,12.8785,1,4.0043,61.94,137.91,9.5657,1.9458,2.138,83.1012,0.4084,1682.5601,1.0865,1.4711,7.3286,1.0825,10.5954,,2.1236,670.875,2755.5,567.86,1.06,110.265,188.89,47.891,104.287,8.301,21.985,2.1973,4.0934,7852.6001,8.1125,23.165,50.698,1238.21,148.14,123.441,0.7658,98.15,4263.5,0.3259,0.8728,199.67,8586.5996,1650,141.734,12.8352,1.4926,10.422,20.1286,3215.8501,61.144,1105.66,8.3624,336.2,38.52,16.36,477.026,12.8352,213.87,28.509,106.852,0.4185,1.0645,3.2801,2.815,111.09,5134.7998,3.9673,120.408,735.68,4.0851,13.827,6.4654,730.8,24500,9.134,12.8705,2.113,6.7671,33.1533,1957.99,23.4696,3183.3,27.319,2664.8401,6.88,23052,655.957,655.957,119.26,8.3067
