date,USD,JPY,BGN,CZK,DKK,EEK,GBP,HUF,LTL,LVL,PLN,RON,SEK,SKK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,ILS,INR,IQD,IRR,ISK,JMD,JOD,KES,KHR,KWD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,XCD,MVR
2009-03-06,1.2638,124.15,1.9489,27.666,7.4506,15.6466,0.8982,312.6,3.4125,0.6972,4.7129,4.2367,11.6354,,1.4645,8.931,7.4186,45.1553,2.2627,1.9688,3.0054,1.6288,8.6432,9.8137,15072,1963.54,19.165,4.7044,2.542,61.107,1.9549,45.61,13.2615,1,4.6502,58.98,127.54,2.2136,4.5894,1.9458,2.4862,85.699,0.4753,1515.91,1.9357,8.7021,1.2611,10.3462,3591,2.4228,758.34,3213.5,700.32,1.238,109.59,221.86,44.471,89.635,7.061,13.9827,2.3639,1.744,32.251,6009.6001,9.9955,23.448,49.407,5.3672,65.172,1450.51,12325.0996,142.2,109.793,0.8833,96.23,5137.2998,0.3747,187.99,10617.5996,1895,144.57,13.1725,1.6439,10.896,13.3701,2407.5801,61.117,7.9902,9.9391,321.29,42.1,174.3,13.1825,185.63,24.889,103.172,0.4856,1.2431,4.0248,3.5012,100.729,6400.7002,4.6086,94.808,704.96,4.7259,20.798,2.8425,1756.9,17885.3008,10.858,58.518,13.1525,1.8339,7.6488,43.092,1612.1899,9.8146,2494.3999,29.961,1757.02,2.7148,21768,642.957,642.957,116.86,,
2009-03-07,1.2638,124.15,1.9489,27.666,7.4506,15.6466,0.8982,312.6,3.4125,0.6972,4.7129,4.2367,11.6354,,1.4645,8.931,7.4186,45.1553,2.2627,1.9688,3.0054,1.6288,8.6432,9.8137,15072,1963.54,19.165,4.7044,2.542,61.107,1.9549,45.61,13.2615,1,4.6502,58.98,127.54,2.2136,4.5894,1.9458,2.4862,85.699,0.4753,1515.91,1.9357,8.7021,1.2611,10.3462,3591,2.4228,758.34,3213.5,700.32,1.238,109.59,221.86,44.471,89.635,7.061,13.9827,2.3639,1.744,32.251,6009.6001,9.9955,23.448,49.407,5.3672,65.172,1450.51,12325.0996,142.2,109.793,0.8833,96.23,5137.2998,0.3747,187.99,10617.5996,1895,144.57,13.1725,1.6439,10.896,13.3701,2407.5801,61.117,7.9902,9.9391,321.29,42.1,174.3,13.1825,185.63,24.889,103.172,0.4856,1.2431,4.0248,3.5012,100.729,6400.7002,4.6086,94.808,704.96,4.7259,20.798,2.8425,1756.9,17885.3008,10.858,58.518,13.1525,1.8339,7.6488,43.092,1612.1899,9.8146,2494.3999,29.961,1757.02,2.7148,21768,642.957,642.957,116.86,,
2009-03-08,1.2638,124.15,1.9489,27.666,7.4506,15.6466,0.8982,312.6,3.4125,0.6972,4.7129,4.2367,11.6354,,1.4645,8.931,7.4186,45.1553,2.2627,1.9688,3.0054,1.6288,8.6432,9.8137,15072,1963.54,19.165,4.7044,2.542,61.107,1.9549,45.61,13.2615,1,4.6502,58.98,127.54,2.2136,4.5894,1.9458,2.4862,85.699,0.4753,1515.91,1.9357,8.7021,1.2611,10.3462,3591,2.4228,758.34,3213.5,700.32,1.238,109.59,221.86,44.471,89.635,7.061,13.9827,2.3639,1.744,32.251,6009.6001,9.9955,23.448,49.407,5.3672,65.172,1450.51,12325.0996,142.2,109.793,0.8833,96.23,5137.2998,0.3747,187.99,10617.5996,1895,144.57,13.1725,1.6439,10.896,13.3701,2407.5801,61.117,7.9902,9.9391,321.29,42.1,174.3,13.1825,185.63,24.889,103.172,0.4856,1.2431,4.0248,3.5012,100.729,6400.7002,4.6086,94.808,704.96,4.7259,20.798,2.8425,1756.9,17885.3008,10.858,58.518,13.1525,1.8339,7.6488,43.092,1612.1899,9.8146,2494.3999,29.961,1757.02,2.7148,21768,642.957,642.957,116.86,,
2009-03-09,1.2623,124.86,1.9488,27.495,7.4501,15.6466,0.9149,308.5,3.4121,0.6975,4.7425,4.2561,11.5931,,1.4621,9.0216,7.4473,44.998,2.2739,1.9883,2.9887,1.6382,8.6209,9.7867,15032,1953.21,19.273,4.6921,2.5498,61.058,1.9576,45.58,13.4273,1,4.6375,58.43,127.58,2.196,4.5907,1.9458,2.4539,84.893,0.4739,1503.92,1.928,8.6581,1.2513,10.3342,3575,2.4162,754.35,3166.1001,700.31,1.228,107.98,220.1,43.994,89.666,7.09,13.8724,2.3559,1.7359,32.624,5962.2002,9.91,23.275,49.015,5.3282,65.343,1439.01,12219.2998,136.01,108.517,0.8812,96.4,5053.7998,0.3723,186.51,10539.5,1848,144.2,13.1908,1.6315,10.89,13.2765,2384.71,61.051,7.9268,9.8603,318.89,41.95,173.289,13.205,184.54,24.577,103.024,0.4842,1.2333,3.9791,3.5253,99.79,6368.8999,4.5956,94.001,699.69,4.7195,20.971,2.8201,1740.4,17743.5996,10.772,58.052,13.1557,1.8258,7.5882,42.806,1596.92,9.7373,2471.5,29.787,1743.1,2.7071,21595,642.957,642.957,116.86,,
2009-03-10,1.2717,125.612,1.9481,26.924,7.4497,15.6466,0.9218,303.73,3.4122,0.6976,4.6269,4.2391,11.2705,,1.4742,8.8427,7.4469,44.3908,2.2289,1.9616,2.9856,1.6289,8.701,9.86,15133,1913.52,19.405,4.7008,2.5157,61.331,1.9512,45.506,13.07,1,4.6796,59.03,127.95,2.1934,4.6308,1.9458,2.4794,85.775,0.4778,1519.5,1.9294,8.7228,1.2641,10.2329,3612,2.4413,755.94,3194.3999,707.58,1.241,109.37,222.38,44.449,90.92,7.158,14.0158,2.3948,1.7549,33.09,6023.7998,10.0129,23.516,49.524,5.3903,65.505,1453.95,12336.5996,136.17,109.894,0.8885,97.4,5143.1001,0.3758,188.33,10649.2998,1911,145.5,13.0415,1.6484,10.927,13.529,2425.3701,61.547,8.0092,9.9627,322.05,42.31,175.218,13.041,185.75,24.832,103.683,0.4887,1.2461,4.016,3.5724,102.26,6441.2998,4.6374,94.279,706.96,4.754,20.997,2.8493,1758.5,17927.6992,10.884,58.657,13.0225,1.8378,7.667,42.966,1622.37,9.8377,2544.1001,30.096,1767.1801,2.7318,21819,642.957,642.957,116.86,,
2009-03-11,1.2807,124.51,1.9475,26.99,7.4492,15.6466,0.9252,301.34,3.4126,0.6971,4.6175,4.2317,11.2194,,1.4796,8.84,7.4128,44.6423,2.2299,1.9758,2.9828,1.6511,8.707,9.9295,15162,1871.13,19.126,4.7146,2.505,61.319,1.9602,45.635,12.91,1,4.6854,59.35,128.32,2.1829,4.6442,1.9458,2.4891,86.113,0.4784,1525.47,1.9326,8.7572,1.269,10.1465,3626,2.4509,752.78,3174.3,710.36,1.246,109.71,223.26,44.624,89.95,7.198,14.0706,2.3791,1.7645,33.22,6047.2998,10.0523,23.609,49.719,5.3726,65.411,1459.67,12380,135.26,110.133,0.8895,97.32,5159.5,0.3763,188.97,10683,1911,145.62,12.9087,1.6543,10.931,13.576,2427.26,61.146,8.0407,10.0019,323.47,42.64,175.784,12.9,187.12,24.93,103.872,0.4891,1.251,3.9839,3.5142,102.24,6466.7002,4.6413,94.364,709.42,4.7877,21.015,2.8604,1768,17998.1992,10.927,58.889,12.8887,1.832,7.6971,43.024,1628.74,9.8762,2533.7,30.214,1774.13,2.734,21910,642.957,642.957,116.86,,
2009-03-12,1.2899,125.48,1.9483,26.369,7.4535,15.6466,0.9259,295.12,3.412,0.6968,4.5126,4.2273,11.0755,,1.5309,8.8566,7.423,44.8563,2.1714,1.9715,2.9696,1.6493,8.7446,9.9981,15210,1914.01,18.917,4.7266,2.4785,61.762,1.9701,46.04,12.7886,1,4.7025,59.49,128.94,2.1915,4.6665,1.9458,2.4989,85.522,0.4805,1531.4301,1.9366,8.8108,1.2739,10.1362,3640,2.4605,755.47,3161.1001,713.14,1.251,108.86,224.13,44.798,90.075,7.238,14.1255,2.3603,1.7727,33.351,6070.8999,10.0916,23.702,49.914,5.369,66.596,1465.39,12336.2998,138.93,110.851,0.8903,97.8,5176.5,0.3767,189.7,10723.7002,1917,146.67,12.8629,1.6607,10.92,13.7253,2455.98,61.284,8.0723,10.041,332.43,42.84,176.474,12.8175,186.82,25.027,103.496,0.4912,1.2559,4.0033,3.5219,102.53,6492,4.6597,94.399,712.86,4.8244,21.14,2.8716,1775,18068.5996,10.97,59.12,12.8429,1.8386,7.5927,43.173,1628.7,10.4014,2560.2,30.333,1781.08,2.7453,21997,642.957,642.957,116.86,,
2009-03-13,1.293,126.62,1.9491,26.455,7.4556,15.6466,0.9232,296.04,3.4128,0.6969,4.4801,4.2282,11.1393,,1.5324,8.817,7.4195,44.6191,2.2063,1.9637,2.9667,1.644,8.7906,10.0192,15450,1913.14,18.634,4.7702,2.4615,62.16,1.991,46.21,13.0605,1,4.7282,59.81,128.25,2.203,4.6977,1.9458,2.512,86.905,0.4827,1539.47,1.9588,8.8379,1.2805,10.066,3659,2.4734,749.39,3123.6001,716.89,1.257,109.31,225.31,45.033,90.288,7.271,14.1994,2.354,1.7826,33.494,6102.6001,10.2219,23.826,50.176,5.3955,66.568,1473.1,12401.0996,145.85,111.431,0.8991,98.12,5208.2002,0.379,190.44,10789.9004,1935,147.44,12.6054,1.6598,10.975,13.6817,2444.4299,61.667,8.1147,10.0938,338.04,42.78,177.404,12.6,188.32,25.159,104.354,0.4939,1.2625,4.0025,3.5476,103.2,6500.3999,4.6874,94.449,716.27,4.8359,21.402,2.8867,1784.3,18163.5,11.028,59.432,12.5854,1.8472,7.5039,43.398,1649.48,9.9665,2565.3,30.492,1790.4399,2.767,22108,642.957,642.957,116.86,,
2009-03-14,1.293,126.62,1.9491,26.455,7.4556,15.6466,0.9232,296.04,3.4128,0.6969,4.4801,4.2282,11.1393,,1.5324,8.817,7.4195,44.6191,2.2063,1.9637,2.9667,1.644,8.7906,10.0192,15450,1913.14,18.634,4.7702,2.4615,62.16,1.991,46.21,13.0605,1,4.7282,59.81,128.25,2.203,4.6977,1.9458,2.512,86.905,0.4827,1539.47,1.9588,8.8379,1.2805,10.066,3659,2.4734,749.39,3123.6001,716.89,1.257,109.31,225.31,45.033,90.288,7.271,14.1994,2.354,1.7826,33.494,6102.6001,10.2219,23.826,50.176,5.3955,66.568,1473.1,12401.0996,145.85,111.431,0.8991,98.12,5208.2002,0.379,190.44,10789.9004,1935,147.44,12.6054,1.6598,10.975,13.6817,2444.4299,61.667,8.1147,10.0938,338.04,42.78,177.404,12.6,188.32,25.159,104.354,0.4939,1.2625,4.0025,3.5476,103.2,6500.3999,4.6874,94.449,716.27,4.8359,21.402,2.8867,1784.3,18163.5,11.028,59.432,12.5854,1.8472,7.5039,43.398,1649.48,9.9665,2565.3,30.492,1790.4399,2.767,22108,642.957,642.957,116.86,,
2009-03-15,1.293,126.62,1.9491,26.455,7.4556,15.6466,0.9232,296.04,3.4128,0.6969,4.4801,4.2282,11.1393,,1.5324,8.817,7.4195,44.6191,2.2063,1.9637,2.9667,1.644,8.7906,10.0192,15450,1913.14,18.634,4.7702,2.4615,62.16,1.991,46.21,13.0605,1,4.7282,59.81,128.25,2.203,4.6977,1.9458,2.512,86.905,0.4827,1539.47,1.9588,8.8379,1.2805,10.066,3659,2.4734,749.39,3123.6001,716.89,1.257,109.31,225.31,45.033,90.288,7.271,14.1994,2.354,1.7826,33.494,6102.6001,10.2219,23.826,50.176,5.3955,66.568,1473.1,12401.0996,145.85,111.431,0.8991,98.12,5208.2002,0.379,190.44,10789.9004,1935,147.44,12.6054,1.6598,10.975,13.6817,2444.4299,61.667,8.1147,10.0938,338.04,42.78,177.404,12.6,188.32,25.159,104.354,0.4939,1.2625,4.0025,3.5476,103.2,6500.3999,4.6874,94.449,716.27,4.8359,21.402,2.8867,1784.3,18163.5,11.028,59.432,12.5854,1.8472,7.5039,43.398,1649.48,9.9665,2565.3,30.492,1790.4399,2.767,22108,642.957,642.957,116.86,,
2009-03-16,1.2976,127.411,1.9456,26.574,7.4549,15.6466,0.9217,295.15,3.4139,0.6971,4.4528,4.2479,11.0598,,1.5366,8.8806,7.4443,44.5036,2.1982,1.9664,2.9343,1.6487,8.8841,10.0542,15349.7998,1867.96,18.5052,4.7647,2.4491,62.775,1.9871,45.887,12.8464,1,4.6867,60.64,129.07,2.2762,4.7457,1.9458,2.5434,87.99,0.4813,1558.65,1.9711,8.9485,1.2962,10.1583,3698,2.5043,758.8,3166.8999,718.98,1.273,108.42,228.12,45.594,91.426,7.1935,14.3758,2.3525,1.8066,33.978,6204.5,10.3494,24.124,50.802,5.36,66.553,1491.49,12555.9004,143.54,112.784,0.9072,102.491,5273.1001,0.3746,192.94,10931.5,1924.6,145.891,12.7243,1.6804,10.882,13.8397,2468.4299,61.2,8.2161,10.2197,331.64,43.574,180.403,12.724,190.53,25.473,105.475,0.4993,1.2782,4.0466,3.6212,103.164,6581.5,4.6451,93.438,725.22,4.8523,21.597,2.9226,1804,18390,11.166,58.612,12.7043,1.8256,7.8647,43.726,1679.15,10.3833,2626.6001,30.872,1812.77,2.79,22384,642.957,642.957,116.86,,
2009-03-17,1.3033,128.733,1.9481,26.592,7.4529,15.6466,0.9268,296.6,3.413,0.6967,4.4981,4.2449,10.9511,,1.5384,8.7651,7.4524,44.7218,2.2109,1.9655,2.9587,1.6536,8.8675,10.1008,15397,1840.9,18.102,4.7735,2.4569,62.585,1.99,46.304,12.8248,1,4.7738,60.43,128.35,2.2226,4.7356,1.9458,2.5343,87.807,0.4876,1551.8101,1.9656,8.9165,1.2917,10.1961,3673,2.4954,745.39,3046,719.02,1.269,108.13,227.31,45.432,92.56,7.263,14.3249,2.3632,1.8048,33.759,6182.5,10.3385,24.038,50.621,5.3727,66.849,1486.17,12477.4004,143.67,112.449,0.9059,99.45,5243.2998,0.3798,192.45,10878.7998,1917.7,148.21,12.7166,1.666,10.989,13.8228,2462.8899,61.041,8.1868,10.1834,330.65,43.04,180.538,12.731,190.37,25.382,105.257,0.4987,1.2737,3.9965,3.5958,104.34,6538.6001,4.7303,93.735,722.76,4.8737,21.354,2.9122,1800.2,18324.5996,11.126,59.961,12.6966,1.8464,7.8367,43.427,1690.71,10.2492,2597.8,30.113,1812.4301,2.7855,22306,642.957,642.957,116.86,,
2009-03-18,1.3484,130.03,1.9484,26.877,7.4515,15.6466,0.9441,296.92,3.4117,0.6968,4.5004,4.2485,10.8729,,1.5393,8.782,7.4219,45.0626,2.2672,1.9879,3.0185,1.6823,8.9544,10.4535,15555,1863.6,18.424,4.8309,2.4754,63.421,2.0397,46.96,12.9924,1,4.8204,60.56,128.41,2.2766,4.7916,1.9458,2.5438,88.135,0.4921,1557.59,1.9676,8.9303,1.2964,10.1436,3680,2.5047,751.75,3064,712.65,1.273,108.53,228.16,45.862,93.367,7.343,14.3781,2.4009,1.8128,33.885,6205.3999,10.3315,24.265,50.81,5.5769,69.09,1491.72,12523.2998,146.25,112.867,0.9142,101.85,5263.5,0.383,193.02,10926.7002,965,149.68,12.6806,1.6644,11.007,13.9266,2472.0801,61.282,8.2174,10.2213,339.7,43.04,179.653,12.66,191.27,25.477,105.205,0.5035,1.2784,4.0179,3.6144,105.41,6563,4.776,94.211,726.31,5.0426,21.561,2.9231,1804.3,18392.9004,11.167,60.186,12.6272,1.8542,7.8659,43.503,1667.6801,10.2872,2615.2,30.225,1819.1899,2.8135,22389,642.957,642.957,116.86,,
2009-03-19,1.3662,129.096,1.9482,26.844,7.45,15.6466,0.9422,301.49,3.4144,0.6977,4.6224,4.2485,10.8826,,1.5345,8.6372,7.4528,45.4738,2.3382,1.9855,3.0789,1.695,9.3333,10.5878,16154,1903.21,19.139,5.0013,2.4523,65.904,2.0636,48.38,13.167,1,5.0316,63.29,128.55,2.3322,5.0046,1.9458,2.6725,92.126,0.514,1627.96,2.0348,9.3356,1.3543,10.3516,3776,2.6044,785.73,3193.8999,746.94,1.331,113.43,238.48,48.001,97.066,7.654,15.026,2.4491,1.8882,35.421,6484.7998,10.7853,25.337,53.11,5.511,68.721,1559.26,13090.2998,147.24,117.99,0.953,106.08,5496.7998,0.3965,202.7,11413.2002,2056,156.28,12.8694,1.7437,11.038,14.558,2575.1699,64.453,8.5896,10.6839,346.72,45.32,187.394,12.858,199.89,26.793,107.867,0.5257,1.3363,4.1909,3.7664,109.81,6894.1001,4.9858,94.602,758.64,5.108,22.657,3.055,1888.9,19224.8008,11.674,62.919,12.8562,1.8686,8.174,45.144,1732.8199,10.75,2800,31.594,1901.49,2.9364,23463,642.957,642.957,116.86,,
2009-03-20,1.3582,130.28,1.949,26.587,7.4518,15.6466,0.9366,299.64,3.4136,0.6985,4.586,4.2485,11.0773,,1.528,8.659,7.4347,45.3414,2.2943,1.9777,3.0552,1.6856,9.2476,10.5146,15925,1900.55,19.107,4.9466,2.4101,65.414,2.0553,47.87,13.1154,1,4.9837,63.18,128.53,2.345,4.9549,1.9458,2.6503,91.66,0.5092,1622.73,2.0315,9.3258,1.35,10.3508,3730,2.6096,779.48,3187.1001,749.56,1.327,113.07,237.72,47.507,96.883,7.584,14.9778,2.429,1.8846,35.307,6464.1001,10.7798,25.126,52.939,5.4717,68.763,1541.35,12947.7002,153.66,117.578,0.9444,104.4,5479.1001,0.3922,202.28,11381.7998,2032,154.51,12.8657,1.7388,11.07,14.5179,2541.1001,63.832,8.562,10.6495,345.6,44.04,187.197,12.8614,199.25,26.544,108.267,0.5206,1.332,4.1356,3.7662,107.601,6865.1001,4.9386,94.669,756.77,5.0824,22.486,3.0452,1880.1,19162.9004,11.631,61.088,12.8471,1.8688,8.1952,44.847,1757.78,10.7156,2768,31.492,1895.37,2.905,23387,642.957,642.957,116.86,,
2009-03-21,1.3582,130.28,1.949,26.587,7.4518,15.6466,0.9366,299.64,3.4136,0.6985,4.586,4.2485,11.0773,,1.528,8.659,7.4347,45.3414,2.2943,1.9777,3.0552,1.6856,9.2476,10.5146,15925,1900.55,19.107,4.9466,2.4101,65.414,2.0553,47.87,13.1154,1,4.9837,63.18,128.53,2.345,4.9549,1.9458,2.6503,91.66,0.5092,1622.73,2.0315,9.3258,1.35,10.3508,3730,2.6096,779.48,3187.1001,749.56,1.327,113.07,237.72,47.507,96.883,7.584,14.9778,2.429,1.8846,35.307,6464.1001,10.7798,25.126,52.939,5.4717,68.763,1541.35,12947.7002,153.66,117.578,0.9444,104.4,5479.1001,0.3922,202.28,11381.7998,2032,154.51,12.8657,1.7388,11.07,14.5179,2541.1001,63.832,8.562,10.6495,345.6,44.04,187.197,12.8614,199.25,26.544,108.267,0.5206,1.332,4.1356,3.7662,107.601,6865.1001,4.9386,94.669,756.77,5.0824,22.486,3.0452,1880.1,19162.9004,11.631,61.088,12.8471,1.8688,8.1952,44.847,1757.78,10.7156,2768,31.492,1895.37,2.905,23387,642.957,642.957,116.86,,
2009-03-22,1.3582,130.28,1.949,26.587,7.4518,15.6466,0.9366,299.64,3.4136,0.6985,4.586,4.2485,11.0773,,1.528,8.659,7.4347,45.3414,2.2943,1.9777,3.0552,1.6856,9.2476,10.5146,15925,1900.55,19.107,4.9466,2.4101,65.414,2.0553,47.87,13.1154,1,4.9837,63.18,128.53,2.345,4.9549,1.9458,2.6503,91.66,0.5092,1622.73,2.0315,9.3258,1.35,10.3508,3730,2.6096,779.48,3187.1001,749.56,1.327,113.07,237.72,47.507,96.883,7.584,14.9778,2.429,1.8846,35.307,6464.1001,10.7798,25.126,52.939,5.4717,68.763,1541.35,12947.7002,153.66,117.578,0.9444,104.4,5479.1001,0.3922,202.28,11381.7998,2032,154.51,12.8657,1.7388,11.07,14.5179,2541.1001,63.832,8.562,10.6495,345.6,44.04,187.197,12.8614,199.25,26.544,108.267,0.5206,1.332,4.1356,3.7662,107.601,6865.1001,4.9386,94.669,756.77,5.0824,22.486,3.0452,1880.1,19162.9004,11.631,61.088,12.8471,1.8688,8.1952,44.847,1757.78,10.7156,2768,31.492,1895.37,2.905,23387,642.957,642.957,116.86,,
2009-03-23,1.362,132.2,1.9491,26.808,7.4498,15.6466,0.9348,301.03,3.4131,0.6989,4.539,4.2435,10.863,,1.5326,8.5484,7.4411,45.0167,2.2614,1.9336,3.0836,1.666,9.266,10.5524,15536,1882.87,19.372,4.945,2.3841,64.984,2.0517,47.93,12.8232,1,4.9866,63.36,129.1,2.3823,5.0008,1.9458,2.6753,91.439,0.5098,1629.66,2.0345,9.3522,1.3557,10.2898,3742,2.6344,782.81,3166.7,749.77,1.333,113.55,238.73,47.915,97.009,7.596,15.0417,2.4317,1.8929,35.731,6491.6001,10.7237,25.186,53.165,5.5064,68.515,1548.08,13015.4004,146.96,118.113,0.9463,104.36,5486.8999,0.3925,203.14,11415.5996,2014.2,154.78,12.6827,1.7469,11.073,14.6892,2579.9099,63.83,8.5987,10.6951,354.1,43.56,187.591,12.6925,200.03,26.658,108.198,0.521,1.3377,4.1851,3.8606,108.95,6860.3999,4.9415,94.152,760.35,5.0919,22.452,3.0582,1888.1,19244.9004,11.68,61.35,12.6596,1.8688,8.3325,45.153,1748.26,10.8293,2790.3999,31.627,1903.48,2.905,23430,642.957,642.957,116.86,,
2009-03-24,1.3481,132.582,1.9481,27.021,7.4485,15.6466,0.9167,300.13,3.4131,0.6994,4.5287,4.245,10.9352,,1.5245,8.6034,7.4322,45.0998,2.2277,1.9275,3.0448,1.6556,9.2452,10.4469,15392,1875.91,19.194,4.9158,2.3919,64.934,2.037,47.739,12.7778,1,4.9805,63.05,128.71,2.3671,4.9961,1.9458,2.6582,91.464,0.5089,1619.26,2.023,9.2922,1.3471,10.2402,3725,2.6176,767.65,3143.2,747.95,1.324,107.61,237.21,47.643,96.927,7.587,14.9459,2.3761,1.886,35.231,6450.2998,10.7702,25.086,52.825,5.4706,67.886,1538.05,12918.5996,147.49,117.361,0.9439,104.23,5460.6001,0.3923,202.12,11339.7002,2034,154.63,12.6332,1.6951,11.071,14.5409,2566.1201,63.757,8.5436,10.6267,351.84,43.24,186.795,12.621,199.57,26.487,108.199,0.5203,1.3291,4.1482,3.7988,108.61,6836.7998,4.936,94.404,755.62,5.0416,22.288,3.0387,1880.1,19115.1992,11.606,60.956,12.6132,1.8691,8.1777,44.613,1757.41,10.7605,2776.3,31.628,1897.65,2.9076,23561,642.957,642.957,116.86,,
2009-03-25,1.3577,132.716,1.9487,27.371,7.4478,15.6466,0.9326,301.44,3.4126,0.6993,4.5614,4.228,10.94,,1.5228,8.8377,7.4422,45.3925,2.2566,1.9419,3.0307,1.6691,9.2263,10.5182,15487,1836.11,19.064,4.9083,2.3861,64.943,2.0469,47.722,12.8885,1,4.9697,62.76,128.8,2.3124,4.9856,1.9458,2.6364,91.36,0.5078,1612.86,2.0145,9.2766,1.343,10.2162,3746,2.5959,764.25,3119.7,747.98,1.32,108.6,236.47,47.461,95.157,7.58,14.8994,2.3918,1.8798,35.121,6545,10.7818,25.007,52.661,5.6464,68.456,1546.0699,12885,151.6,117.164,0.945,103.15,5441.5,0.3914,201.26,11308.2998,2030,154.29,12.669,1.6885,11.068,14.5225,2562.1499,61.516,8.5169,10.5935,346.69,43.8,186.211,12.655,199.02,26.405,107.767,0.5186,1.325,4.1568,3.7881,108.65,6781.7002,4.9216,94.659,752.99,5.0793,21.898,3.0591,1872.9,19055.5,11.573,62.385,12.6488,1.8645,8.1522,44.716,1751.9301,10.7271,2771,32.001,1891.73,2.9019,23574,642.957,642.957,116.86,,
2009-03-26,1.3531,133.534,1.9487,27.072,7.4469,15.6466,0.9352,301.28,3.413,0.6993,4.5537,4.1863,10.8376,,1.5247,8.7948,7.4441,45.0772,2.2397,1.9264,3.0281,1.6637,9.2304,10.4833,15565,1804.9301,19.112,4.9032,2.3402,64.875,2.0395,47.591,12.6446,1,4.9707,63.27,128.74,2.3312,5.0024,1.9458,2.6578,92.102,0.508,1625.9301,2.0272,9.3589,1.3537,10.2429,3753,2.617,769.76,3236.1001,754.05,1.331,109.37,238.38,47.845,98.252,7.576,15.0198,2.3841,1.897,35.407,6597.7998,10.8829,25.21,53.088,5.6534,68.107,1558.62,12987.5996,153.17,118.18,0.9439,103.19,5477.5,0.391,203.02,11399,2032,154.42,12.6276,1.7083,11.072,14.6745,2562.54,60.848,8.5861,10.6795,349.5,43.31,187.725,12.593,199.06,26.592,108.782,0.5187,1.3357,4.1872,3.8413,107.855,6802.7998,4.9198,94.699,759.58,5.0581,21.961,3.0838,1885.4,19210.0996,11.667,62.893,12.6076,1.8603,8.2183,44.998,1779.73,10.8136,2900.8999,32.261,1907.0699,2.902,23838,642.957,642.957,116.86,,
2009-03-27,1.3292,130.05,1.9482,27.319,7.4508,15.6466,0.928,303.05,3.4114,0.6991,4.665,4.1954,10.8599,,1.5205,8.804,7.4439,44.6819,2.2184,1.9118,3.0232,1.6476,9.0539,10.2988,15225,1785.0601,18.884,4.7965,2.3222,63.689,2.0128,46.9,12.7218,1,4.8748,62,128.47,2.2807,4.928,1.9458,2.6004,89.065,0.4978,1589.53,1.9917,9.1496,1.3249,10.1724,3673,2.5604,752.48,3168.3999,743.76,1.302,107.15,233.24,46.581,97.573,7.429,14.6967,2.3303,1.8536,34.641,6456,10.608,24.665,51.941,5.6057,66.896,1524.9301,12715.5996,160.87,115.636,0.9234,101.36,5359.2998,0.3836,198.92,11153.2998,1991,152.63,12.5771,1.6714,11.03,14.3637,2540.45,60.688,8.4005,10.4488,342.28,42.44,183.66,12.57,194.78,26.017,107.618,0.5092,1.3069,4.0847,3.708,106.87,6655.7998,4.828,94.422,743.05,4.9687,21.51,3.0174,1844.6,18795.3008,11.415,61.53,12.5478,1.8537,8.0409,43.975,1741.36,10.5814,2853,31.564,1865.9,2.848,23294,642.957,642.957,116.86,,
2009-03-28,1.3292,130.05,1.9482,27.319,7.4508,15.6466,0.928,303.05,3.4114,0.6991,4.665,4.1954,10.8599,,1.5205,8.804,7.4439,44.6819,2.2184,1.9118,3.0232,1.6476,9.0539,10.2988,15225,1785.0601,18.884,4.7965,2.3222,63.689,2.0128,46.9,12.7218,1,4.8748,62,128.47,2.2807,4.928,1.9458,2.6004,89.065,0.4978,1589.53,1.9917,9.1496,1.3249,10.1724,3673,2.5604,752.48,3168.3999,743.76,1.302,107.15,233.24,46.581,97.573,7.429,14.6967,2.3303,1.8536,34.641,6456,10.608,24.665,51.941,5.6057,66.896,1524.9301,12715.5996,160.87,115.636,0.9234,101.36,5359.2998,0.3836,198.92,11153.2998,1991,152.63,12.5771,1.6714,11.03,14.3637,2540.45,60.688,8.4005,10.4488,342.28,42.44,183.66,12.57,194.78,26.017,107.618,0.5092,1.3069,4.0847,3.708,106.87,6655.7998,4.828,94.422,743.05,4.9687,21.51,3.0174,1844.6,18795.3008,11.415,61.53,12.5478,1.8537,8.0409,43.975,1741.36,10.5814,2853,31.564,1865.9,2.848,23294,642.957,642.957,116.86,,
