date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,CAD,CNY,HKD,IDR,KRW,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BRL,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GMD,GNF,GTQ,HNL,HTG,ILS,INR,IQD,IRR,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,MXN,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RWF,SAR,SCR,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VND,XAF,XOF,XPF,RSD,SDG,GHS
2007-04-02,1.337,157.44,1.9362,0.581,27.938,7.4502,15.6466,0.6757,247.34,3.4144,0.7048,0.4293,3.8547,3.208,9.3792,,33.286,1.624,86.273,8.1547,7.4017,34.717,1.8482,1.6364,1.546,10.316,10.4471,12185,1237.5,4.6246,1.8469,64.308,2.0323,43.17,9.6792,1,4.8041,63.47,119.46,2.2506,4.1414,1.9362,2.5477,88.879,0.4835,1331.11,1.997,10.2777,2.7319,1.3286,8.1176,2755,2.521,690.73,2811.8,667.88,1.286,105.18,224.75,41.605,91.517,7.2737,11.4194,2.0866,35.044,7863.2998,9.8637,24.235,46.948,5.5541,57.723,1618.8199,11847.2002,86.95,0.9314,87.352,5120.7998,0.3856,1.0502,157.79,12374.7002,1938.7,139.608,9.5361,1.6348,10.732,16.0744,2497.6399,58.639,8.2242,10.2925,347.93,41.905,180.524,14.443,9.521,163.86,23.442,88.821,0.5127,1.2906,4.0704,3.8007,81.141,6484.6001,4.661,699.84,5.0119,8.155,1642.3,8536.2998,11.189,66.729,9.3661,1.6766,8.1282,42.712,1597.08,6.4612,2316.3,30.553,1614.53,20552,629.957,629.957,114.56,77.36,2.5378,
2007-04-03,1.3325,158.34,1.936,0.5812,27.945,7.4531,15.6466,0.675,245.06,3.4502,0.7047,0.4293,3.84,3.2025,9.3601,,33.267,1.6293,86.66,8.1704,7.4178,34.619,1.81,1.6408,1.5431,10.3112,10.4086,11649.7998,1237.7,4.6217,1.8499,64.102,2.0229,43.401,9.5517,1,4.8066,63.52,118.91,2.2785,4.1382,1.9361,2.5491,88.927,0.4838,1331.8,1.9986,10.2833,2.7114,1.3293,8.0855,2756,2.5224,691.11,2788.3999,668.3,1.286,105.24,224.86,41.628,90.594,7.2715,11.4267,2.0692,35.063,7867.5,9.8591,24.248,46.974,5.5348,57.305,1618.37,11852.2998,86.998,0.9326,87.333,5127.6001,0.3856,1.0507,158.13,12381.5,1934.4,139.229,9.5412,1.6357,10.734,16.0832,2490.99,58.451,8.2287,10.2982,348.12,41.928,180.689,14.389,9.4725,164.24,23.457,88.869,0.5125,1.2913,4.074,3.7993,77.924,6488.2002,4.6633,700.88,4.9933,8.158,1643.3,8542.4004,11.195,66.766,9.3265,1.6781,8.1059,42.758,1615.98,6.4794,2319.5,30.67,1616.8199,20563,629.957,629.957,114.56,77.87,2.5381,
2007-04-04,1.3374,158.81,1.9359,0.5812,27.91,7.4542,15.6466,0.6765,245.27,3.4127,0.7044,0.4293,3.8404,3.1947,9.2935,,33.474,1.6306,86.894,8.1777,7.4165,34.72,1.7879,1.6325,1.5492,10.3161,10.4512,11667.5996,1233.9,4.6181,1.8536,63.907,2.0242,43.046,9.5555,1,4.8016,63.43,118.87,2.2358,4.1408,1.9317,2.5462,88.837,0.4832,1330.24,1.9917,10.2713,2.7124,1.3278,8.071,2753,2.5195,687.49,2761.1001,667.47,1.285,105.12,224.61,41.579,90.528,7.2665,11.4134,2.0838,35.022,7858.5,9.8309,24.22,46.919,5.5228,57.246,1616.47,11839.7998,86.896,0.9298,88.031,5117.6001,0.3855,1.0495,157.79,12367,1932.1,139.254,9.3968,1.6338,10.729,16.0043,2490.0801,58.422,8.2191,10.2861,347.72,41.879,180.531,14.356,9.41,164.05,23.434,88.765,0.5127,1.2898,4.0692,3.7715,77.913,6413.7998,4.658,700.54,5.0108,8.161,1641.3,8530.9004,11.182,66.687,9.2268,1.6772,8.0656,42.659,1613.4399,6.4745,2312.2,30.667,1614.95,20537,629.957,629.957,114.56,76.631,2.5395,
2007-04-05,1.3432,159.36,1.9358,0.5811,27.865,7.4545,15.6466,0.6811,245.69,3.4131,0.7043,0.4293,3.8313,3.1927,9.2884,,33.427,1.6312,87.489,8.1541,7.397,34.8,1.7932,1.6382,1.5453,10.3535,10.4946,11662.5996,1237.6,4.6308,1.855,64.271,2.0302,43.235,9.5634,1,4.8085,63.66,118.9,2.2791,4.1577,1.937,2.5497,88.988,0.4839,1321.12,1.9945,10.2857,2.7225,1.3296,8.0461,2757,2.523,688.93,2771.2,668.38,1.287,105.53,225.33,41.704,90.608,7.2767,11.4294,2.0821,35.071,7869.2998,9.8447,24.254,46.985,5.5267,57.337,1619.66,11854.4004,87.018,0.9362,88.089,5128.7998,0.3874,1.051,158.01,12376.2998,1940.9,139.315,9.383,1.6348,10.73,16.0669,2482.8799,58.525,8.2307,10.3006,348.21,41.51,180.819,14.415,9.368,164.19,23.469,88.89,0.5151,1.2916,4.0716,3.7618,77.982,6422.7998,4.6652,701.23,5.0336,8.204,1643.7,8688.7998,11.197,66.781,9.213,1.678,8.0732,42.718,1617.02,6.4596,2319.8999,30.711,1617.2,20571,629.957,629.957,114.56,76.618,2.5402,
2007-04-06,1.3402,159.78,1.9358,0.5811,27.893,7.4541,15.6466,0.6748,245.59,3.4522,0.7042,0.4293,3.8343,3.1927,9.2863,,33.427,1.6354,87.489,8.157,7.397,34.7914,1.7932,1.6352,1.5399,10.3535,10.4563,11662.5996,1237.6,4.6308,1.8561,64.271,2.0252,43.545,9.5113,1,4.8085,63.66,118.9,2.2791,4.1577,1.937,2.5497,88.988,0.4839,1321.12,1.9945,10.2857,2.7167,1.3296,8.0461,2757,2.523,688.93,2771.2,668.38,1.287,105.53,225.33,41.704,90.608,7.2767,11.4294,2.0821,35.071,7869.2998,9.8447,24.254,46.985,5.5239,57.211,1619.66,11854.4004,87.018,0.9362,88.089,5128.7998,0.3715,1.051,158.01,12376.2998,1940.9,139.315,9.383,1.6348,10.73,16.0669,2482.8799,58.525,8.2307,10.3006,348.21,41.51,180.819,14.415,9.368,164.19,23.469,88.89,0.5151,1.2916,4.0716,3.7618,77.982,6422.7998,4.6652,701.23,5.0293,8.204,1643.7,8688.7998,11.197,66.781,9.213,1.678,8.0732,42.718,1617.02,6.4596,2319.8999,30.711,1617.2,20571,629.957,629.957,114.56,76.618,2.5402,
2007-04-07,1.3402,159.78,1.9358,0.5811,27.893,7.4541,15.6466,0.6748,245.59,3.4522,0.7042,0.4293,3.8343,3.1927,9.2863,,33.427,1.6354,87.489,8.157,7.397,34.7914,1.7932,1.6352,1.5399,10.3535,10.4563,11662.5996,1237.6,4.6308,1.8561,64.271,2.0252,43.545,9.5113,1,4.8085,63.66,118.9,2.2791,4.1577,1.937,2.5497,88.988,0.4839,1321.12,1.9945,10.2857,2.7167,1.3296,8.0461,2757,2.523,688.93,2771.2,668.38,1.287,105.53,225.33,41.704,90.608,7.2767,11.4294,2.0821,35.071,7869.2998,9.8447,24.254,46.985,5.5239,57.211,1619.66,11854.4004,87.018,0.9362,88.089,5128.7998,0.3715,1.051,158.01,12376.2998,1940.9,139.315,9.383,1.6348,10.73,16.0669,2482.8799,58.525,8.2307,10.3006,348.21,41.51,180.819,14.415,9.368,164.19,23.469,88.89,0.5151,1.2916,4.0716,3.7618,77.982,6422.7998,4.6652,701.23,5.0293,8.204,1643.7,8688.7998,11.197,66.781,9.213,1.678,8.0732,42.718,1617.02,6.4596,2319.8999,30.711,1617.2,20571,629.957,629.957,114.56,76.618,2.5402,
2007-04-08,1.3402,159.78,1.9358,0.5811,27.893,7.4541,15.6466,0.6748,245.59,3.4522,0.7042,0.4293,3.8343,3.1927,9.2863,,33.427,1.6354,87.489,8.157,7.397,34.7914,1.7932,1.6352,1.5399,10.3535,10.4563,11662.5996,1237.6,4.6308,1.8561,64.271,2.0252,43.545,9.5113,1,4.8085,63.66,118.9,2.2791,4.1577,1.937,2.5497,88.988,0.4839,1321.12,1.9945,10.2857,2.7167,1.3296,8.0461,2757,2.523,688.93,2771.2,668.38,1.287,105.53,225.33,41.704,90.608,7.2767,11.4294,2.0821,35.071,7869.2998,9.8447,24.254,46.985,5.5239,57.211,1619.66,11854.4004,87.018,0.9362,88.089,5128.7998,0.3715,1.051,158.01,12376.2998,1940.9,139.315,9.383,1.6348,10.73,16.0669,2482.8799,58.525,8.2307,10.3006,348.21,41.51,180.819,14.415,9.368,164.19,23.469,88.89,0.5151,1.2916,4.0716,3.7618,77.982,6422.7998,4.6652,701.23,5.0293,8.204,1643.7,8688.7998,11.197,66.781,9.213,1.678,8.0732,42.718,1617.02,6.4596,2319.8999,30.711,1617.2,20571,629.957,629.957,114.56,76.618,2.5402,
2007-04-09,1.3355,159.22,1.9358,0.5811,27.865,7.4545,15.6466,0.6806,245.3,3.4131,0.7044,0.4293,3.8312,3.1927,9.2751,,33.427,1.6383,87.489,8.1545,7.397,34.703,1.7932,1.6357,1.5388,10.3535,10.4377,11662.5996,1237.6,4.6308,1.8549,64.271,2.0204,43.19,9.4981,1,4.8085,63.66,118.9,2.2791,4.1577,1.937,2.5497,88.988,0.4839,1321.12,1.9945,10.2857,2.708,1.3296,8.0461,2757,2.523,688.93,2771.2,668.38,1.287,105.53,225.33,41.704,90.608,7.2767,11.4294,2.0821,35.071,7869.2998,9.8447,24.254,46.985,5.4984,57.253,1619.66,11854.4004,87.018,0.9362,88.089,5128.7998,0.3715,1.051,158.01,12376.2998,1940.9,139.315,9.383,1.6348,10.73,16.0669,2482.8799,58.525,8.2307,10.3006,348.21,41.51,180.819,14.415,9.368,164.19,23.469,88.89,0.5151,1.2916,4.0716,3.7618,77.982,6422.7998,4.6652,701.23,5.0043,8.204,1643.7,8688.7998,11.197,66.781,9.213,1.678,8.0732,42.718,1617.02,6.4596,2319.8999,30.711,1617.2,20571,629.957,629.957,114.56,76.618,2.5402,
2007-04-10,1.3432,159.97,1.9358,0.5811,27.908,7.4564,15.6466,0.681,244.87,3.413,0.6956,0.4293,3.8309,3.2015,9.2538,,33.474,1.6352,87.793,8.0904,7.3805,34.798,1.805,1.6248,1.5404,10.3718,10.4913,11709.5,1238.5,4.6299,1.8415,63.995,2.0366,43.866,9.5946,1,4.8265,63.92,119.82,2.2882,4.1539,1.9362,2.56,89.3,0.4858,1332.9399,2.0075,10.3269,2.7227,1.3347,8.0987,2768,2.5331,688.01,2768.1001,670.99,1.292,106.36,225.83,41.804,90.854,7.3144,11.0309,2.0841,35.213,7900.2002,9.8843,24.351,46.838,5.5341,57.198,1626.21,11906.7002,87.501,0.9353,87.975,5149.3999,0.3875,1.0552,157.81,12420.5996,1942.6,140.303,9.4199,1.64,10.739,16.091,2476.0601,58.695,8.2637,10.3418,349.6,41.636,181.57,14.459,9.413,164.87,23.579,90.858,0.5152,1.2967,4.0886,3.7978,78.375,6448.7998,4.6834,702.72,5.0329,8.206,1649.3,8700,11.243,67.05,9.2432,1.683,8.0865,42.901,1621.45,6.4828,2327.6001,30.834,1625.4,20661,629.957,629.957,114.56,76.603,2.54,
2007-04-11,1.344,160.28,1.9358,0.5811,27.992,7.4567,15.6466,0.6798,245,3.4132,0.6959,0.4293,3.8265,3.2017,9.261,,33.397,1.6394,87.072,8.089,7.4159,34.801,1.796,1.6271,1.5316,10.3617,10.4971,11694.2998,1237.7,4.6336,1.8435,64.214,2.0392,43.45,9.5848,1,4.8285,63.97,120.28,2.2892,4.1494,1.9353,2.5611,89.327,0.486,1333.51,2.007,10.3313,2.7233,1.3353,8.0609,2769,2.5342,687.23,2767.2,672.54,1.292,106.41,225.93,41.822,90.749,7.3032,11.2276,2.0639,35.228,7903.5,9.8818,24.362,46.522,5.5032,57.259,1626.91,11909.0996,87.538,0.9356,87.811,5152.8999,0.3877,1.0556,157.2,12412.4004,1949.5,141.007,9.4238,1.642,10.741,16.0979,2471.75,58.735,8.2672,10.3462,349.75,41.653,181.663,14.455,9.3845,164.81,23.593,87.273,0.5153,1.2973,4.0904,3.7878,78.442,6451.5,4.6854,703.02,5.0357,8.21,1651.4,17147.1992,11.247,67.079,9.2585,1.6849,8.106,42.924,1630.87,6.4782,2321.2,30.915,1626.09,20677,629.957,629.957,114.56,76.602,2.5502,
2007-04-12,1.3491,160.54,1.9362,0.5811,27.935,7.4565,15.6466,0.681,245.51,3.4128,0.696,0.4293,3.8313,3.1998,9.27,,33.428,1.6406,86.726,8.0877,7.3953,34.856,1.81,1.6227,1.5302,10.3974,10.5409,11757.2998,1239.5,4.6451,1.8337,64.268,2.0483,43.629,9.6407,1,4.8406,64.11,120.41,2.2951,4.1547,1.9401,2.5676,89.567,0.4873,1338.05,2.0115,10.3577,2.7434,1.3386,8.1539,2776,2.5407,686.98,2766.2,672.94,1.296,106.68,226.51,41.929,90.927,7.3229,11.2563,2.0801,35.318,7923.2998,9.897,24.424,46.642,5.478,57.393,1631.11,11939.5996,87.762,0.9386,87.93,5164.7002,0.3893,1.0584,157.39,12449.5996,1953.8,141.232,9.4474,1.6463,10.747,16.1424,2458.5601,58.64,8.2884,10.3726,350.64,41.759,182.17,14.532,9.485,165.36,23.656,87.497,0.5174,1.3006,4.1009,3.7652,78.502,6414.2998,4.6979,704.99,5.0548,8.237,1654.6,17190.5996,11.276,67.251,9.2668,1.688,8.1636,43.051,1633.67,6.4825,2326.2,30.96,1630.22,20722,629.957,629.957,114.56,77.87,2.5514,
2007-04-13,1.3521,161.2,1.9356,0.5811,27.91,7.4543,15.6466,0.6812,244.83,3.4524,0.6945,0.4293,3.82,3.2047,9.2903,,33.497,1.6425,86.988,8.086,7.395,34.9023,1.8225,1.6236,1.5374,10.4186,10.5599,11815.5,1241.3,4.65,1.8313,64.558,2.0485,43.824,9.7257,1,4.8714,64.52,120.42,2.31,4.1747,1.9394,2.5844,90.145,0.4904,1350.6,2.0223,10.4248,2.7279,1.347,8.1801,2794,2.5437,690.5,2783.6001,677.38,1.304,106.16,227.96,42.133,91.368,7.3701,11.5847,2.0919,35.548,7973.7002,9.9614,24.583,46.945,5.4748,57.311,1641.79,12018.5996,88.332,0.9413,88.952,5196.7998,0.3899,1.0652,158.2,12530.4004,1961.1,142.148,9.5075,1.6574,10.756,16.2167,2440.01,58.79,8.3424,10.4399,352.92,42.029,183.427,14.606,9.585,166.31,23.812,88.069,0.5184,1.309,4.1276,3.834,78.978,6463,4.7284,709.8,5.0707,8.254,1666,17324.8008,11.35,67.69,9.3219,1.6939,8.2023,43.321,1650.64,6.5067,2342.5,31.162,1640.74,20873,629.957,629.957,114.56,77.863,2.5581,
2007-04-14,1.3521,161.2,1.9356,0.5811,27.91,7.4543,15.6466,0.6812,244.83,3.4524,0.6945,0.4293,3.82,3.2047,9.2903,,33.497,1.6425,86.988,8.086,7.395,34.9023,1.8225,1.6236,1.5374,10.4186,10.5599,11815.5,1241.3,4.65,1.8313,64.558,2.0485,43.824,9.7257,1,4.8714,64.52,120.42,2.31,4.1747,1.9394,2.5844,90.145,0.4904,1350.6,2.0223,10.4248,2.7279,1.347,8.1801,2794,2.5437,690.5,2783.6001,677.38,1.304,106.16,227.96,42.133,91.368,7.3701,11.5847,2.0919,35.548,7973.7002,9.9614,24.583,46.945,5.4748,57.311,1641.79,12018.5996,88.332,0.9413,88.952,5196.7998,0.3899,1.0652,158.2,12530.4004,1961.1,142.148,9.5075,1.6574,10.756,16.2167,2440.01,58.79,8.3424,10.4399,352.92,42.029,183.427,14.606,9.585,166.31,23.812,88.069,0.5184,1.309,4.1276,3.834,78.978,6463,4.7284,709.8,5.0707,8.254,1666,17324.8008,11.35,67.69,9.3219,1.6939,8.2023,43.321,1650.64,6.5067,2342.5,31.162,1640.74,20873,629.957,629.957,114.56,77.863,2.5581,
2007-04-15,1.3521,161.2,1.9356,0.5811,27.91,7.4543,15.6466,0.6812,244.83,3.4524,0.6945,0.4293,3.82,3.2047,9.2903,,33.497,1.6425,86.988,8.086,7.395,34.9023,1.8225,1.6236,1.5374,10.4186,10.5599,11815.5,1241.3,4.65,1.8313,64.558,2.0485,43.824,9.7257,1,4.8714,64.52,120.42,2.31,4.1747,1.9394,2.5844,90.145,0.4904,1350.6,2.0223,10.4248,2.7279,1.347,8.1801,2794,2.5437,690.5,2783.6001,677.38,1.304,106.16,227.96,42.133,91.368,7.3701,11.5847,2.0919,35.548,7973.7002,9.9614,24.583,46.945,5.4748,57.311,1641.79,12018.5996,88.332,0.9413,88.952,5196.7998,0.3899,1.0652,158.2,12530.4004,1961.1,142.148,9.5075,1.6574,10.756,16.2167,2440.01,58.79,8.3424,10.4399,352.92,42.029,183.427,14.606,9.585,166.31,23.812,88.069,0.5184,1.309,4.1276,3.834,78.978,6463,4.7284,709.8,5.0707,8.254,1666,17324.8008,11.35,67.69,9.3219,1.6939,8.2023,43.321,1650.64,6.5067,2342.5,31.162,1640.74,20873,629.957,629.957,114.56,77.863,2.5581,
2007-04-16,1.3529,161.99,1.9361,0.5812,27.924,7.4539,15.6466,0.68,244.96,3.4145,0.6932,0.4293,3.8116,3.1945,9.2148,,33.36,1.6432,86.51,8.0808,7.3928,34.908,1.7975,1.6255,1.5314,10.4516,10.5683,11827.2002,1246.8,4.6607,1.8296,64.518,2.0475,44.135,9.6048,1,4.8786,64.58,120.51,2.2861,4.1772,1.9373,2.5879,90.309,0.4911,1351.54,2.021,10.4392,2.744,1.3488,8.1185,2798,2.5608,690.92,2762.6001,678.35,1.306,106.31,228.3,42.123,91.416,7.381,11.6007,2.0793,35.598,7984.5,9.9745,24.617,47.01,5.4791,56.512,1644.08,12014.9004,88.454,0.9449,88.832,5202.7002,0.3909,1.0667,158.09,12547.7002,1969.2,143.124,9.4797,1.6593,10.758,16.2391,2435.25,58.619,8.3539,10.4543,353.41,42.087,183.791,14.574,9.48,166.74,23.856,88.191,0.5196,1.3108,4.132,3.8357,79.047,6485.5,4.7344,710.78,5.0698,8.279,1668.4,17348.4004,11.366,67.784,9.3097,1.6923,8.2345,43.461,1655.96,6.5428,2337.8,31.206,1643,20902,629.957,629.957,114.56,77.925,2.5749,
2007-04-17,1.3572,161.42,1.9359,0.5813,27.899,7.4529,15.6466,0.6761,245.26,3.4128,0.6938,0.4293,3.8017,3.187,9.1888,,33.436,1.6404,86.361,8.081,7.3943,34.958,1.799,1.622,1.535,10.4717,10.6004,11807.2002,1248.1,4.6589,1.8166,64.282,2.0526,44.095,9.5512,1,4.8733,64.6,120.49,2.3107,4.1791,1.936,2.5851,90.413,0.4906,1353.58,2.019,10.4276,2.7537,1.3473,8.1354,2795,2.5444,688.39,2766,677.6,1.304,105.71,228.02,41.805,91.261,7.363,11.5885,2.0749,35.558,4745.7998,9.9472,24.589,46.958,5.5223,56.8,1642.24,12019.0996,88.355,0.9475,88.637,5199.6001,0.3913,1.0655,158.29,12533.7998,1967.7,143.27,9.4626,1.6574,10.755,16.2413,2416.29,58.731,8.3446,10.4427,353.02,42.041,183.643,14.603,9.47,166.42,23.832,88.092,0.5202,1.3093,4.126,3.8875,79.006,6498.6001,4.7291,710.31,5.0858,8.284,1667.8,17512.1992,11.353,67.708,9.2723,1.6908,8.1719,43.415,1662.9301,6.5267,2334.6001,31.171,1642.36,20869,629.957,629.957,114.56,78.204,2.5785,
2007-04-18,1.3614,161.26,1.9358,0.5813,27.946,7.4524,15.6466,0.6775,246.2,3.4123,0.7003,0.4293,3.8016,3.1907,9.2039,,33.458,1.638,86.355,8.1013,7.416,35.013,1.796,1.6223,1.5342,10.4619,10.6307,11844.5,1247,4.6515,1.8193,64.294,2.0569,43.48,9.5511,1,4.8959,64.87,120.44,2.2942,4.1788,1.9448,2.5971,90.837,0.4929,1363.39,2.025,10.476,2.7667,1.3534,8.1572,2808,2.5699,689.01,2784.3,680.68,1.31,106.21,229.08,41.999,91.653,7.3954,11.6423,2.1545,35.724,4770.3999,9.9826,24.704,47.177,5.5263,56.958,1649,12076.4004,88.766,0.9471,89.052,5223.7002,0.3918,1.0705,159.21,12592,1970.7,143.934,9.4173,1.6651,10.765,16.3066,2414.6101,58.727,8.3834,10.4911,354.65,42.235,184.585,14.658,9.433,167.22,23.947,88.504,0.5204,1.3154,4.1432,3.8493,79.346,6529,4.751,713.59,5.1007,8.294,1674.6,17599.5,11.406,68.024,9.2473,1.6962,8.2154,43.612,1673.3199,6.5558,2341.6001,31.316,1649.9399,20975,629.957,629.957,114.56,78.539,2.5755,
2007-04-19,1.3624,161.09,1.936,0.5813,27.957,7.4519,15.6466,0.6799,245.84,3.4501,0.6995,0.4293,3.8099,3.1969,9.1993,,33.566,1.6412,86.396,8.1106,7.4159,35.04,1.807,1.6294,1.538,10.4791,10.6427,11871.2002,1261.9301,4.6615,1.8268,64.487,2.0585,43.785,9.5756,1,4.8913,64.83,120.41,2.3192,4.1965,1.9356,2.5946,90.866,0.4924,1366.84,2.0235,10.466,2.763,1.3521,8.1443,2805,2.5538,689.98,2790.7,680.1,1.309,105.77,228.86,41.823,91.253,7.3937,11.6312,2.0921,35.689,4810.7002,9.9567,24.68,47.131,5.5455,57.32,1647.42,12064.9004,88.681,0.9489,88.898,5218.7002,0.3926,1.0695,158.2,12580,1968.8,144.273,9.5444,1.6527,10.764,16.3012,2414.3401,58.86,8.3754,10.4811,354.32,41.753,184.574,14.676,9.485,166.96,23.927,88.419,0.5218,1.3141,4.1406,3.8777,79.257,6522.7002,4.7464,712.73,5.1059,8.312,1674.3,17508.0996,11.395,67.959,9.3744,1.6953,8.2121,43.538,1671.0601,6.5587,2339.5,31.286,1648.37,20947,629.957,629.957,114.56,77.864,2.5877,
2007-04-20,1.3589,161.39,1.9359,0.5817,28.017,7.4512,15.6466,0.6783,245.18,3.4524,0.7022,0.4293,3.781,3.1954,9.193,,33.456,1.6401,85.933,8.0934,7.3982,35.0039,1.786,1.6245,1.5251,10.4767,10.6239,11867.2002,1259.88,4.6511,1.8152,64.393,2.0537,44.105,9.5699,1,4.8963,64.89,120.15,2.2944,4.1964,1.9358,2.5973,90.959,0.4929,1368.25,2.025,10.4768,2.7477,1.3535,8.0757,2808,2.5565,689.47,2771.3,680.8,1.31,105.88,229.1,41.866,91.663,7.3989,11.6432,2.0827,35.726,4815.6001,9.967,24.706,47.18,5.5382,56.42,1649.13,12077.4004,88.773,0.9483,88.746,5224.1001,0.3923,1.0706,157.57,12593,1970.9,143.775,9.4044,1.6544,10.766,16.2568,2407.99,58.481,8.3841,10.4919,354.68,42.238,184.809,14.631,9.375,167.11,23.955,87.15,0.5216,1.3155,4.1435,3.8757,79.366,6536.2998,4.7514,713.66,5.1,8.307,1676.1,17526,11.407,68.029,9.2344,1.697,8.2334,43.591,1678.21,6.5637,2330.8999,31.183,1650.0699,20976,629.957,629.957,114.56,77.445,2.5851,
2007-04-21,1.3589,161.39,1.9359,0.5817,28.017,7.4512,15.6466,0.6783,245.18,3.4524,0.7022,0.4293,3.781,3.1954,9.193,,33.456,1.6401,85.933,8.0934,7.3982,35.0039,1.786,1.6245,1.5251,10.4767,10.6239,11867.2002,1259.88,4.6511,1.8152,64.393,2.0537,44.105,9.5699,1,4.8963,64.89,120.15,2.2944,4.1964,1.9358,2.5973,90.959,0.4929,1368.25,2.025,10.4768,2.7477,1.3535,8.0757,2808,2.5565,689.47,2771.3,680.8,1.31,105.88,229.1,41.866,91.663,7.3989,11.6432,2.0827,35.726,4815.6001,9.967,24.706,47.18,5.5382,56.42,1649.13,12077.4004,88.773,0.9483,88.746,5224.1001,0.3923,1.0706,157.57,12593,1970.9,143.775,9.4044,1.6544,10.766,16.2568,2407.99,58.481,8.3841,10.4919,354.68,42.238,184.809,14.631,9.375,167.11,23.955,87.15,0.5216,1.3155,4.1435,3.8757,79.366,6536.2998,4.7514,713.66,5.1,8.307,1676.1,17526,11.407,68.029,9.2344,1.697,8.2334,43.591,1678.21,6.5637,2330.8999,31.183,1650.0699,20976,629.957,629.957,114.56,77.445,2.5851,
2007-04-22,1.3589,161.39,1.9359,0.5817,28.017,7.4512,15.6466,0.6783,245.18,3.4524,0.7022,0.4293,3.781,3.1954,9.193,,33.456,1.6401,85.933,8.0934,7.3982,35.0039,1.786,1.6245,1.5251,10.4767,10.6239,11867.2002,1259.88,4.6511,1.8152,64.393,2.0537,44.105,9.5699,1,4.8963,64.89,120.15,2.2944,4.1964,1.9358,2.5973,90.959,0.4929,1368.25,2.025,10.4768,2.7477,1.3535,8.0757,2808,2.5565,689.47,2771.3,680.8,1.31,105.88,229.1,41.866,91.663,7.3989,11.6432,2.0827,35.726,4815.6001,9.967,24.706,47.18,5.5382,56.42,1649.13,12077.4004,88.773,0.9483,88.746,5224.1001,0.3923,1.0706,157.57,12593,1970.9,143.775,9.4044,1.6544,10.766,16.2568,2407.99,58.481,8.3841,10.4919,354.68,42.238,184.809,14.631,9.375,167.11,23.955,87.15,0.5216,1.3155,4.1435,3.8757,79.366,6536.2998,4.7514,713.66,5.1,8.307,1676.1,17526,11.407,68.029,9.2344,1.697,8.2334,43.591,1678.21,6.5637,2330.8999,31.183,1650.0699,20976,629.957,629.957,114.56,77.445,2.5851,
2007-04-23,1.3584,161.04,1.9359,0.5817,28.001,7.4519,15.6466,0.6787,245.15,3.4131,0.6983,0.4293,3.7792,3.1993,9.1922,,33.533,1.642,85.572,8.1028,7.3944,34.97,1.778,1.6301,1.5236,10.4667,10.6128,12330,1256.39,4.6452,1.8211,64.37,2.0532,43.721,9.5958,1,4.8788,64.65,120.05,2.2857,4.1862,1.9319,2.5874,90.651,0.491,1364.01,2.0218,10.4372,2.7415,1.3485,8.0811,2798,2.5603,686.86,2745.8,679.79,1.306,105.2,228.26,41.979,92.425,7.366,11.6001,2.066,35.591,4790.7998,9.9292,24.612,47.001,5.4955,56.46,1642.84,12045.2002,88.437,0.9466,88.421,5205.7002,0.3914,1.0665,157.15,12531.7998,1969.5,143.402,9.3695,1.6484,10.766,16.1953,2409.03,58.235,8.3523,10.4523,353.34,41.266,184.219,14.582,9.36,166.44,23.874,86.141,0.5206,1.3105,4.1285,3.8718,82.276,6511.3999,4.7342,710.5,5.0903,8.286,1669.4,17460.4004,11.363,67.771,9.1995,1.6929,8.1888,43.463,1672.58,6.5429,2335.3,31.064,1643.86,20892,629.957,629.957,114.56,77.706,2.5879,
