date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ZMW
2019-02-24,1.1343,125.54,1.9484,25.623,7.461,0.8695,317.129,4.3321,4.7555,10.6198,1.1349,135.32,9.7808,7.413,74.472,6.0313,1.5952,4.268,1.4997,7.6085,8.897,15932,4.1031,80.641,1274.3,21.8686,4.6211,1.664,59.077,1.5347,35.372,15.896,1,4.1619,84.64,122.03,44.813,1.9458,2.2218,93.665,0.4244,2013.4,1.132,1.5305,7.6429,1.128,11.8,2.2378,727.27,3480.8999,677.02,1.105,110.27,197.56,56.665,133.97,19.861,32.007,2.3949,6.2345,10263.2002,8.5622,27.22,92.88,1324.3,150.76,0.7966,111.55,4447.8999,0.3433,0.9258,423.4,9493.4004,1707,200.23,15.538,1.5458,10.498,19.143,3945.2,61.107,1716.3,8.974,37.35,17.194,810.06,15.538,407.59,36.813,127.51,0.435,1.11,3.7624,3.744,158.43,6769.8999,3.9825,118,1005.4,4.247,14.511,53.997,616.6,9.691,15.568,3.4471,7.5552,33.976,2635.6001,30.383,4118.2002,36.463,9487.2998,,25945,655.96,655.96,119.26,13.502
2019-02-25,1.1342,125.632,1.9485,25.6338,7.461,0.868,317.605,4.3387,4.7572,10.5816,1.134,135.31,9.7503,7.422,74.1331,6.0318,1.5846,4.2466,1.4893,7.6056,8.9005,15709.0996,4.0909,80.492,1272.5,21.7076,4.5444,1.6519,58.83,1.5311,34.729,15.8257,1,4.0746,84.55,121.96,44.74,1.9458,2.2195,93.449,0.4145,2016.1,1.1308,1.5085,7.6349,1.1269,11.839,2.2355,724.17,3492,676.34,1.104,110.27,197.35,56.607,134.09,19.864,32.001,2.3707,6.0468,10252.7002,8.5533,27.195,91.847,1322.9,147.66,0.7963,111.45,4449.6001,0.3431,0.9248,423.3,9483.5,1670.1,200,15.655,1.5442,10.538,19.072,3941.2,61.097,1711.1,8.9664,37.925,17.188,823.53,15.655,408.59,36.764,127.28,0.4352,1.1088,3.6779,3.7401,156.83,6769.6001,3.9783,118.16,1004.6,4.2477,14.513,53.923,615.9,9.681,15.685,3.4452,7.5438,33.893,2603.2,30.335,4116.2002,36.46,9477.7002,,25917,655.96,655.96,119.26,13.471
2019-02-26,1.1368,126.206,1.9487,25.6281,7.461,0.8657,317.572,4.3379,4.7571,10.577,1.1365,135.68,9.7627,7.4293,74.531,6.0264,1.5842,4.26,1.4984,7.5895,8.917,15927,4.089,80.42,1269.4,21.7432,4.6113,1.6504,58.975,1.5327,35.489,15.712,1,4.1704,84.72,122.29,44.346,1.9458,2.2134,93.818,0.4253,2021,1.1335,1.5313,7.6531,1.1295,11.791,2.2408,723.18,3482.7,677.07,1.106,110.27,197.82,56.717,134.11,19.907,31.93,2.3982,6.183,10276.4004,8.5679,27.264,92.062,1326.1,146.71,0.7982,111.83,4459.6001,0.344,0.9271,424.63,9506.0996,1708,200.78,15.529,1.5481,10.554,19.168,3933.6001,61.164,1711.7,8.9876,37.18,17.203,810.62,15.529,408.41,36.85,127.04,0.4359,1.1115,3.7463,3.749,158.5,6797.6001,3.9879,118.07,1007,4.2556,14.518,54.068,617.5,9.704,15.559,3.4417,7.5611,33.925,2654,30.302,4125.8999,36.603,9499.5996,,25986,655.96,655.96,119.26,13.531
2019-02-27,1.1393,125.93,1.9481,25.6161,7.461,0.8593,316.466,4.3221,4.7558,10.5683,1.1389,135.71,9.749,7.4247,74.82,6.0388,1.5834,4.267,1.4993,7.6232,8.941,15905,4.1075,80.835,1269.1,21.857,4.6175,1.652,59.045,1.535,35.62,15.753,1,4.1821,84.72,122.39,44.289,1.9458,2.2247,93.814,0.4265,2020.9,1.1335,1.5353,7.6527,1.1294,11.79,2.2407,725.59,3478.6001,677.03,1.106,110.27,197.81,56.726,134.56,19.923,32.098,2.3908,6.1126,10277.0996,8.5676,27.268,92.75,1326,146.51,0.8005,112.13,4435.7002,0.3449,0.9271,426.32,9504.5,1674,200.89,15.529,1.5461,10.564,19.207,3953.1001,61.269,1705.9,8.9882,37.29,17.267,812.84,15.529,407.54,36.849,127.22,0.4372,1.1115,3.7605,3.7488,157.52,6788.7002,3.9877,118.03,1007.1,4.2676,14.887,54.065,617.4,9.704,15.559,3.4468,7.561,33.957,2661,30.387,4132.5,36.533,9514.5996,,25966,655.96,655.96,119.26,13.559
2019-02-28,1.138,126.156,1.9484,25.6278,7.4605,0.8544,315.866,4.3128,4.735,10.5431,1.1386,135.77,9.7232,7.4264,74.817,6.0418,1.5919,4.2391,1.4958,7.5997,8.9317,15953,4.1126,80.928,1269.7,21.8082,4.6205,1.6605,58.91,1.5338,35.765,15.8483,1,4.1774,84.96,123.36,44.111,1.9458,2.2198,94.088,0.426,2026.8,1.1367,1.5349,7.6753,1.1327,11.806,2.2473,725.17,3463.7,678.99,1.11,110.27,198.39,56.754,134.26,19.923,32.117,2.3987,6.155,10308,8.5927,27.35,92.79,1329.9,145.72,0.7996,112,4462.2002,0.3445,0.9298,426.3,9531.4004,1714,201.47,15.558,1.5501,10.577,19.28,3973.1001,61.136,1725.1,9.0146,37.19,17.239,812.62,15.558,409.57,36.956,128.35,0.4366,1.1147,3.7594,3.7598,157.37,6808.2002,3.9984,117.94,1010.1,4.2627,14.544,54.221,619.3,9.732,15.588,3.4294,7.5794,34.06,2654.7,30.418,4154.7998,36.628,9542,,26040,655.96,655.96,119.26,13.689
2019-03-01,1.1373,126.646,1.9483,25.6102,7.4607,0.8574,315.525,4.3015,4.7397,10.5063,1.1342,135.33,9.7326,7.428,74.95,6.0742,1.6013,4.2613,1.4972,7.6019,8.9271,16003,4.1209,80.467,1278.2,21.9198,4.6228,1.6672,58.93,1.537,35.841,15.9989,1,4.1742,85.11,123.26,44.492,1.9458,2.2352,93.954,0.4257,2030.8,1.1387,1.5357,7.6891,1.1347,11.871,2.2513,727.38,3455.6001,679.55,1.112,110.27,198.75,56.992,134.08,19.886,32.093,2.4036,6.0602,10326.2002,8.6081,27.401,94.009,1332.3,145.21,0.799,111.89,4479.2998,0.3439,0.9314,424.37,9548.5996,1715,202.03,15.714,1.5504,10.568,19.308,3987,61.141,1696.2,9.0306,37.35,17.255,813.05,15.714,408.86,37.062,127.08,0.4363,1.1167,3.7593,3.773,159.03,6840,4.0069,117.99,1012,4.2595,14.556,54.316,620.5,9.75,15.739,3.4453,7.6025,34.157,2669.7,30.386,4183.7998,36.705,9549.7002,,26087,655.96,655.96,119.26,13.679
2019-03-02,1.1373,126.646,1.9483,25.6102,7.4607,0.8574,315.525,4.3015,4.7397,10.5063,1.1342,135.33,9.7326,7.428,74.95,6.0742,1.6013,4.2613,1.4972,7.6019,8.9271,16003,4.1209,80.467,1278.2,21.9198,4.6228,1.6672,58.93,1.537,35.841,15.9989,1,4.1742,85.11,123.26,44.492,1.9458,2.2352,93.954,0.4257,2030.8,1.1387,1.5357,7.6891,1.1347,11.871,2.2513,727.38,3455.6001,679.55,1.112,110.27,198.75,56.992,134.08,19.886,32.093,2.4036,6.0602,10326.2002,8.6081,27.401,94.009,1332.3,145.21,0.799,111.89,4479.2998,0.3439,0.9314,424.37,9548.5996,1715,202.03,15.714,1.5504,10.568,19.308,3987,61.141,1696.2,9.0306,37.35,17.255,813.05,15.714,408.86,37.062,127.08,0.4363,1.1167,3.7593,3.773,159.03,6840,4.0069,117.99,1012,4.2595,14.556,54.316,620.5,9.75,15.739,3.4453,7.6025,34.157,2669.7,30.386,4183.7998,36.705,9549.7002,,26087,655.96,655.96,119.26,13.679
2019-03-03,1.1373,126.646,1.9483,25.6102,7.4607,0.8574,315.525,4.3015,4.7397,10.5063,1.1342,135.33,9.7326,7.428,74.95,6.0742,1.6013,4.2613,1.4972,7.6019,8.9271,16003,4.1209,80.467,1278.2,21.9198,4.6228,1.6672,58.93,1.537,35.841,15.9989,1,4.1742,85.11,123.26,44.492,1.9458,2.2352,93.954,0.4257,2030.8,1.1387,1.5357,7.6891,1.1347,11.871,2.2513,727.38,3455.6001,679.55,1.112,110.27,198.75,56.992,134.08,19.886,32.093,2.4036,6.0602,10326.2002,8.6081,27.401,94.009,1332.3,145.21,0.799,111.89,4479.2998,0.3439,0.9314,424.37,9548.5996,1715,202.03,15.714,1.5504,10.568,19.308,3987,61.141,1696.2,9.0306,37.35,17.255,813.05,15.714,408.86,37.062,127.08,0.4363,1.1167,3.7593,3.773,159.03,6840,4.0069,117.99,1012,4.2595,14.556,54.316,620.5,9.75,15.739,3.4453,7.6025,34.157,2669.7,30.386,4183.7998,36.705,9549.7002,,26087,655.96,655.96,119.26,13.679
2019-03-04,1.1376,127.31,1.9489,25.6101,7.4607,0.8592,315.556,4.3037,4.7409,10.5264,1.1359,135.54,9.7421,7.4241,74.8557,6.1089,1.6015,4.2906,1.511,7.6172,8.928,16040,4.1304,80.69,1281.3,21.927,4.6397,1.6672,58.883,1.5393,36.127,16.1354,1,4.1747,84.87,122.81,45.306,1.9458,2.2287,93.679,0.4254,2025.1,1.1354,1.5359,7.6665,1.1314,11.912,2.2447,730.93,3458,676.68,1.108,110.27,198.17,56.838,134.29,19.887,31.978,2.4047,6.2363,10294.7002,8.5772,27.323,93.578,1328.4,144.1,0.7978,111.82,4485,0.3442,0.9287,426.73,9521.5996,1714,201.13,15.839,1.5456,10.567,19.212,3978.8999,60.941,1700.4,9.0035,37.33,17.22,813.12,15.839,409.11,36.954,127.33,0.4363,1.1134,3.7567,3.762,157.12,6803,3.995,117.95,1009.6,4.2599,14.705,54.151,618.6,9.721,15.869,3.4237,7.5778,34.103,2662,30.255,4172.7998,36.609,9531.2998,,26015,655.96,655.96,119.26,13.588
2019-03-05,1.1337,126.719,1.9483,25.6094,7.4607,0.8602,315.347,4.2968,4.7349,10.5937,1.1325,136.13,9.8097,7.43,74.473,6.107,1.5981,4.2765,1.5087,7.5944,8.8966,16012,4.1006,80.314,1278.7,21.8722,4.6175,1.6614,58.533,1.5353,36.06,16.0945,1,4.1619,84.62,122.39,45.147,1.9458,2.2184,93.551,0.4244,2016.4,1.1303,1.5293,7.6482,1.1263,11.922,2.2344,736.12,3458.8999,673.01,1.103,110.27,197.26,56.67,134.01,19.838,31.72,2.398,6.2646,10248.5996,8.5378,27.199,93.203,1322.3,142.78,0.7966,111.58,4433.2002,0.3432,0.9244,423.78,9477.7998,1706,200.21,15.92,1.5415,10.563,19.097,3960.8,61.266,1701.8,8.9625,37.24,17.163,809.71,15.92,407.03,36.786,126.83,0.435,1.1083,3.747,3.7447,156.8,6765.1001,3.9764,117.92,1005.2,4.247,14.51,53.917,615.6,9.676,15.945,3.421,7.5452,33.951,2650.5,30.137,4144.7998,36.431,9479.2998,,25893,655.96,655.96,119.26,13.578
2019-03-06,1.1307,126.469,1.9479,25.6072,7.4606,0.8593,315.222,4.2997,4.7418,10.5188,1.1356,136.56,9.7963,7.4197,74.43,6.0871,1.5952,4.2646,1.5094,7.5736,8.8738,16012,4.0862,79.627,1272.9,21.7721,4.6101,1.6622,58.924,1.5325,35.884,16.0154,1,4.1504,84.68,122.19,45.033,1.9458,2.2072,93.556,0.4232,2016.5,1.1304,1.5256,7.6486,1.1264,11.956,2.2345,730.52,3458.3,671.58,1.103,110.27,197.27,56.707,133.72,19.715,31.734,2.3923,6.1519,10249.2002,8.5383,27.201,92.942,1322.3,142.05,0.7944,111.26,4435.7002,0.3421,0.9245,425.05,9480,1703,199.43,15.782,1.5411,10.557,19.055,3986.5,61.168,1699.6,8.9633,37.67,17.143,807.62,15.782,405.3,36.788,126.33,0.4338,1.1084,3.743,3.7449,156.55,6764.8999,3.9766,117.97,1005.4,4.2351,14.565,53.92,615.7,9.677,15.811,3.4283,7.5456,33.955,2644.2,29.942,4143.8999,36.444,9477.2998,,25893,655.96,655.96,119.26,13.579
2019-03-07,1.1314,126.281,1.9484,25.5801,7.4602,0.8583,315.178,4.2973,4.7417,10.509,1.1362,136.46,9.7957,7.4206,74.618,6.145,1.6081,4.34,1.5206,7.5822,8.8798,15995,4.0799,79.205,1274.5,21.9026,4.6239,1.6707,58.896,1.535,35.981,16.14,1,4.1524,84.44,122.17,46.07,1.9458,2.2009,93.288,0.4234,2011.2,1.1272,1.5282,7.6095,1.1232,11.921,2.2281,729.89,3453.3999,670.78,1.1,110.27,196.7,56.421,133.81,19.736,31.734,2.4079,6.2814,10220.0996,8.5137,27.077,92.501,1318.5,141.71,0.7948,111.32,4436,0.3422,0.9218,424.69,9452.5996,1705,198.24,15.834,1.5389,10.552,18.995,3976.3,61.056,1691.4,8.9379,37.69,17.142,809.03,15.834,406.13,36.683,125.15,0.434,1.1052,3.7432,3.7342,156.48,6735.2998,3.965,117.97,1002.6,4.2372,14.474,53.768,613.8,9.649,15.864,3.4094,7.5239,33.849,2646,29.602,4159.2998,36.34,9450.5,,25821,655.96,655.96,119.26,13.54
2019-03-08,1.1198,125.01,1.9485,25.61,7.4593,0.8554,315.926,4.3132,4.737,10.5849,1.1319,136.06,9.826,7.41,74.234,6.1115,1.594,4.3306,1.5054,7.5097,8.7895,15807,4.0672,78.439,1268.5,21.9071,4.5845,1.6545,58.463,1.5226,35.632,16.2376,1,4.1109,84.49,122.35,47.513,1.9458,2.2022,93.346,0.4192,2012.5,1.1279,1.5139,7.6143,1.1239,11.922,2.2295,734.27,3462.3999,671.76,1.101,110.27,196.82,56.399,133.29,19.483,31.72,2.3822,6.2853,10226.4004,8.5218,27.137,92.391,1319.4,140.61,0.7868,109.99,4434.7998,0.3394,0.9224,425.24,9458.5,1692,198.53,15.974,1.5419,10.512,18.976,3975.8999,60.867,1694.7,8.9435,37.3,17.051,801.43,15.974,405.24,36.706,124.78,0.4296,1.1059,3.7095,3.7365,156.76,6758.1001,3.9675,117.92,1003.6,4.1947,14.32,53.801,614.2,9.655,16.003,3.4104,7.5297,33.901,2643.6001,29.514,4141.5,36.351,9453.5,,25834,655.96,655.96,119.26,13.549
2019-03-09,1.1198,125.01,1.9485,25.61,7.4593,0.8554,315.926,4.3132,4.737,10.5849,1.1319,136.06,9.826,7.41,74.234,6.1115,1.594,4.3306,1.5054,7.5097,8.7895,15807,4.0672,78.439,1268.5,21.9071,4.5845,1.6545,58.463,1.5226,35.632,16.2376,1,4.1109,84.49,122.35,47.513,1.9458,2.2022,93.346,0.4192,2012.5,1.1279,1.5139,7.6143,1.1239,11.922,2.2295,734.27,3462.3999,671.76,1.101,110.27,196.82,56.399,133.29,19.483,31.72,2.3822,6.2853,10226.4004,8.5218,27.137,92.391,1319.4,140.61,0.7868,109.99,4434.7998,0.3394,0.9224,425.24,9458.5,1692,198.53,15.974,1.5419,10.512,18.976,3975.8999,60.867,1694.7,8.9435,37.3,17.051,801.43,15.974,405.24,36.706,124.78,0.4296,1.1059,3.7095,3.7365,156.76,6758.1001,3.9675,117.92,1003.6,4.1947,14.32,53.801,614.2,9.655,16.003,3.4104,7.5297,33.901,2643.6001,29.514,4141.5,36.351,9453.5,,25834,655.96,655.96,119.26,13.549
2019-03-10,1.1198,125.01,1.9485,25.61,7.4593,0.8554,315.926,4.3132,4.737,10.5849,1.1319,136.06,9.826,7.41,74.234,6.1115,1.594,4.3306,1.5054,7.5097,8.7895,15807,4.0672,78.439,1268.5,21.9071,4.5845,1.6545,58.463,1.5226,35.632,16.2376,1,4.1109,84.49,122.35,47.513,1.9458,2.2022,93.346,0.4192,2012.5,1.1279,1.5139,7.6143,1.1239,11.922,2.2295,734.27,3462.3999,671.76,1.101,110.27,196.82,56.399,133.29,19.483,31.72,2.3822,6.2853,10226.4004,8.5218,27.137,92.391,1319.4,140.61,0.7868,109.99,4434.7998,0.3394,0.9224,425.24,9458.5,1692,198.53,15.974,1.5419,10.512,18.976,3975.8999,60.867,1694.7,8.9435,37.3,17.051,801.43,15.974,405.24,36.706,124.78,0.4296,1.1059,3.7095,3.7365,156.76,6758.1001,3.9675,117.92,1003.6,4.1947,14.32,53.801,614.2,9.655,16.003,3.4104,7.5297,33.901,2643.6001,29.514,4141.5,36.351,9453.5,,25834,655.96,655.96,119.26,13.549
2019-03-11,1.1232,124.74,1.9458,25.6184,7.4601,0.8648,315.221,4.3008,4.7437,10.581,1.1321,136.06,9.8165,7.4143,74.4638,6.1013,1.5955,4.3194,1.5072,7.4905,8.8155,15819,4.0741,78.637,1273.4,21.8956,4.5081,1.6499,58.606,1.5261,35.629,16.1947,1,4.127,83.79,122.04,46.291,1.9458,2.1836,92.24,0.4206,1995.8,1.1185,1.5002,7.5497,1.1145,11.919,2.2106,736.02,3474.8999,668.05,1.092,110.27,195.16,55.983,133.89,19.559,31.792,2.3903,6.177,10142.7002,8.4441,26.906,92.808,1308.2,140.91,0.7894,109.92,4381,0.3407,0.9146,421.7,9378.2002,1651.5,196.75,16.063,1.5279,10.526,18.815,3936.3,61.092,1682.7,8.8679,37.88,17.043,814.59,16.063,402.77,36.398,123.73,0.4313,1.0965,3.63,3.705,155.13,6695.7002,3.9335,117.9,995.29,4.2112,14.38,53.341,608.8,9.573,16.093,3.389,7.4552,33.674,2575.5,29.291,4110.2002,36.079,9377.9004,,25619,655.96,655.96,119.26,13.436
2019-03-12,1.1259,125.358,1.9484,25.6389,7.4593,0.85,315.279,4.2989,4.7427,10.5474,1.1374,136.02,9.7398,7.41,74.159,6.117,1.5914,4.3183,1.508,7.5617,8.8374,16033,4.0634,78.508,1272.9,21.8317,4.5901,1.6469,58.992,1.5281,35.603,16.101,1,4.1322,84.2,122.08,46.443,1.9458,2.1948,92.807,0.4214,2001.3,1.1214,1.5163,7.5635,1.1173,11.891,2.2155,738.8,3518.3999,669.31,1.094,110.27,195.66,56.085,133.95,19.606,31.648,2.393,6.2291,10168.4004,8.4461,26.973,92.67,1311.6,140.62,0.7906,110.17,4407.8999,0.3411,0.917,423.32,9408,1691,197.33,15.949,1.53,10.535,18.901,3941.3999,61.174,1687,8.8908,37.88,17.034,802.71,15.949,404.01,36.49,123.87,0.4319,1.0994,3.7161,3.7144,156.92,6723.1001,3.9437,117.93,997.9,4.2188,14.376,53.489,610.4,9.599,15.976,3.398,7.4726,33.759,2623.8,29.304,4128.8999,36.452,9388,,25683,655.96,655.96,119.26,13.408
2019-03-13,1.1287,125.628,1.9483,25.6434,7.4589,0.8639,314.88,4.2981,4.7681,10.5715,1.1371,134.85,9.7463,7.415,74.054,6.1556,1.5977,4.2995,1.5078,7.5616,8.8596,16095,4.0719,78.509,1271.9,21.8306,4.6087,1.6468,59.465,1.5306,35.687,16.1951,1,4.1432,84.27,122.2,46.827,1.9458,2.1961,92.972,0.4225,2003.1,1.1224,1.5248,7.5706,1.1184,11.876,2.2176,738.47,3526.1001,669.35,1.095,110.27,195.84,56.273,134.15,19.619,31.751,2.3948,6.2348,10177.2002,8.4568,26.998,92.695,1312.8,140.99,0.7927,111.15,4427.5,0.342,0.9178,422.59,9415.7002,1700,197.66,15.889,1.538,10.556,18.957,3931,61.045,1686.9,8.8992,37.98,17.096,807.26,15.889,403.25,36.524,123.62,0.433,1.1004,3.7274,3.7179,157.92,6740.2998,3.9474,118,999.1,4.2278,14.417,53.538,611,9.607,15.916,3.388,7.4763,33.804,2640.5,29.444,4130.1001,36.627,9386,,25707,655.96,655.96,119.26,13.449
2019-03-14,1.1331,125.99,1.9485,25.643,7.4605,0.8528,314.263,4.299,4.7721,10.53,1.1367,134.26,9.703,7.4127,74.074,6.1965,1.5988,4.318,1.5061,7.5905,8.8913,16122,4.0675,78.732,1279.9,21.8591,4.6188,1.6513,59.513,1.5321,35.776,16.338,1,4.1599,84.61,122.45,46.732,1.9458,2.2039,93.291,0.4242,2011.9,1.1272,1.5262,7.6042,1.1232,11.915,2.2274,736.86,3508.5,669.44,1.1,110.27,196.71,56.457,134.45,19.715,31.892,2.4031,6.3607,10221.5996,8.4942,27.116,93.301,1318.6,140.74,0.7959,111.55,4444.2002,0.3435,0.9218,424.14,9457.5,1704,198.64,15.949,1.5407,10.574,19.076,3945.3,61.23,1697.1,8.9384,37.88,17.175,808.52,15.949,406.14,36.684,124.08,0.4348,1.1052,3.7145,3.7343,157.17,6758.7002,3.9651,118.07,1003.6,4.2448,14.48,53.77,613.8,9.649,15.979,3.396,7.5093,33.936,2645.1001,29.937,4151.8999,36.793,9426.7002,,25821,655.96,655.96,119.26,13.484
2019-03-15,1.1308,126.36,1.9484,25.6504,7.4611,0.8529,314.071,4.3018,4.759,10.5168,1.1347,133.1,9.6883,7.4193,74.041,6.182,1.5994,4.3405,1.5067,7.5924,8.8737,16112,4.0733,78.361,1283.8,21.8371,4.6193,1.6538,60.28,1.5323,35.903,16.419,1,4.1511,84.67,122.24,46.068,1.9458,2.1998,93.389,0.4233,2012.1,1.1272,1.5252,7.6264,1.1232,11.979,2.2273,744.71,3505,666.9,1.1,110.27,196.7,56.437,134.07,19.651,31.813,2.404,6.4735,10220.5,8.4938,27.114,92.48,1318.5,140.48,0.7942,111.31,4415.5,0.3428,0.9218,424.18,9457,1702,198.63,16.138,1.5413,10.566,19.07,3939.5,61.122,1708.3,8.9379,37.77,17.121,800.81,16.138,405.9,36.683,123.25,0.4339,1.1052,3.7202,3.7341,157.98,6769,3.9652,117.92,1003.6,4.2359,14.447,53.767,613.8,9.649,16.168,3.3837,7.5154,33.947,2643.5,30.074,4153.6001,36.814,9412.7002,,25819,655.96,655.96,119.26,13.484
2019-03-16,1.1308,126.36,1.9484,25.6504,7.4611,0.8529,314.071,4.3018,4.759,10.5168,1.1347,133.1,9.6883,7.4193,74.041,6.182,1.5994,4.3405,1.5067,7.5924,8.8737,16112,4.0733,78.361,1283.8,21.8371,4.6193,1.6538,60.28,1.5323,35.903,16.419,1,4.1511,84.67,122.24,46.068,1.9458,2.1998,93.389,0.4233,2012.1,1.1272,1.5252,7.6264,1.1232,11.979,2.2273,744.71,3505,666.9,1.1,110.27,196.7,56.437,134.07,19.651,31.813,2.404,6.4735,10220.5,8.4938,27.114,92.48,1318.5,140.48,0.7942,111.31,4415.5,0.3428,0.9218,424.18,9457,1702,198.63,16.138,1.5413,10.566,19.07,3939.5,61.122,1708.3,8.9379,37.77,17.121,800.81,16.138,405.9,36.683,123.25,0.4339,1.1052,3.7202,3.7341,157.98,6769,3.9652,117.92,1003.6,4.2359,14.447,53.767,613.8,9.649,16.168,3.3837,7.5154,33.947,2643.5,30.074,4153.6001,36.814,9412.7002,,25819,655.96,655.96,119.26,13.484
2019-03-17,1.1308,126.36,1.9484,25.6504,7.4611,0.8529,314.071,4.3018,4.759,10.5168,1.1347,133.1,9.6883,7.4193,74.041,6.182,1.5994,4.3405,1.5067,7.5924,8.8737,16112,4.0733,78.361,1283.8,21.8371,4.6193,1.6538,60.28,1.5323,35.903,16.419,1,4.1511,84.67,122.24,46.068,1.9458,2.1998,93.389,0.4233,2012.1,1.1272,1.5252,7.6264,1.1232,11.979,2.2273,744.71,3505,666.9,1.1,110.27,196.7,56.437,134.07,19.651,31.813,2.404,6.4735,10220.5,8.4938,27.114,92.48,1318.5,140.48,0.7942,111.31,4415.5,0.3428,0.9218,424.18,9457,1702,198.63,16.138,1.5413,10.566,19.07,3939.5,61.122,1708.3,8.9379,37.77,17.121,800.81,16.138,405.9,36.683,123.25,0.4339,1.1052,3.7202,3.7341,157.98,6769,3.9652,117.92,1003.6,4.2359,14.447,53.767,613.8,9.649,16.168,3.3837,7.5154,33.947,2643.5,30.074,4153.6001,36.814,9412.7002,,25819,655.96,655.96,119.26,13.484
2019-03-18,1.132,126.27,1.9482,25.6296,7.4622,0.8512,314.086,4.2987,4.7578,10.4564,1.1346,132.74,9.66,7.4173,73.3514,6.1658,1.5978,4.3161,1.5098,7.5957,8.8849,16136,4.0685,78.045,1285.1,21.7496,4.6193,1.6539,59.449,1.531,35.854,16.3358,1,4.1586,84.8,122.4,45.298,1.9458,2.2042,93.22,0.4241,2015.2,1.1289,1.5282,7.6212,1.1249,11.972,2.2315,742.88,3506.3,666.53,1.102,110.27,197,56.45,134.37,19.687,31.85,2.4084,6.2767,10237.0996,8.5074,27.156,93.026,1320.6,139.35,0.7957,111.57,4420.7002,0.3433,0.9233,426.35,9471.5996,1706,198.59,16.123,1.5407,10.567,19.196,3943.8,61.013,1713.1,8.9511,37.82,17.101,801.35,16.123,405.6,36.738,123.35,0.4347,1.1069,3.7318,3.7406,156.92,6789.7002,3.9714,117.91,1005.2,4.2436,14.565,53.84,614.8,9.664,16.153,3.3859,7.5285,33.956,2648.6001,30.297,4142.8999,37.21,9440.5,,25858,655.96,655.96,119.26,13.527
2019-03-19,1.1336,126.248,1.9458,25.5922,7.4617,0.8547,313.591,4.2907,4.7501,10.4608,1.1349,132.35,9.6885,7.4147,72.973,6.1961,1.5962,4.2946,1.512,7.5996,8.8964,15939.7002,3.8852,77.717,1281.9,21.6014,4.5514,1.6561,59.543,1.5318,35.842,16.3554,1,4.1612,85.24,122.49,45.382,1.9458,2.2232,93.878,0.4244,2022.5,1.1327,1.5093,7.6535,1.1287,11.987,2.2393,743.55,3493.3999,665.16,1.106,110.27,197.69,56.633,134.05,19.597,31.959,2.4032,6.1817,10271.0996,8.5365,27.252,93.346,1325.2,139.6,0.7962,112.09,4452.5,0.3436,0.9264,423.67,9503,1672.7,199.03,16.128,1.5455,10.578,19.263,3961.8999,61.085,1724.2,8.9828,37.74,17.124,825.03,16.128,407.9,36.854,122.68,0.4349,1.1107,3.6656,3.7536,157.49,6830.6001,3.9849,117.78,1008.8,4.2462,14.484,54.031,617,9.697,16.152,3.3967,7.5565,33.972,2613.3,30.51,4162.7998,37.486,9475,,25953,655.96,655.96,119.26,13.573
2019-03-20,1.1355,126.49,1.9485,25.6003,7.4616,0.8555,312.725,4.2865,4.756,10.4444,1.1341,132.34,9.6804,7.4133,73.079,6.214,1.6014,4.2984,1.5128,7.6111,8.9106,16148,4.0853,78.283,1282.4,21.5795,4.6227,1.6557,59.824,1.5341,35.936,16.4644,1,4.1682,85.16,122.41,46.005,1.9458,2.2165,93.938,0.4251,2022.4,1.1326,1.5325,7.6409,1.1285,11.972,2.2389,739.18,3470.2,664.46,1.106,110.27,197.66,56.84,134.4,19.607,32.041,2.4088,6.09,10271.2998,8.5323,27.248,93.822,1325,139.7,0.7975,112.51,4449.7998,0.3436,0.9263,424.51,9501.5,1710,199.19,16.092,1.5442,10.597,19.313,3978.3,61.052,1728.4,8.9814,37.82,17.204,804.52,16.092,406.93,36.848,123.56,0.4356,1.1106,3.7449,3.7523,157.97,6840.2002,3.9842,117.81,1008.7,4.2533,14.51,54.023,616.9,9.697,16.122,3.3873,7.5456,33.96,2656.1001,30.56,4162,37.401,9475.7998,,25955,655.96,655.96,119.26,13.588
