date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,CAD,CNY,HKD,IDR,KRW,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,ANG,BAM,BBD,BND,BRL,BSD,BYR,EGP,FJD,ILS,INR,JMD,JOD,KES,KWD,LBP,MUR,MXN,PKR,SAR,TTD,UGX,UZS,LKR,TND,TWD,AFN,ALL,ARS,BDT,BHD,BIF,BOB,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,ETB,GMD,GNF,GTQ,HNL,HTG,IQD,IRR,KHR,KZT,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PYG,QAR,RWF,SCR,SOS,STD,SVC,SYP,SZL,TZS,UAH,UYU,VND,XAF,XOF,XPF,LAK,KYD,RSD
2006-04-23,1.2341,143.87,1.956,0.5761,28.363,7.4619,15.6466,0.6923,263.06,3.4532,0.6961,0.4293,3.8729,3.465,9.3326,239.6,37.17,1.5738,95.83,7.8463,7.2965,33.955,1.632,1.6591,1.4036,9.8738,9.5719,10950,1154.5,4.5127,1.9491,63.708,1.9682,46.6,7.353,1,4.5331,2.0918,1.937,2.3404,1.9367,2.6144,1.2244,2537,7.056,2.1565,5.6125,55.527,77.123,0.8588,88.06,0.3597,1851.5,38.23,13.631,73.479,4.6299,7.4228,2240.2,1441.35,,1.6473,39.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-24,1.2389,141.96,1.9558,0.5761,28.355,7.4612,15.6466,0.6931,262.16,3.4526,0.696,0.4293,3.8505,3.4609,9.3382,239.61,37.12,1.5709,94.84,7.8516,7.3,33.92,1.641,1.6653,1.4074,9.9,9.6027,10925,1147.3,4.5121,1.9688,63.827,1.9644,46.437,7.4707,1,4.5432,2.1031,1.9399,2.353,1.9355,2.6141,1.2307,2551,7.064,2.1403,5.5654,55.531,77.538,0.8603,88.35,0.3602,1860.5,38.29,13.66,74.286,4.6487,7.4628,2254.8,1456.16,,1.6501,39.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-25,1.2429,142.79,1.9562,0.5761,28.374,7.4601,15.6466,0.6951,263.84,3.4557,0.6962,0.4293,3.8635,3.4594,9.3171,239.58,37.1,1.5752,92,7.8411,7.301,34.005,1.6323,1.6674,1.4057,9.5249,9.6346,10417.0996,1158.7,4.3109,1.9846,64.324,1.9732,46.745,7.5626,1,4.5576,2.105,1.9416,2.3551,1.9375,2.6324,1.2318,2553,6.7847,2.0752,5.5989,55.685,77.607,0.8395,88.53,0.3617,1864.5,38.19,13.708,74.412,4.6622,7.4694,2264.2,1457.4399,,1.6534,39.545,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-26,1.2449,142.85,1.9559,0.5761,28.346,7.46,15.6466,0.6974,265.35,3.453,0.696,0.4293,3.881,3.4644,9.322,239.58,37.26,1.5809,92.87,7.7968,7.3,34.124,1.65,1.6534,1.4032,9.9736,9.6527,10935,1161.1,4.535,1.9741,64.68,1.9775,46.863,7.6373,1,4.5749,2.1095,1.9456,2.3602,1.9459,2.6363,1.2343,2559,7.113,2.164,5.5903,56.019,77.774,0.8642,88.67,0.3626,1868.5,38.43,13.872,74.581,4.6682,7.4855,2271.8999,1460.55,,1.6588,39.875,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-27,1.2532,143.03,1.9559,0.5761,28.414,7.46,15.6466,0.6955,263.74,3.4527,0.6959,0.4293,3.8628,3.4752,9.2968,239.58,37.395,1.5787,93.03,7.7815,7.2988,34.302,1.6545,1.6587,1.4078,10.0187,9.716,10985,1162.6,4.5447,1.9793,64.802,1.9838,46.717,7.7194,1,4.6012,2.1119,1.9477,2.3629,1.9406,2.6302,1.2357,2562,7.155,2.1681,5.6611,56.12,77.863,0.8724,89.1,0.3648,1870.5,38.65,13.854,75.093,4.702,7.494,2274.8,1462.2,,1.6572,39.685,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-28,1.2636,143.71,1.9558,0.576,28.456,7.4596,15.6466,0.6918,263.09,3.4528,0.6959,0.4293,3.8675,3.4757,9.2798,239.61,37.395,1.5641,93.81,7.7656,7.2934,34.361,1.666,1.6635,1.4104,10.0963,9.7847,11070,1165.5,4.5738,1.981,65.227,1.9964,47.045,7.5666,1,4.6347,2.134,1.9674,2.3875,1.9575,2.6341,1.2481,2588,7.205,2.1724,5.6534,56.733,78.674,0.8755,89.68,0.3677,1890.5,38.91,13.964,75.545,4.7315,7.572,2301.5,1477.34,,1.6666,39.945,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-29,1.2636,143.71,1.9558,0.576,28.456,7.4596,15.6466,0.6918,263.09,3.4528,0.6959,0.4293,3.8675,3.4757,9.2798,239.61,37.395,1.5641,93.81,7.7656,7.2934,34.361,1.666,1.6635,1.4104,10.0963,9.7847,11070,1165.5,4.5738,1.981,65.227,1.9964,47.045,7.5666,1,4.6347,2.134,1.9674,2.3875,1.9575,2.6341,1.2481,2588,7.205,2.1724,5.6534,56.733,78.674,0.8755,89.68,0.3677,1890.5,38.91,13.964,75.545,4.7315,7.572,2301.5,1477.34,,1.6666,39.945,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-30,1.2636,143.71,1.9558,0.576,28.456,7.4596,15.6466,0.6918,263.09,3.4528,0.6959,0.4293,3.8675,3.4757,9.2798,239.61,37.395,1.5641,93.81,7.7656,7.2934,34.361,1.666,1.6635,1.4104,10.0963,9.7847,11070,1165.5,4.5738,1.981,65.227,1.9964,47.045,7.5666,1,4.6347,2.134,1.9674,2.3875,1.9575,2.6341,1.2481,2588,7.205,2.1724,5.6534,56.733,78.674,0.8755,89.68,0.3677,1890.5,38.91,13.964,75.545,4.7315,7.572,2301.5,1477.34,,1.6666,39.945,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-01,1.258,142.88,1.9558,0.576,28.453,7.4575,15.6466,0.6891,263.43,3.4528,0.6959,0.4293,3.8525,3.4757,9.2926,239.61,37.395,1.5604,93.81,7.7793,7.2934,34.361,1.6576,1.6606,1.4018,10.0963,9.7509,11100,1176,4.5738,1.9824,65.227,1.9849,47.045,7.5781,1,4.6347,2.134,1.9674,2.3875,1.9575,2.6364,1.2481,2588,6.8844,2.0751,5.6405,56.289,78.674,0.8755,89.68,0.3515,1906.5,38.91,13.645,75.283,4.7551,7.572,2301.5,1477.34,,1.6666,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-02,1.2617,143.01,1.9553,0.5758,28.286,7.4562,15.6466,0.6859,262.24,3.4519,0.6958,0.4293,3.8208,3.4767,9.3352,239.61,37.325,1.5597,93.97,7.7699,7.2717,34.357,1.6554,1.6581,1.3971,10.1124,9.7805,10950,1166.8,4.5684,1.9691,65.319,1.9898,47.569,7.5997,1,4.6446,2.1496,1.9671,2.405,1.964,2.6117,1.2568,2607,7.224,2.1774,5.6502,56.494,79.342,0.8799,89.85,0.3684,1899.5,39.01,13.888,75.714,4.7393,7.6471,2318.2,1487,,1.6688,40.155,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-03,1.2623,143.63,1.9558,0.5752,28.249,7.4558,15.6466,0.6861,259.89,3.4529,0.696,0.4293,3.8002,3.4637,9.31,239.58,37.22,1.5621,93.83,7.7466,7.2831,34.352,1.6665,1.642,1.3994,10.1028,9.7841,11065,1166,4.557,1.9717,64.915,1.9875,47.526,7.6106,1,4.6398,2.1488,1.9664,2.4041,1.9593,2.6106,1.2564,2607,7.229,2.1614,5.6652,56.541,79.313,0.8795,89.46,0.3678,1896.5,39,13.81,75.687,4.7352,7.6443,2316.1001,1486.45,,1.6673,39.935,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-04,1.2701,144.25,1.9558,0.5752,28.287,7.4567,15.6466,0.6856,259.96,3.4529,0.6958,0.4293,3.7805,3.4655,9.314,239.59,37.3,1.5597,90.95,7.755,7.2854,34.43,1.6644,1.6471,1.4076,10.1452,9.8429,10579.9004,1172.9,4.5783,1.9877,65.173,2.002,47.598,7.6401,1,4.6588,2.1422,1.9605,2.3967,1.9596,2.6173,1.2527,2600,6.9109,2.0643,5.6699,56.982,79.07,0.8827,89.89,0.3694,1900.5,39.13,13.53,75.81,4.7569,7.6209,2306.1001,1481.9399,,1.6703,39.885,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-05,1.2728,143.25,1.956,0.5752,28.229,7.4571,15.6466,0.6844,259.84,3.4511,0.6958,0.4293,3.822,3.4661,9.3196,239.62,37.31,1.5604,91.18,7.7844,7.2754,34.499,1.6775,1.6482,1.4061,10.1845,9.8669,11170,1183,4.5883,1.9786,65.621,1.9969,48.037,7.7003,1,4.6748,2.1586,1.975,2.415,1.9702,2.6146,1.2619,2619,7.279,2.1632,5.6777,56.969,79.673,0.8873,90.41,0.3709,1918.5,39.28,13.914,76.332,4.7749,7.679,2319.8,1493.16,,1.6748,40.135,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-06,1.2728,143.25,1.956,0.5752,28.229,7.4571,15.6466,0.6844,259.84,3.4511,0.6958,0.4293,3.822,3.4661,9.3196,239.62,37.31,1.5604,91.18,7.7844,7.2754,34.499,1.6775,1.6482,1.4061,10.1845,9.8669,11170,1183,4.5883,1.9786,65.621,1.9969,48.037,7.7003,1,4.6748,2.1586,1.975,2.415,1.9702,2.6146,1.2619,2619,7.279,2.1632,5.6777,56.969,79.673,0.8873,90.41,0.3709,1918.5,39.28,13.914,76.332,4.7749,7.679,2319.8,1493.16,,1.6748,40.135,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-07,1.2728,143.25,1.956,0.5752,28.229,7.4571,15.6466,0.6844,259.84,3.4511,0.6958,0.4293,3.822,3.4661,9.3196,239.62,37.31,1.5604,91.18,7.7844,7.2754,34.499,1.6775,1.6482,1.4061,10.1845,9.8669,11170,1183,4.5883,1.9786,65.621,1.9969,48.037,7.7003,1,4.6748,2.1586,1.975,2.415,1.9702,2.6146,1.2619,2619,7.279,2.1632,5.6777,56.969,79.673,0.8873,90.41,0.3709,1918.5,39.28,13.914,76.332,4.7749,7.679,2319.8,1493.16,,1.6748,40.135,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-08,1.2703,141.85,1.9558,0.5752,28.194,7.4566,15.6466,0.6835,258.55,3.4529,0.6959,0.4293,3.8252,3.4676,9.317,239.63,37.313,1.5606,91.1,7.7842,7.275,34.44,1.6741,1.6522,1.4123,9.8201,9.8433,10649.4004,1169.4,4.3861,2.0043,65.225,1.9901,47.822,7.678,1,4.6721,2.1656,1.9869,2.43,1.9673,2.617,1.2694,2636,7.008,2.077,5.6477,56.859,80.251,0.8643,90.27,0.3707,,39.24,13.663,76.025,4.766,7.695,2332.3999,1502.37,,1.6726,40.015,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-09,1.2767,141.71,1.9558,0.5751,28.253,7.4572,15.6466,0.6834,260.39,3.4528,0.696,0.4293,3.842,3.4625,9.3076,239.63,37.42,1.5572,89.12,7.7705,7.2748,34.541,1.713,1.6486,1.403,10.1854,9.8945,11120,1169.9,4.572,2.0207,65.489,1.9994,47.787,7.6831,1,4.6833,2.152,1.9749,2.4148,1.96,2.6226,1.2618,2619,7.282,2.1684,5.6457,57.149,79.749,0.8896,90.42,0.3711,1919.5,39.33,13.888,76.515,4.7839,7.6469,2317.7,1493.04,,1.6724,39.935,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-10,1.2774,141.59,1.9562,0.5751,28.244,7.4568,15.6466,0.6858,260.11,3.4529,0.696,0.4293,3.833,3.4652,9.313,239.66,37.483,1.5578,89.94,7.7525,7.2746,34.576,1.7375,1.6517,1.4076,10.2229,9.8997,11145,1174.3,4.5802,2.0429,65.905,1.9981,48.068,7.7282,1,4.7015,2.1698,1.9906,2.4347,1.9712,2.6243,1.2718,2638,7.328,2.1788,5.6397,57.237,80.405,0.8885,91.27,0.3729,,39.52,13.844,76.805,4.8023,7.7098,2337.3,1504.15,,1.6741,40.055,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-11,1.2852,141.96,1.9557,0.5751,28.151,7.4563,15.6466,0.6818,261.41,3.4531,0.6962,0.4293,3.8412,3.4675,9.3564,239.68,37.359,1.557,89.52,7.7585,7.2745,34.668,1.7455,1.655,1.4135,10.2663,9.9634,11069,1184.7,4.5997,2.0388,66.355,2.0132,48.09,7.8214,1,4.72,2.1571,1.9793,2.4205,1.9631,2.6823,1.2646,2621,6.9908,2.0849,5.6789,57.575,79.936,0.8946,91.69,0.3704,1934.5,39.63,13.488,73.172,4.8165,7.6648,2325.7,1495.4399,,1.6784,40.035,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-12,1.293,142.21,1.9561,0.5751,28.25,7.455,15.6466,0.6816,265.52,3.451,0.6962,0.4293,3.8295,3.4649,9.3585,239.65,37.573,1.548,91.23,7.7385,7.2875,34.688,1.778,1.6729,1.4266,10.2976,10.0268,11315,1184.4,4.612,2.058,66.471,2.0209,48.861,8.1234,1,4.7319,2.1935,2.0116,2.4613,1.991,2.7564,1.2851,2665,7.1096,2.1133,5.7273,57.66,81.281,0.899,91.99,0.3712,1936.5,39.75,13.878,77.474,4.8248,7.7937,2361.1001,1520.4301,,1.684,40.445,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-13,1.293,142.21,1.9561,0.5751,28.25,7.455,15.6466,0.6816,265.52,3.451,0.6962,0.4293,3.8295,3.4649,9.3585,239.65,37.573,1.548,91.23,7.7385,7.2875,34.688,1.778,1.6729,1.4266,10.2976,10.0268,11315,1184.4,4.612,2.058,66.471,2.0209,48.861,8.1234,1,4.7319,2.1935,2.0116,2.4613,1.991,2.7564,1.2851,2665,7.1096,2.1133,5.7273,57.66,81.281,0.899,91.99,0.3712,1936.5,39.75,13.878,77.474,4.8248,7.7937,2361.1001,1520.4301,,1.684,40.445,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-14,1.293,142.21,1.9561,0.5751,28.25,7.455,15.6466,0.6816,265.52,3.451,0.6962,0.4293,3.8295,3.4649,9.3585,239.65,37.573,1.548,91.23,7.7385,7.2875,34.688,1.778,1.6729,1.4266,10.2976,10.0268,11315,1184.4,4.612,2.058,66.471,2.0209,48.861,8.1234,1,4.7319,2.1935,2.0116,2.4613,1.991,2.7564,1.2851,2665,7.1096,2.1133,5.7273,57.66,81.281,0.899,91.99,0.3712,1936.5,39.75,13.878,77.474,4.8248,7.7937,2361.1001,1520.4301,,1.684,40.445,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-15,1.279,141.52,1.9559,0.5751,28.321,7.4544,15.6466,0.6815,266.04,3.4534,0.6961,0.4293,3.8775,3.5355,9.4113,239.62,37.75,1.5508,91.41,7.7911,7.2689,34.64,1.906,1.6805,1.4237,10.2507,9.9105,11640,1196.6,4.6295,2.0601,67.016,2.024,49.036,8.1914,1,4.7102,2.1788,2.0073,2.4377,1.9924,2.7717,1.2733,2639,7.0502,2.0903,5.696,57.899,79.076,0.8938,92.06,0.3699,1929.5,39.69,13.924,73.692,4.8035,7.7004,2340.7,1505.98,,1.6778,40.625,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-16,1.285,141.03,1.9359,0.5751,28.159,7.4559,15.6466,0.6806,262.4,3.451,0.6943,0.4293,3.8655,3.3876,9.4029,239.65,37.54,1.5518,89.149,7.8389,7.2579,33.234,1.8529,1.6745,1.4222,10.2362,9.9595,11314,1194.8,4.6155,2.0527,66.889,2.0216,48.771,8.1495,1,4.6061,2.1808,2.009,2.4399,1.998,2.7538,1.2744,2641,7.0438,2.1111,5.7049,58.476,79.147,0.8923,88.16,0.3556,1847.2,38.158,13.8,76.691,4.8015,7.7073,2348.5,1508.64,126.364,1.6205,39.253,44.8,116.91,3.8948,85.733,0.4629,1197,9.8508,6.9184,2.4111,637.9,2982.3999,627.09,1.231,105.96,213.92,39.98,87.461,10.7413,34.328,5622.5,9.2952,23.211,47.204,1803.0699,11227.5996,4951,149.43,8.0399,1.5823,10.622,16.0688,2672.8401,58.843,7.8763,9.8586,335.17,172.004,8.0385,157.65,21.088,88.001,0.4915,1.2364,4.0164,3.6649,6875.6001,4.4636,676.65,6.892,1645.7,8341.2998,10.714,63.899,7.8699,1521.0601,6.1902,29.16,19609,629.957,629.957,114.56,,,
2006-05-17,1.2742,141.32,1.9358,0.5751,28.397,7.4531,15.6466,0.6768,265.86,3.4511,0.6943,0.4293,3.8355,3.3634,9.4135,239.65,37.513,1.5476,87.873,7.8095,7.2633,34.335,1.815,1.6775,1.4209,10.1585,9.8801,10986.2998,1179,4.5482,2.0452,66.109,2.0127,48.727,8.1996,1,4.6343,2.1947,2.0214,2.4554,1.988,2.7805,1.2822,2658,7.0887,2.115,5.664,57.506,79.65,0.8865,88.877,0.3673,1863.4,38.399,13.912,76.058,4.7338,7.7562,2362.1001,1518.16,127.218,1.6208,39.192,44.8,117.13,3.8694,86.241,0.4659,1204.66,9.9132,6.8824,2.4264,638.75,2982,631.22,1.239,106.06,215.28,40.233,87.748,10.8094,34.546,5657.6001,9.3543,23.358,47.503,1814.54,11295.7002,4982.3999,150.35,7.9739,1.5924,10.656,16.2156,2681.3401,58.825,7.9263,9.9211,337.29,173.087,7.902,158.66,21.222,88.561,0.4879,1.2442,4.0317,3.7242,6893.5,4.4928,680.95,6.858,1660.6,8388.7002,10.783,64.307,7.7948,1545.48,6.2044,29.346,19730,629.957,629.957,114.56,,,
2006-05-18,1.2851,142.49,1.9359,0.575,28.324,7.4521,15.6466,0.6786,264.28,3.451,0.6945,0.4293,3.95,3.3951,9.3577,239.62,37.723,1.5484,87.873,7.8032,7.2212,33.131,1.8634,1.6816,1.4382,10.2289,9.9612,11100,1199.9,4.6098,2.065,67.069,2.0273,48.903,8.2863,1,4.6955,2.1739,2.0028,2.4321,1.987,2.8306,1.2705,2631,7.0341,2.1044,5.7098,58.323,78.896,0.8925,88.287,0.3692,1840,37.909,13.944,76.72,4.7927,7.6828,2340.3999,1503.89,131.49,1.616,39.188,44.8,117.06,3.9019,85.368,0.4816,1193.1801,9.8196,6.9166,2.4034,639.7,3006.8,625.4,1.227,106.01,213.23,39.853,88.555,10.7072,34.666,5604.8999,9.2656,23.137,47.054,1797.34,11190.5996,4916.2002,148.18,8.0276,1.5785,10.637,16.0882,2673.98,58.266,7.8512,9.8274,334.11,171.462,8.027,157.15,21.021,87.721,0.4905,1.2325,3.9838,3.6556,6751.5,4.4506,674.5,6.885,1650.4,8301.5996,10.68,63.696,7.8576,1535.74,6.1647,29.195,19546,629.957,629.957,114.56,,,
2006-05-19,1.2767,142.72,1.936,0.575,28.25,7.4553,15.6466,0.6797,263.24,3.4132,0.6944,0.4293,3.89,3.3793,9.3403,239.61,37.673,1.5542,88.964,7.7795,7.2636,33.14,1.8558,1.6867,1.429,10.2059,9.8876,11257.5,1191,4.6119,2.0566,66.884,2.0211,48.682,8.2648,1,4.5884,2.1723,1.9266,2.4304,1.9967,2.8056,1.2696,2630,7.0305,2.1037,5.6909,57.633,78.841,0.887,88.354,0.3676,1844.5,37.909,13.919,73.402,4.7779,7.6775,2341,1502.85,125.939,1.6178,39.278,44.8,117.03,3.894,83.681,0.4613,1192.34,9.8128,6.8799,2.4017,635.43,2991.3,625.19,1.227,105.3,213.09,39.826,86.894,10.6998,34.642,5601.1001,9.2592,23.121,47.021,1796.09,11180.9004,4925.5,148.08,8.0222,1.5768,10.638,16.1537,2670.22,58.577,7.8458,9.8206,333.87,171.344,7.9966,157.04,21.006,87.66,0.4889,1.2316,3.9811,3.684,6727.7002,4.4475,674.22,6.854,1630,8295.7998,10.673,63.651,7.8649,1542.66,6.1541,29.175,19535,629.957,629.957,114.56,,,
2006-05-20,1.2767,142.72,1.936,0.575,28.25,7.4553,15.6466,0.6797,263.24,3.4132,0.6944,0.4293,3.89,3.3793,9.3403,239.61,37.673,1.5542,88.964,7.7795,7.2636,33.14,1.8558,1.6867,1.429,10.2059,9.8876,11257.5,1191,4.6119,2.0566,66.884,2.0211,48.682,8.2648,1,4.5884,2.1723,1.9266,2.4304,1.9967,2.8056,1.2696,2630,7.0305,2.1037,5.6909,57.633,78.841,0.887,88.354,0.3676,1844.5,37.909,13.919,73.402,4.7779,7.6775,2341,1502.85,125.939,1.6178,39.278,44.8,117.03,3.894,83.681,0.4613,1192.34,9.8128,6.8799,2.4017,635.43,2991.3,625.19,1.227,105.3,213.09,39.826,86.894,10.6998,34.642,5601.1001,9.2592,23.121,47.021,1796.09,11180.9004,4925.5,148.08,8.0222,1.5768,10.638,16.1537,2670.22,58.577,7.8458,9.8206,333.87,171.344,7.9966,157.04,21.006,87.66,0.4889,1.2316,3.9811,3.684,6727.7002,4.4475,674.22,6.854,1630,8295.7998,10.673,63.651,7.8649,1542.66,6.1541,29.175,19535,629.957,629.957,114.56,,,
2006-05-21,1.2767,142.72,1.936,0.575,28.25,7.4553,15.6466,0.6797,263.24,3.4132,0.6944,0.4293,3.89,3.3793,9.3403,239.61,37.673,1.5542,88.964,7.7795,7.2636,33.14,1.8558,1.6867,1.429,10.2059,9.8876,11257.5,1191,4.6119,2.0566,66.884,2.0211,48.682,8.2648,1,4.5884,2.1723,1.9266,2.4304,1.9967,2.8056,1.2696,2630,7.0305,2.1037,5.6909,57.633,78.841,0.887,88.354,0.3676,1844.5,37.909,13.919,73.402,4.7779,7.6775,2341,1502.85,125.939,1.6178,39.278,44.8,117.03,3.894,83.681,0.4613,1192.34,9.8128,6.8799,2.4017,635.43,2991.3,625.19,1.227,105.3,213.09,39.826,86.894,10.6998,34.642,5601.1001,9.2592,23.121,47.021,1796.09,11180.9004,4925.5,148.08,8.0222,1.5768,10.638,16.1537,2670.22,58.577,7.8458,9.8206,333.87,171.344,7.9966,157.04,21.006,87.66,0.4889,1.2316,3.9811,3.684,6727.7002,4.4475,674.22,6.854,1630,8295.7998,10.673,63.651,7.8649,1542.66,6.1541,29.175,19535,629.957,629.957,114.56,,,
2006-05-22,1.2853,143.17,1.936,0.575,28.337,7.4568,15.6466,0.6816,263.89,3.4512,0.6941,0.4293,3.9645,3.4098,9.3368,239.62,37.75,1.5489,89.645,7.817,7.2675,33.14,1.8827,1.7052,1.4341,10.2906,9.9614,11409,1206.9,4.6606,2.0622,67.405,2.0349,49.222,8.3907,1,4.5899,2.1732,1.9273,2.4314,2.0007,2.9537,1.2701,2628,7.0231,2.1133,5.7777,58.208,80.348,0.891,88.498,0.3709,1840.8,37.899,14.016,76.916,4.8131,7.6893,2346.3999,1503.46,125.977,1.617,39.547,44.8,117.01,3.9435,85.343,0.4613,1192.84,9.8168,7.0121,2.4059,639.26,3013.1001,625.58,1.227,105.72,213.17,39.638,88.56,10.705,34.656,5603.2998,9.2668,23.131,46.083,1796.83,11189.2998,4927.6001,148.83,8.1531,1.5769,10.645,16.2049,2671.3101,59.041,7.849,9.8246,334.01,171.445,8.225,157.11,21.066,87.951,0.4926,1.2321,3.9802,3.6855,6730.3999,4.4494,658.55,6.902,1637.1,8296,10.677,63.677,8.0365,1542.97,6.1247,29.167,19548,629.957,629.957,114.56,,,
2006-05-23,1.2783,143.35,1.9364,0.575,28.24,7.4556,15.6466,0.681,263.38,3.451,0.6944,0.4293,3.9015,3.4096,9.335,239.61,37.765,1.5492,91.091,7.8324,7.2635,33.258,1.913,1.7014,1.4376,10.2805,9.9123,11401.4004,1198.9,4.6423,2.0479,67.462,2.0254,49.009,8.4751,1,4.6173,2.1865,1.9466,2.4463,1.997,2.8747,1.2776,2644,7.0686,2.1301,5.7259,57.969,80.837,0.892,89.058,0.3702,1856.5,38.257,14.14,76.479,4.8253,7.7361,2364.6001,1513.9399,126.732,1.622,39.591,44.8,117.23,3.9361,85.795,0.4641,1200.14,9.8764,7.0092,2.4206,651.43,3083,629.53,1.235,106.18,214.48,39.878,88.834,10.77,34.353,5630.5,9.3233,23.272,46.363,1807.78,11256.2002,4944.6001,150.92,8.2556,1.5819,10.651,16.3032,2675.9099,59.402,7.8968,9.8842,336.04,172.481,8.19,158.06,21.194,88.488,0.4925,1.2396,4.0147,3.708,6771.3999,4.4765,662.57,6.896,1644.4,8353.7998,10.742,64.066,8.0317,1551.01,6.19,29.333,19666,629.957,629.957,114.56,,,
2006-05-24,1.2774,143.985,1.9358,0.575,28.208,7.4572,15.6466,0.6824,262.41,3.451,0.6944,0.4293,3.915,3.414,9.3055,239.64,37.85,1.5536,91.366,7.8062,7.2599,34.483,1.9595,1.696,1.4302,10.2043,9.9041,11568.7998,1198.9,4.6416,2.0102,67.192,2.0276,49.159,8.3719,1,4.625,2.1902,1.9499,2.4504,2.0095,3.0065,1.2797,2649,7.0905,2.1314,5.7566,58.309,80.975,0.89,88.76,0.3676,1859.6,38.322,14.306,74.218,4.7789,7.7493,2366.5,1516.5,126.922,1.6197,39.674,44.8,117.57,3.9246,86.12,0.4651,1202.2,9.8932,7.1081,2.4247,653.85,3078.3,630.81,1.237,105.78,214.84,39.946,89.115,10.7884,34.412,5646.3999,9.3392,23.311,46.442,1810.86,11274.0996,4965.8999,150.61,8.3183,1.5891,10.628,16.4403,2697.1799,58.918,7.9103,9.901,336.61,172.772,8.3725,158.33,21.23,88.639,0.489,1.2417,4.0177,3.7143,6738,4.4844,679.7,6.848,1634.5,8342.5,10.761,64.176,8.1998,1560.39,6.1867,29.383,19693,629.957,629.957,114.56,,,
