date,USD,JPY,BGN,CZK,DKK,GBP,HUF,LTL,LVL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,IQD,IRR,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XCD,XOF,XPF
2012-03-15,1.3023,109.192,1.9483,24.637,7.4343,0.8319,292.79,3.4521,0.6947,4.1501,4.3663,8.924,1.2131,7.5884,7.4956,38.4791,2.3543,1.2471,2.3474,1.2943,8.2336,10.1062,11925,4.9335,64.912,1473.54,16.562,3.9897,1.6117,55.808,1.6521,40.076,10.0113,1,4.7792,62.16,137.32,2.2704,5.6609,1.9458,2.5635,105.06,0.4881,1676,1.6275,8.8296,1.2998,9.3092,10574,2.4505,617.879,2248.3,648.65,1.277,108.62,225.29,49.967,96.389,7.831,22.5482,2.2788,2.2226,39.855,9187.9004,9.8875,24.4,52.577,1488.3101,15801.5,165.95,111.521,0.9149,105.41,5147.2998,0.3627,1.0581,189.97,10210.5,1959,162.21,9.6944,1.6121,10.818,15.2111,2771.27,61.003,8.2389,10.2475,375.22,36.67,19.883,212.555,9.6944,203.01,29.818,102.886,0.4997,1.2816,3.409,2.5841,117.96,5495.6001,4.7364,110.792,776.24,4.8795,17.267,3.448,2083.5,24040.5,11.191,73.673,9.7248,1.9816,8.2132,37.6132,2055.5701,10.3369,3176.8,25.078,2353.6001,5.5868,26833,642.957,3.8654,642.957,116.86
2012-03-16,1.3079,109.177,1.9483,24.503,7.4348,0.8327,290.42,3.4521,0.6952,4.1146,4.3812,8.8821,1.2074,7.5643,7.488,38.3981,2.3487,1.2431,2.349,1.2977,8.2728,10.1498,11968,4.9248,65.811,1469.49,16.561,3.9853,1.5965,56.125,1.653,40.176,9.9496,1,4.8025,63.28,137.5,2.2704,5.6896,1.9458,2.5482,104.969,0.4901,1667.39,1.6255,8.7959,1.2987,9.3564,10552,2.5091,619.958,2251.2,649.86,1.276,108.59,225.1,50.114,96.896,7.872,22.5316,2.3083,2.2288,39.755,9183.4004,9.8404,24.386,52.532,1487.03,15788,166.02,111.432,0.9211,105.67,5123.8999,0.3641,1.0506,189.69,10201.7002,1966,163.43,9.7787,1.6193,10.823,15.2307,2768.25,61.205,8.2319,10.2387,376.86,36.75,20.029,213.195,9.7699,203.03,29.796,103.783,0.5034,1.2806,3.4074,2.5711,118.89,5477.7998,4.7577,110.89,774.27,4.8993,17.304,3.4451,2081.7,24020,11.182,73.61,9.8078,1.9843,8.1931,37.5826,2049.8999,10.3437,3180,24.965,2361.8501,5.6128,26797,642.957,3.8654,642.957,116.86
2012-03-17,1.3079,109.177,1.9483,24.503,7.4348,0.8327,290.42,3.4521,0.6952,4.1146,4.3812,8.8821,1.2074,7.5643,7.488,38.3981,2.3487,1.2431,2.349,1.2977,8.2728,10.1498,11968,4.9248,65.811,1469.49,16.561,3.9853,1.5965,56.125,1.653,40.176,9.9496,1,4.8025,63.28,137.5,2.2704,5.6896,1.9458,2.5482,104.969,0.4901,1667.39,1.6255,8.7959,1.2987,9.3564,10552,2.5091,619.958,2251.2,649.86,1.276,108.59,225.1,50.114,96.896,7.872,22.5316,2.3083,2.2288,39.755,9183.4004,9.8404,24.386,52.532,1487.03,15788,166.02,111.432,0.9211,105.67,5123.8999,0.3641,1.0506,189.69,10201.7002,1966,163.43,9.7787,1.6193,10.823,15.2307,2768.25,61.205,8.2319,10.2387,376.86,36.75,20.029,213.195,9.7699,203.03,29.796,103.783,0.5034,1.2806,3.4074,2.5711,118.89,5477.7998,4.7577,110.89,774.27,4.8993,17.304,3.4451,2081.7,24020,11.182,73.61,9.8078,1.9843,8.1931,37.5826,2049.8999,10.3437,3180,24.965,2361.8501,5.6128,26797,642.957,3.8654,642.957,116.86
2012-03-18,1.3079,109.177,1.9483,24.503,7.4348,0.8327,290.42,3.4521,0.6952,4.1146,4.3812,8.8821,1.2074,7.5643,7.488,38.3981,2.3487,1.2431,2.349,1.2977,8.2728,10.1498,11968,4.9248,65.811,1469.49,16.561,3.9853,1.5965,56.125,1.653,40.176,9.9496,1,4.8025,63.28,137.5,2.2704,5.6896,1.9458,2.5482,104.969,0.4901,1667.39,1.6255,8.7959,1.2987,9.3564,10552,2.5091,619.958,2251.2,649.86,1.276,108.59,225.1,50.114,96.896,7.872,22.5316,2.3083,2.2288,39.755,9183.4004,9.8404,24.386,52.532,1487.03,15788,166.02,111.432,0.9211,105.67,5123.8999,0.3641,1.0506,189.69,10201.7002,1966,163.43,9.7787,1.6193,10.823,15.2307,2768.25,61.205,8.2319,10.2387,376.86,36.75,20.029,213.195,9.7699,203.03,29.796,103.783,0.5034,1.2806,3.4074,2.5711,118.89,5477.7998,4.7577,110.89,774.27,4.8993,17.304,3.4451,2081.7,24020,11.182,73.61,9.8078,1.9843,8.1931,37.5826,2049.8999,10.3437,3180,24.965,2361.8501,5.6128,26797,642.957,3.8654,642.957,116.86
2012-03-19,1.3177,109.96,1.9483,24.512,7.4354,0.8319,289.24,3.4516,0.6949,4.1136,4.3765,8.8751,1.2066,7.5467,7.5056,38.5128,2.3637,1.2426,2.3688,1.3057,8.3171,10.2275,11971,4.9399,65.982,1481.8199,16.686,4.0238,1.5932,56.493,1.6562,40.43,9.9702,1,4.8347,62.02,137.33,2.2704,5.7253,1.9458,2.5518,105.411,0.4936,1662.53,1.6249,8.8083,1.3005,9.3418,10488,2.5126,616.256,2251.5,650.77,1.277,108.68,225.42,50.223,97.637,7.92,22.5637,2.3099,2.2572,39.17,9196.2002,9.8543,24.42,52.605,1489.13,15831.5996,165.92,111.589,0.9273,107.63,5152,0.3669,1.0521,190.1,10209.5996,1928.4,165.59,9.7494,1.6191,10.85,15.2456,2774.0901,61.091,8.2434,10.2524,377.39,36.88,20.085,213.534,9.7699,203.12,29.843,103.249,0.5057,1.2823,3.4148,2.5747,119.21,5498.6001,4.7928,110.677,775.35,4.934,17.481,3.4499,2084.6001,24223.5,11.198,73.713,9.7798,1.9866,8.2046,37.6332,2055.3799,10.3536,3197.5,25,2365.1499,5.6523,26821,642.957,3.8654,642.957,116.86
2012-03-20,1.3229,110.3,1.9485,24.457,7.4344,0.8326,288.43,3.4521,0.6953,4.1052,4.3748,8.8862,1.2061,7.5648,7.5047,38.5425,2.3861,1.2477,2.4061,1.3062,8.3574,10.268,12026,4.9496,66.373,1480.38,16.713,4.0307,1.6025,56.73,1.6621,40.582,9.9616,1,4.8561,62.46,137.59,2.2704,5.766,1.9458,2.5683,105.802,0.4957,1688.4,1.63,8.8655,1.3088,9.34,10476,2.5289,621.968,2265.7,653.68,1.286,108.52,226.87,50.547,97.63,7.964,22.7151,2.3241,2.283,39.417,9251.7998,9.9181,24.578,52.946,1498.77,15876.5,166.07,112.308,0.9316,107.57,5167.6001,0.3681,1.0589,191.45,10282.5996,1982,173.16,9.7283,1.6227,10.86,15.2653,2778.8601,61.515,8.2969,10.3194,378.51,37.08,20.198,216.849,9.718,204.47,30.04,104.047,0.5078,1.2905,3.4337,2.5916,119.92,5455.3999,4.8122,110.586,779.71,4.956,17.579,3.4721,2102,24169,11.27,74.19,9.7576,1.9912,8.2576,37.8429,2068.6201,10.4209,3216.7,24.991,2380.3899,5.6761,27014,642.957,3.8654,642.957,116.86
2012-03-21,1.3238,110.751,1.9485,24.432,7.4354,0.8344,289.9,3.4521,0.6951,4.1199,4.3742,8.9198,1.206,7.625,7.5088,38.7052,2.4121,1.2623,2.3975,1.3118,8.3571,10.2768,12092,4.955,66.633,1491.4399,16.752,4.0703,1.618,56.739,1.6725,40.732,10.0671,1,4.858,62.5,137.71,2.2704,5.7732,1.9458,2.5728,106.276,0.4957,1676.83,1.6415,8.9074,1.311,9.3977,10520,2.5333,626.614,2270.3,653.57,1.288,108.38,227.45,50.635,97.865,7.956,22.7583,2.3402,2.2945,39.486,9271.0996,9.9532,24.614,53.038,1501.38,15904.0996,165.93,112.504,0.9316,107.36,5179.8999,0.3676,1.0608,191.77,10279.5,1987,170.87,9.8212,1.6255,10.859,15.371,2772.5,61.12,8.3113,10.3387,380.49,37.02,20.186,215.289,9.8212,204.78,30.104,104.636,0.5093,1.2929,3.4404,2.6247,119.76,5504.5,4.8158,110.8,782.39,4.9575,17.63,3.4782,2105.7,24158.1992,11.29,74.319,9.8511,1.9899,8.272,37.939,2068.26,10.437,3221,24.969,2389.3301,5.6798,27054,642.957,3.8654,642.957,116.86
2012-03-22,1.3219,109.973,1.9485,24.62,7.4349,0.8325,291.24,3.4521,0.6951,4.1424,4.3704,8.8712,1.2057,7.5999,7.5091,38.6627,2.3963,1.2633,2.4041,1.3113,8.333,10.2607,12020,4.944,66.844,1492.55,16.797,4.0704,1.6253,56.739,1.6709,40.616,10.0987,1,4.8515,62.86,137.49,2.2704,5.7619,1.9458,2.5848,106.477,0.4951,1684.59,1.6476,9.0812,1.317,9.4551,10608,2.545,627.147,2279.6001,661.17,1.294,108.89,228.51,50.869,97.719,7.947,22.8624,2.3385,2.3051,37.345,9313.7002,10.008,24.735,53.284,1508.36,15977.5996,166.18,113.024,0.928,107.38,5203.8999,0.3669,1.0657,192.66,10328.7998,1978,171.65,9.8911,1.6331,10.859,15.3746,2789.3201,61.202,8.3499,10.388,381.59,36.81,20.204,216.251,9.8911,205.73,30.247,105.637,0.5071,1.299,3.4571,2.6138,119.72,5543.2998,4.8089,110.924,784.7,4.9506,17.564,3.4942,2114.1001,24269.8008,11.342,74.664,9.9207,1.9906,8.3104,38.1381,2079.79,10.4851,3254.3999,25.152,2400.3701,5.6692,27232,642.957,3.8654,642.957,116.86
2012-03-23,1.3205,108.968,1.9485,24.71,7.4339,0.8344,293.5,3.4521,0.6954,4.1618,4.3667,8.9315,1.2055,7.6303,7.5033,38.8449,2.388,1.2695,2.3997,1.319,8.2972,10.2544,12018,4.9468,67.504,1495.3101,16.913,4.0735,1.6277,56.801,1.6693,40.576,10.1636,1,4.8471,62.47,137.06,2.2704,5.7606,1.9458,2.5688,105.823,0.4946,1689.39,1.6425,8.8672,1.309,9.481,10478,2.5294,628.274,2264.2,657.09,1.286,108.22,227.1,50.557,97.6,7.938,22.7293,2.3359,2.3137,37.128,9451,9.999,24.583,52.956,1499.0601,15879.5996,166.07,112.33,0.9283,107.89,5177.7998,0.3663,1.0591,191.48,10264.2002,1979,171.74,9.9682,1.623,10.859,15.2814,2760.98,61.308,8.2985,10.3241,381.22,36.83,20.194,214.982,9.96,204.34,30.061,106.054,0.5081,1.2908,3.4344,2.5948,119.71,5522.2002,4.8034,110.942,777.9,4.9468,17.564,3.4728,2101.1001,24342.0996,11.272,74.204,9.999,1.9922,8.2592,37.9029,2067.7,10.4216,3228.6001,25.128,2385.6499,5.6632,27052,642.957,3.8654,642.957,116.86
2012-03-24,1.3205,108.968,1.9485,24.71,7.4339,0.8344,293.5,3.4521,0.6954,4.1618,4.3667,8.9315,1.2055,7.6303,7.5033,38.8449,2.388,1.2695,2.3997,1.319,8.2972,10.2544,12018,4.9468,67.504,1495.3101,16.913,4.0735,1.6277,56.801,1.6693,40.576,10.1636,1,4.8471,62.47,137.06,2.2704,5.7606,1.9458,2.5688,105.823,0.4946,1689.39,1.6425,8.8672,1.309,9.481,10478,2.5294,628.274,2264.2,657.09,1.286,108.22,227.1,50.557,97.6,7.938,22.7293,2.3359,2.3137,37.128,9451,9.999,24.583,52.956,1499.0601,15879.5996,166.07,112.33,0.9283,107.89,5177.7998,0.3663,1.0591,191.48,10264.2002,1979,171.74,9.9682,1.623,10.859,15.2814,2760.98,61.308,8.2985,10.3241,381.22,36.83,20.194,214.982,9.96,204.34,30.061,106.054,0.5081,1.2908,3.4344,2.5948,119.71,5522.2002,4.8034,110.942,777.9,4.9468,17.564,3.4728,2101.1001,24342.0996,11.272,74.204,9.999,1.9922,8.2592,37.9029,2067.7,10.4216,3228.6001,25.128,2385.6499,5.6632,27052,642.957,3.8654,642.957,116.86
2012-03-25,1.3205,108.968,1.9485,24.71,7.4339,0.8344,293.5,3.4521,0.6954,4.1618,4.3667,8.9315,1.2055,7.6303,7.5033,38.8449,2.388,1.2695,2.3997,1.319,8.2972,10.2544,12018,4.9468,67.504,1495.3101,16.913,4.0735,1.6277,56.801,1.6693,40.576,10.1636,1,4.8471,62.47,137.06,2.2704,5.7606,1.9458,2.5688,105.823,0.4946,1689.39,1.6425,8.8672,1.309,9.481,10478,2.5294,628.274,2264.2,657.09,1.286,108.22,227.1,50.557,97.6,7.938,22.7293,2.3359,2.3137,37.128,9451,9.999,24.583,52.956,1499.0601,15879.5996,166.07,112.33,0.9283,107.89,5177.7998,0.3663,1.0591,191.48,10264.2002,1979,171.74,9.9682,1.623,10.859,15.2814,2760.98,61.308,8.2985,10.3241,381.22,36.83,20.194,214.982,9.96,204.34,30.061,106.054,0.5081,1.2908,3.4344,2.5948,119.71,5522.2002,4.8034,110.942,777.9,4.9468,17.564,3.4728,2101.1001,24342.0996,11.272,74.204,9.999,1.9922,8.2592,37.9029,2067.7,10.4216,3228.6001,25.128,2385.6499,5.6632,27052,642.957,3.8654,642.957,116.86
2012-03-26,1.3283,109.702,1.9463,24.613,7.4353,0.8364,292.84,3.4516,0.6948,4.1456,4.27,8.9301,1.2051,7.6282,7.3751,37.84,2.39,1.2661,2.3859,1.3234,8.1409,10.3153,11882.2002,4.9556,66.766,1471.67,16.904,3.9898,1.6226,55.5144,1.6721,39.9244,10.2067,1,4.7881,62.79,137.54,2.2704,5.6934,1.9458,2.5821,106.657,0.4856,1698.0699,1.6495,8.9131,1.3157,9.5156,10624,2.5424,633.503,2280.8999,655.86,1.293,109.1,228.27,50.816,96.2004,7.8338,22.8461,2.301,2.3086,37.306,9499.2002,10.0572,24.71,53.229,1506.79,15961.0996,166.57,112.907,0.9175,108.214,5200.5,0.3571,1.0646,192.46,10331.2002,1951.2,168.577,10.0137,1.6314,10.8119,15.3139,2771.8701,60.847,8.3413,10.3812,382.52,37.4891,20.301,216.089,10.0137,205.52,30.224,106.599,0.4952,1.2972,3.4508,2.6182,121.45,5577.2002,4.6658,110.048,781.91,4.8853,18.3894,3.4906,2109.3,24493.3008,11.331,74.586,10.0439,1.985,8.3017,38.118,2075.6599,10.4716,3253.7,25.258,2397.8799,5.6926,27224,642.957,3.8654,642.957,116.86
2012-03-27,1.336,110.867,1.9483,24.608,7.4355,0.8367,290.84,3.4521,0.6961,4.1254,4.3615,8.8963,1.2061,7.5758,7.4897,38.6653,2.3844,1.2685,2.4231,1.3244,8.4128,10.3763,12215,4.9558,68.096,1512.1801,16.908,4.086,1.6232,57.241,1.6791,40.94,10.126,1,4.9028,62.78,137.59,2.2704,5.8293,1.9458,2.5974,106.743,0.5005,1699.4399,1.644,8.9468,1.3167,9.4669,10553,2.5047,633.356,2280.1001,655.4,1.294,108.62,228.46,50.626,98.515,8.037,22.8717,2.353,2.3248,38.581,9506.7998,10.0673,24.723,53.272,1508.01,16009.7002,167.19,113.005,0.939,109.2,5204.7002,0.3699,1.0721,192.51,10333,1952.8,173.3,9.9253,1.6286,10.879,15.3852,2795.96,61.298,8.348,10.3916,382.17,37.39,20.364,216.568,9.9253,205.42,30.252,107.346,0.514,1.2989,3.4543,2.6381,122.23,5555.2998,4.8602,110.937,782.53,5.0024,17.831,3.4934,2111,24461.5996,11.34,74.647,9.9554,1.9998,8.3217,38.2053,2077.3301,10.4838,3271.5,25.212,2399.8101,5.7299,27265,642.957,3.8654,642.957,116.86
2012-03-28,1.3329,110.705,1.9483,24.54,7.4352,0.8353,291.12,3.4521,0.6968,4.1388,4.3668,8.904,1.2056,7.5983,7.4895,38.7153,2.383,1.2759,2.4248,1.3266,8.3959,10.3466,12175,4.9546,67.476,1512.65,16.928,4.0777,1.626,57.079,1.6758,40.918,10.1235,1,4.8925,63.37,137.8,2.2704,5.8261,1.9458,2.6075,107.413,0.4996,1700.74,1.651,9.0013,1.3285,9.4545,10740,2.5675,635.229,2302,661,1.305,108.84,230.53,51.316,98.228,8.023,23.077,2.3526,2.3474,37.674,9593.7002,10.123,24.954,53.753,1521.66,16117.9004,168.41,114.084,0.936,108.81,5251.7998,0.3691,1.0751,194.19,10424.2998,2002,172.92,9.8623,1.6369,10.878,15.4694,2778.48,61.077,8.4236,10.4829,382.95,37.26,20.362,218.887,9.8623,207.27,30.539,106.485,0.5129,1.3102,3.4863,2.6443,120.59,5579,4.8498,111.17,789.62,4.9938,17.892,3.5249,2130.1001,24269,11.443,75.322,9.8923,1.996,8.3835,38.4946,2098.71,10.577,3297.6001,25.375,2426.8999,5.7188,27464,642.957,3.8654,642.957,116.86
2012-03-29,1.3326,110.36,1.9483,24.651,7.4363,0.8383,292.59,3.4521,0.6997,4.1598,4.3697,8.8627,1.2053,7.637,7.5071,39.121,2.3746,1.282,2.4251,1.3292,8.3876,10.3438,12134,4.9625,67.584,1513.61,17.004,4.0811,1.6275,57.172,1.6758,40.991,10.2162,1,4.8929,63.3,137.84,2.2704,5.8232,1.9458,2.6193,107.361,0.4991,1699.7,1.6512,9.0224,1.3277,9.5044,10681,2.5039,634.84,2297.2,666.94,1.305,110.11,230.39,51.051,98.07,8.026,23.069,2.3603,2.346,41.388,9392.7002,10.1495,24.932,53.721,1520.73,16108.0996,168.6,114.021,0.9359,108.49,5248.6001,0.3694,1.0811,194.14,10417.2002,1995,171.98,9.9466,1.637,10.878,15.4555,2776.79,61.072,8.4185,10.4732,382.05,37.18,20.373,218.686,9.9466,207.54,30.524,106.62,0.5116,1.3097,3.4822,2.6589,120.58,5625.7002,4.8487,111.112,791.13,4.9906,17.856,3.5227,2128.8,24214.1992,11.436,75.276,9.9766,1.994,8.3918,38.4402,2097.4299,10.573,3291.6001,25.426,2425.4299,5.7169,27421,642.957,3.8654,642.957,116.86
2012-03-30,1.3314,109.536,1.9483,24.723,7.4375,0.8342,294.74,3.4521,0.6992,4.1554,4.38,8.8633,1.2055,7.6335,7.5087,39.2201,2.3756,1.2828,2.4221,1.3264,8.3884,10.3354,12155,4.9673,68.281,1515.05,17.045,4.0839,1.6282,57.127,1.6758,41.113,10.2597,1,4.8872,63.18,137.89,2.2704,5.8177,1.9458,2.5925,106.809,0.4989,1683.66,1.6464,8.9492,1.3209,9.5398,10666,2.5527,634.613,2305.8,655.86,1.298,108.28,229.2,51.021,98.138,8.015,22.9551,2.3587,2.3276,37.47,9338.0996,10.0248,24.81,53.444,1512.89,16025.4004,168.33,113.429,0.9329,108.32,5203.6001,0.3686,1.0689,193.22,10359.9004,1993,169.53,10.0425,1.6305,10.877,15.3958,2765.48,61.28,8.375,10.4199,380.75,37.04,20.333,216.232,10.051,206.68,30.371,107.4,0.511,1.3022,3.4628,2.6272,120.37,5560.1001,4.8443,111.269,787.72,4.9896,17.705,3.5047,2117.8,24103.3008,11.376,74.888,10.074,2.0003,8.3353,38.2494,2086.6699,10.5257,3294.7,25.228,2412.98,5.7124,27254,642.957,3.8654,642.957,116.86
2012-03-31,1.3314,109.536,1.9483,24.723,7.4375,0.8342,294.74,3.4521,0.6992,4.1554,4.38,8.8633,1.2055,7.6335,7.5087,39.2201,2.3756,1.2828,2.4221,1.3264,8.3884,10.3354,12155,4.9673,68.281,1515.05,17.045,4.0839,1.6282,57.127,1.6758,41.113,10.2597,1,4.8872,63.18,137.89,2.2704,5.8177,1.9458,2.5925,106.809,0.4989,1683.66,1.6464,8.9492,1.3209,9.5398,10666,2.5527,634.613,2305.8,655.86,1.298,108.28,229.2,51.021,98.138,8.015,22.9551,2.3587,2.3276,37.47,9338.0996,10.0248,24.81,53.444,1512.89,16025.4004,168.33,113.429,0.9329,108.32,5203.6001,0.3686,1.0689,193.22,10359.9004,1993,169.53,10.0425,1.6305,10.877,15.3958,2765.48,61.28,8.375,10.4199,380.75,37.04,20.333,216.232,10.051,206.68,30.371,107.4,0.511,1.3022,3.4628,2.6272,120.37,5560.1001,4.8443,111.269,787.72,4.9896,17.705,3.5047,2117.8,24103.3008,11.376,74.888,10.074,2.0003,8.3353,38.2494,2086.6699,10.5257,3294.7,25.228,2412.98,5.7124,27254,642.957,3.8654,642.957,116.86
2012-04-01,1.3314,109.536,1.9483,24.723,7.4375,0.8342,294.74,3.4521,0.6992,4.1554,4.38,8.8633,1.2055,7.6335,7.5087,39.2201,2.3756,1.2828,2.4221,1.3264,8.3884,10.3354,12155,4.9673,68.281,1515.05,17.045,4.0839,1.6282,57.127,1.6758,41.113,10.2597,1,4.8872,63.18,137.89,2.2704,5.8177,1.9458,2.5925,106.809,0.4989,1683.66,1.6464,8.9492,1.3209,9.5398,10666,2.5527,634.613,2305.8,655.86,1.298,108.28,229.2,51.021,98.138,8.015,22.9551,2.3587,2.3276,37.47,9338.0996,10.0248,24.81,53.444,1512.89,16025.4004,168.33,113.429,0.9329,108.32,5203.6001,0.3686,1.0689,193.22,10359.9004,1993,169.53,10.0425,1.6305,10.877,15.3958,2765.48,61.28,8.375,10.4199,380.75,37.04,20.333,216.232,10.051,206.68,30.371,107.4,0.511,1.3022,3.4628,2.6272,120.37,5560.1001,4.8443,111.269,787.72,4.9896,17.705,3.5047,2117.8,24103.3008,11.376,74.888,10.074,2.0003,8.3353,38.2494,2086.6699,10.5257,3294.7,25.228,2412.98,5.7124,27254,642.957,3.8654,642.957,116.86
2012-04-02,1.3358,110.68,1.9483,24.813,7.4412,0.8341,294.28,3.4516,0.6982,4.1371,4.3846,8.808,1.2038,7.5803,7.5112,39.1146,2.3776,1.2808,2.4341,1.3303,8.387,10.3696,12159,4.9467,67.863,1508.74,17.085,4.0816,1.6243,57.095,1.6739,41.124,10.1929,1,4.9002,63.31,137.8,2.2704,5.8382,1.9458,2.6167,107.535,0.4999,1682.6899,1.6509,8.9734,1.3264,9.53,10643,2.5014,637.182,2339.3999,657.48,1.303,108.93,230.16,51.001,98.107,8.031,23.053,2.3581,2.3437,37.947,9376.7998,10.0755,24.907,53.667,1519.22,16092.2002,168.26,113.908,0.9389,108.78,5225.3999,0.3697,1.08,194.27,10403.5,1967.4,170.97,10.0137,1.6332,10.865,15.4369,2765.04,60.997,8.4101,10.4635,382.34,37.2,20.394,217.136,10.017,207.27,30.502,106.688,0.5124,1.3082,3.4774,2.6635,120.78,5616.7002,4.854,111.334,790.34,4.999,17.687,3.5192,2126.7,24283.5996,11.424,75.201,10.0415,2.0055,8.3834,38.3532,2094.03,10.5721,3315,25.267,2423.03,5.7246,27400,642.957,3.8654,642.957,116.86
2012-04-03,1.3333,108.735,1.9483,24.725,7.4393,0.8312,293.75,3.4521,0.6989,4.1336,4.3771,8.7876,1.2036,7.5587,7.495,39.0331,2.3662,1.2783,2.4391,1.3198,8.3839,10.351,12114,4.9732,67.749,1499.5,16.954,4.0616,1.6153,56.704,1.6698,41.073,10.1857,1,4.8932,63.37,137.86,2.2704,5.8278,1.9458,2.6177,107.302,0.4993,1675.33,1.6473,9.1503,1.3269,9.5196,10621,2.5023,637.452,2334.3,660.99,1.304,108.51,230.24,51.02,98.145,8.019,23.061,2.354,2.3446,37.642,9353.7002,10.062,24.917,53.688,1519.8,16134.2998,168.22,113.952,0.9384,108.66,5227.3999,0.3686,1.0804,194.46,10404.7998,2000,170.79,9.9804,1.6348,10.882,15.4428,2766.0901,61.29,8.38,10.4675,382.48,37.06,20.254,219.42,9.986,207.12,30.517,106.875,0.5117,1.3085,3.4771,2.6394,120.7,5618.8999,4.8496,111.188,791.31,4.9917,17.666,3.5206,2127.5,24159.5,11.429,75.23,10.0101,2.0039,8.3866,38.3419,2090.8201,10.5808,3303,25.41,2423.95,5.7199,27411,642.957,3.8654,642.957,116.86
2012-04-04,1.3225,109.545,1.9483,24.609,7.4397,0.8313,293.96,3.4521,0.6975,4.1351,4.3728,8.7856,1.2046,7.5717,7.4915,38.661,2.359,1.2826,2.4109,1.3108,8.321,10.2675,12030,4.9379,66.808,1488.22,16.894,4.0292,1.6178,56.325,1.6604,40.801,10.2305,1,4.8589,63.27,137.71,2.2704,5.7884,1.9458,2.6048,107.319,0.496,1712.27,1.6448,8.9916,1.3271,9.5351,10782,2.5647,630.346,2316.8999,659.63,1.304,108.79,230.28,51.221,97.357,7.965,23.0719,2.3498,2.3449,37.781,9331.7002,10.0588,24.927,54.163,1520.03,16104.7998,168.14,113.962,0.932,108.08,5240.2002,0.3673,1.0739,194.51,10402.4004,2001,166.17,10.011,1.635,10.865,15.3751,2779.8501,60.687,1090.83,10.4697,383.88,36.79,20.209,220.787,10.002,207.25,30.534,106.665,0.5081,1.3087,3.4792,2.6398,119.62,5599.7002,4.8138,111.306,788.77,4.9565,17.666,3.5211,2127.8,24243.1992,11.43,75.241,10.0422,1.987,8.3746,38.3078,2093.8101,10.5718,3290.1001,25.447,2428.52,5.6787,27402,642.957,3.8654,642.957,116.86
2012-04-05,1.3144,108.35,1.9482,24.604,7.4397,0.8264,295.83,3.4521,0.6984,4.1503,4.3692,8.797,1.2032,7.5633,7.4597,38.7131,2.3564,1.2781,2.3972,1.3098,8.2665,10.2042,11963,4.9121,67.108,1484.84,16.798,4.0238,1.6104,56.013,1.6537,40.72,10.2764,1,4.8242,62.41,137.41,2.2704,5.7607,1.9458,2.5691,105.881,0.4922,1680.36,1.6326,8.8683,1.3092,9.5318,10663,2.5297,620.055,2278.3999,651.91,1.286,107.31,227.13,50.523,97.176,7.911,22.7629,2.3387,2.325,37.317,9218.5,9.9212,24.586,53.423,1499.23,15916.9004,168.14,112.409,0.9242,107.39,5160.7002,0.365,1.0592,192.11,10264.0996,2001,164.29,10.0672,1.6127,10.838,15.2602,2740.5701,61.104,1057.24,10.3266,377.97,36.72,20.043,218.232,10.0565,204.43,30.122,106.198,0.5057,1.291,3.4295,2.5989,118.4,5522.8999,4.7828,111.524,783.9,4.9256,17.662,3.4732,2098.7,23952.6992,11.274,74.213,10.0952,1.9902,8.2602,37.7804,2058.73,10.4337,3223,25.098,2395.47,5.6394,27022,642.957,3.8654,642.957,116.86
2012-04-06,1.3065,107.389,1.9482,24.587,7.4404,0.8251,294.91,3.4521,0.6982,4.152,4.3692,8.8189,1.2018,7.5629,7.4597,38.499,2.3432,1.2686,2.3972,1.297,8.2353,10.1413,11872,4.8839,66.61,1474.88,16.813,4.0238,1.6009,56.013,1.6451,40.72,10.2192,1,4.8242,62.41,137.41,2.2704,5.7607,1.9458,2.5691,105.881,0.4922,1680.36,1.6326,8.8683,1.3092,9.5318,10663,2.5297,620.055,2278.3999,651.91,1.286,107.31,227.13,50.523,97.176,7.911,22.7629,2.3387,2.325,37.317,9218.5,9.9212,24.586,53.423,1499.23,15916.9004,168.14,112.409,0.9242,107.39,5160.7002,0.365,1.0592,192.11,10264.0996,1960,164.29,10.0672,1.6127,10.838,15.2602,2740.5701,61.104,1057.24,10.3266,377.97,36.72,19.907,218.232,10.0565,204.43,30.122,106.198,0.5057,1.291,3.4295,2.5989,117.64,5522.8999,4.7828,111.524,783.9,4.8948,17.662,3.4732,2098.7,23952.6992,11.274,74.213,10.0952,1.9902,8.2602,37.7804,2058.73,10.4337,3223,25.098,2395.47,5.6065,27022,642.957,3.8654,642.957,116.86
