date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VND,XAF,XOF,XPF,ZMW,AMD,AOA,AZN,BTN,GEL,GMD,SBD,TJS,TMT,XDR,ANG,AWG,BTC,BYN,CDF,CLF,CNH,CUC,ERN,FKP,GGP,GIP,GYD,IMP,IRR,JEP,KGS,KMF,KPW,LRD,MNT,MRO,MRU,MZN,SHP,SLL,SRD,SSP,STD,STN,SYP,TOP,VEF,VES,VUV,WST,XAG,XAU,XCD,XPD,XPT,YER,ZWL
2020-06-29,1.124895,120.99455,1.959144,26.799498,7.4523,0.913876,356.456361,4.454405,4.84391,10.489337,1.069783,155.392995,10.874962,7.574372,78.912321,7.710424,1.636604,6.078708,1.536136,7.965494,8.71842,16286.229794,3.875747,84.921923,1349.311551,25.937683,4.820175,1.750129,56.008522,1.566996,34.736758,19.407251,1,4.131964,86.836444,124.257101,79.123314,1.950766,2.24979,95.511576,0.42474,2160.17554,1.124895,1.567332,7.784294,1.124895,13.212702,2.26911,924.101523,4233.338554,652.665479,28.966046,110.492811,200.23131,65.661786,145.030324,18.172904,38.262181,2.450809,6.512859,10843.606152,8.668,28.035834,123.682948,1338.625049,157.273718,0.797551,119.857562,4612.779387,0.346229,0.938165,455.553591,10163.426315,1702.89448,209.608635,19.379898,1.577701,10.921606,19.328205,4345.003958,61.656385,1554.05357,8.986872,44.939555,17.323384,830.311865,19.404439,435.896812,38.298255,135.924162,0.433067,1.124895,3.969754,3.918398,189.151094,7626.749399,4.095743,117.574025,1073.795065,4.219657,19.798495,62.206693,653.051496,9.85043,19.374451,3.221699,7.611741,33.152905,2607.506607,30.085006,4196.690332,47.357898,11458.350158,26183.718183,655.957,655.957,119.331742,20.428375,541.767686,651.286082,1.915134,84.952567,3.436554,58.100827,9.376729,11.601156,3.948382,0.816028,2.020655,2.024811,0.000122,2.703981,2162.849545,0.033364,7.960109,1.124895,16.876689,0.913876,0.913876,0.913876,235.42884,0.913876,47416.146534,0.913876,84.849596,491.241432,1012.405499,224.135366,3174.298715,401.587515,42.352297,78.870881,0.913876,10939.605635,8.389467,146.528823,24748.387064,24.74769,577.048351,2.574227,279522.506048,227282.799651,130.545287,3.04276,0.062956,0.000634,3.040085,0.000589,0.00138,281.561278,362.21619
2020-06-30,1.123531,121.284328,1.95553,26.671727,7.452269,0.906516,354.647576,4.446378,4.836576,10.469847,1.064101,155.395572,10.810889,7.568779,79.968667,7.698468,1.627914,6.138637,1.525095,7.938308,8.708208,16411.979014,3.889103,84.886699,1347.563076,25.860083,4.81433,1.741261,55.991354,1.565744,34.699649,19.501015,1,4.126954,86.771662,124.441933,79.083437,1.960534,2.247062,95.391494,0.423606,2157.52444,1.123531,1.569995,7.758718,1.123531,13.266333,2.264935,924.439924,4204.797581,651.462781,28.930923,110.836333,200.041002,65.575592,144.903801,18.144351,39.382529,2.441433,6.504524,10825.810733,8.652061,28.016394,122.944017,1339.871301,157.147117,0.796583,119.700992,4618.927283,0.345927,0.936447,456.144557,10149.63199,1702.318058,209.240774,19.501948,1.576553,10.913223,19.111029,4340.355981,61.632884,1540.527115,8.969683,45.109769,17.313613,827.320755,19.515733,435.010764,38.282234,135.881281,0.43252,1.123531,3.973704,3.883772,188.585556,7637.462859,4.090776,117.577519,1071.15326,4.214579,19.773457,62.159352,651.14457,9.832594,19.505163,3.215546,7.583698,33.043046,2604.344847,29.976532,4188.943527,47.263616,11443.217514,26009.23719,655.957,655.957,119.331742,20.403605,541.11076,650.440181,1.912812,84.924789,3.44924,57.974199,9.381003,11.581891,3.932358,0.815535,2.01694,2.022356,0.000123,2.720528,2160.096725,0.033361,7.943538,1.123531,16.856405,0.906516,0.906516,0.906516,234.953742,0.906516,47387.155553,0.906516,84.746713,492.837231,1011.177896,223.919691,3174.273777,401.100565,42.568396,78.759529,0.906516,10931.958263,8.379294,146.351147,24718.37814,24.661505,576.589045,2.578525,279183.568004,227012.823085,130.487031,3.03844,0.06178,0.000631,3.036399,0.000579,0.001354,281.275941,361.77698
2020-07-01,1.125235,120.910158,1.954059,26.620471,7.452271,0.901775,352.880915,4.47356,4.841098,10.471026,1.064295,155.777533,10.702571,7.564392,79.767965,7.70512,1.626664,5.983662,1.528575,7.956762,8.721145,16426.968179,3.882297,84.904658,1352.138636,25.51009,4.82332,1.736206,56.069223,1.568602,34.916324,19.177265,1,4.133011,86.924389,124.338467,79.353035,1.96541,2.25047,95.536513,0.424885,2161.199691,1.125235,1.571194,7.773711,1.125235,13.279367,2.269704,909.865275,4211.094103,652.854702,28.974801,110.723124,200.457095,65.616897,145.18914,18.14734,39.16943,2.440916,6.520737,10844.899401,8.668715,28.05211,123.181565,1342.152143,156.555301,0.797792,119.781266,4621.271611,0.346295,0.938207,457.901781,10168.313323,1705.193688,209.626434,19.332322,1.578796,10.934044,19.412423,4326.528571,61.624029,1532.793964,8.989118,45.180201,17.32862,828.355702,19.196509,436.458906,38.820607,136.131368,0.433196,1.125235,3.970954,3.879248,188.917516,7658.176443,4.097779,117.615188,1074.294144,4.220569,19.803976,62.253626,653.008138,9.853205,19.417499,3.224361,7.598287,33.133782,2609.419962,30.1772,4194.496679,47.504948,11460.518464,25998.327003,655.957,655.957,119.331742,20.43455,541.931436,657.643595,1.915713,85.082203,3.460098,58.062126,9.418831,11.603562,3.938322,0.817815,2.020791,2.025423,0.000122,2.734932,2166.827658,0.033228,7.953439,1.125235,16.881912,0.901775,0.901775,0.901775,235.415733,0.901775,47430.748141,0.901775,86.394987,492.402713,1012.711499,224.14684,3179.390522,401.708895,42.660014,78.919487,0.901775,10947.159068,8.392003,146.573111,24755.867275,24.777675,577.214935,2.575905,279606.991846,230345.174565,130.923422,3.043511,0.062452,0.000636,3.041004,0.000586,0.001365,281.730767,362.32567
2020-07-02,1.124181,120.88091,1.95617,26.595868,7.452003,0.901484,351.497601,4.463635,4.836226,10.468832,1.063207,156.373545,10.704607,7.562364,79.251386,7.702999,1.623137,6.025947,1.524777,7.944586,8.712737,16450.924131,3.869374,83.962251,1348.18503,25.24964,4.817676,1.726455,55.910032,1.567941,34.953591,19.07656,1,4.129116,86.777091,124.148058,79.344712,1.94964,2.248362,95.390834,0.423964,2158.522752,1.124181,1.566714,7.763299,1.124181,13.20331,2.266404,900.580548,4190.297726,655.12002,28.947655,110.450761,200.163691,65.62947,145.081644,18.121884,39.440516,2.434413,6.504069,10830.782168,8.657712,27.969599,123.01565,1340.423359,156.276711,0.797044,119.972572,4606.388581,0.345988,0.936859,457.397774,10159.638386,1702.183282,209.175109,19.15604,1.575976,10.896049,19.335867,4344.17705,61.632036,1532.978825,8.975066,44.798604,17.312384,828.961295,19.088589,435.939568,38.265393,135.377104,0.432835,1.124181,3.964768,3.914383,188.795223,7659.32784,4.093455,117.583688,1071.948919,4.216515,20.140823,62.167197,653.319522,9.837765,19.15604,3.206726,7.596541,33.09251,2606.975205,30.004898,4182.71014,47.440409,11449.263411,26172.488892,655.957,655.957,119.331742,20.415405,541.423702,656.971242,1.913918,84.60214,3.445614,57.974002,9.410006,11.589504,3.934632,0.815299,2.018149,2.023525,0.000123,2.725646,2165.353666,0.03297,7.946022,1.124181,16.86613,0.901484,0.901484,0.901484,235.216427,0.901484,47333.631312,0.901484,86.368738,492.8126,1011.762693,224.049191,3176.367106,401.332535,42.620134,78.854529,0.901484,10938.280397,8.38414,146.435787,24732.673581,24.715114,576.700405,2.571148,279345.028935,231034.360016,130.274746,3.040505,0.062664,0.000633,3.038155,0.000589,0.001387,281.410527,361.986208
2020-07-03,1.124733,120.916072,1.957205,26.675571,7.451636,0.900992,353.351704,4.462659,4.837476,10.479361,1.063597,156.529074,10.65735,7.555955,80.364301,7.719014,1.619486,5.978183,1.524069,7.947812,8.716714,16345.18052,3.863919,83.994431,1349.038309,25.178371,4.822293,1.721276,55.739556,1.569064,35.003247,19.1367,1,4.131144,86.8856,124.226746,79.473756,1.958072,2.249466,95.42584,0.424288,2148.239793,1.124733,1.568203,7.777371,1.124733,13.154563,2.267126,902.596212,4096.803549,654.17823,28.961872,110.729952,200.202452,65.85311,145.226028,18.136755,39.534361,2.423799,6.540322,10819.930267,8.660355,28.039592,123.061446,1338.432122,157.299214,0.797436,119.884832,4613.93544,0.346372,0.937286,457.818121,10170.959397,1703.970307,209.02885,19.165448,1.569002,10.898999,19.288962,4330.221572,61.712274,1534.114051,8.97822,44.899336,17.332134,826.678664,19.165448,436.396356,38.792037,135.075037,0.433055,1.124733,3.961309,3.877517,188.477112,7663.941376,4.095153,117.613317,1071.308064,4.219054,19.799459,62.225846,655.719267,9.8414,19.165448,3.211675,7.599403,33.12732,2608.255539,30.543573,4183.896977,47.457551,11450.90541,26070.40182,655.957,655.957,119.331742,20.425431,541.689605,657.237656,1.914858,84.421884,3.436059,58.024969,9.376844,11.592923,3.947813,0.815176,2.018821,2.025925,0.000124,2.741239,2149.364526,0.032787,7.950664,1.124733,16.874469,0.900992,0.900992,0.900992,235.308458,0.900992,47356.877742,0.900992,87.671993,492.801798,1012.259588,224.215477,3180.830913,401.529637,42.408053,78.9,0.900992,11004.183779,8.388258,146.507704,24681.594963,24.687887,576.864444,2.571238,279482.220493,231112.360814,130.560936,2.997864,0.062303,0.000634,3.039647,0.000584,0.001389,281.605048,362.163986
2020-07-04,1.1245,120.891012,1.9568,26.670042,7.450092,0.900756,353.278473,4.461734,4.836474,10.477189,1.063376,156.496634,10.655141,7.55439,80.347646,7.717414,1.61915,5.976944,1.523754,7.946165,8.714907,16341.793058,3.863118,83.977023,1348.758728,25.173153,4.821293,1.72092,55.728004,1.568739,35.000036,19.132734,1,4.130288,86.867593,124.201001,79.457285,1.957666,2.249,95.406064,0.4242,2147.79458,1.1245,1.567878,7.775759,1.1245,13.151837,2.266656,902.409154,4095.954506,654.042654,28.955869,110.707003,200.160961,65.839462,145.195931,18.132996,39.526167,2.423297,6.538966,10817.687887,8.65856,28.033781,123.035942,1338.154739,157.266614,0.79727,119.859987,4612.979224,0.3463,0.937091,457.72324,10168.851514,1703.617167,208.98553,19.161476,1.568677,10.89674,19.284964,4329.324154,61.699484,1533.796113,8.97636,44.890031,17.328542,826.507339,19.161476,436.305915,38.783997,135.047043,0.432965,1.1245,3.960488,3.876713,188.438051,7662.35306,4.094304,117.588942,1071.086041,4.21818,19.795356,62.21295,655.583372,9.83936,19.161476,3.211009,7.597828,33.120454,2607.714991,30.537243,4183.029884,47.447715,11448.532264,26064.998851,655.957,655.957,119.331742,20.421198,541.577343,657.101447,1.914461,84.404388,3.435347,58.012944,9.3749,11.59052,3.946994,0.815007,2.018402,2.025505,0.000123,2.740671,2148.91908,0.032753,7.949016,1.1245,16.871004,0.900756,0.900756,0.900756,235.259691,0.900756,47347.063251,0.900756,87.653827,492.699667,1012.049802,224.169009,3181.962242,401.446422,42.399264,78.883649,0.900756,10999.091978,8.386519,146.477341,24676.479819,24.68277,576.761426,2.570705,279424.299114,231064.463862,130.008351,3.011295,0.062291,0.000633,3.039017,0.000584,0.001388,281.546687,362.088929
2020-07-05,1.124533,120.937313,1.956336,26.683701,7.449726,0.901615,353.768476,4.462698,4.838283,10.47075,1.062858,156.487188,10.660576,7.556778,80.348259,7.717916,1.619449,5.950895,1.524029,7.946398,8.71541,16301.08342,3.863456,83.966513,1348.798277,25.17501,4.821435,1.720008,55.728633,1.567576,34.996397,19.197179,1,4.130409,86.846972,124.255994,79.45855,1.957724,2.249066,95.408861,0.424175,2157.7849,1.124533,1.567924,7.775987,1.124533,13.152222,2.266723,902.43798,4096.07461,654.061833,28.956718,110.71025,200.192562,65.631538,145.189964,18.133206,39.420082,2.42573,6.518874,10835.697422,8.658814,27.995293,123.03955,1340.754493,157.271226,0.797294,119.857266,4618.660403,0.346225,0.937119,457.736662,10163.072149,1702.058553,208.991658,19.153471,1.572023,10.905456,19.35293,4341.204879,61.701293,1533.841088,8.976623,44.892623,17.32905,827.999969,19.162038,436.317211,38.937022,134.283481,0.432971,1.124533,3.96127,3.924799,187.952897,7662.577741,4.094575,117.59239,1066.389926,4.218235,19.795104,62.214775,652.558024,9.839649,19.150685,3.211103,7.598051,33.12077,2605.059557,30.462967,4183.152542,47.744242,11445.516263,26065.310838,655.957,655.957,119.331742,20.421797,541.593223,657.120715,1.914517,83.927696,3.435448,58.014645,9.375175,11.59086,3.94711,0.815031,2.018461,2.021348,0.000124,2.740751,2170.349393,0.032754,7.948839,1.124533,16.871499,0.901615,0.901615,0.901615,235.26659,0.901615,47388.766292,0.901615,87.656037,492.714114,1012.079478,224.175582,3184.357167,401.458193,42.701968,78.888215,0.901615,10938.047939,8.386765,146.481636,24654.983285,24.683494,576.890791,2.570759,279432.492591,231109.508808,130.011546,3.011381,0.062284,0.000634,3.039106,0.000585,0.001382,281.554943,362.099547
2020-07-06,1.131055,121.447868,1.95435,26.683356,7.451503,0.905427,352.380153,4.465624,4.838653,10.456441,1.065567,157.00173,10.621312,7.557567,81.223088,7.760428,1.621119,6.058495,1.53149,7.938648,8.766976,16412.172073,3.9081,84.383996,1348.274032,25.264713,4.838087,1.725485,55.803788,1.574542,35.154883,19.210968,1,4.154591,87.215841,124.311707,80.02327,1.958349,2.26211,95.906156,0.426458,2175.03574,1.131055,1.574919,7.809811,1.131055,13.213096,2.279833,904.16442,4122.677597,658.997295,29.124664,110.617169,201.356062,65.930179,145.646216,18.159426,39.832492,2.440307,6.547652,10893.704413,8.709003,28.139465,123.75261,1348.52586,158.344978,0.801918,120.570452,4636.603778,0.348141,0.942508,460.391732,10220.430571,956.317886,210.146262,19.26528,1.584438,10.917818,19.472515,4362.99,61.612547,1547.250835,9.028774,44.891571,17.418246,832.375804,19.239244,437.617781,39.102379,135.059145,0.435429,1.131055,4.006856,3.916977,188.108275,7709.335784,4.118171,117.680607,1078.473063,4.242227,19.90555,62.490783,656.366871,9.89673,19.270487,3.217286,7.642096,33.263306,2622.916305,30.603066,4207.503004,48.414791,11525.490466,26204.485969,655.957,655.957,119.331742,20.54024,544.734393,651.955877,1.925621,84.41181,3.455373,58.498159,9.413847,11.649685,3.958692,0.820372,2.030203,2.035899,0.000122,2.760551,2192.536054,0.032901,7.933028,1.131055,16.96932,0.905427,0.905427,0.905427,236.633259,0.905427,47671.023138,0.905427,88.22681,493.535827,1017.949407,225.419293,3200.888135,403.786598,42.915694,79.303922,0.905427,11001.487302,8.435407,147.331211,24797.978958,24.713549,580.277637,2.583878,281053.164436,233867.91206,131.24929,3.004635,0.061751,0.000633,3.056732,0.000581,0.001372,283.159549,364.199677
2020-07-07,1.12738,121.257028,1.955581,26.725982,7.451202,0.89891,354.280981,4.475634,4.838489,10.441038,1.062557,157.19057,10.705104,7.546598,80.528967,7.733745,1.623036,6.06519,1.533983,7.907442,8.737588,16282.13534,3.881636,84.444743,1349.141084,25.728025,4.818986,1.7218,55.845566,1.573076,35.204126,19.352684,1,4.141092,86.898929,123.966735,79.90485,1.954599,2.25476,95.566109,0.425089,2168.094119,1.12738,1.573025,7.782084,1.12738,13.204779,2.270649,890.066169,4101.590638,656.661504,29.030031,110.370486,200.657627,65.747637,145.296651,18.072462,39.701177,2.436606,6.519769,10856.736043,8.678072,28.063653,123.362756,1343.900723,158.696567,0.799312,120.336523,4619.778965,0.347117,0.939158,462.388456,10186.859678,1708.188932,209.485762,19.27819,1.576407,10.881371,19.385881,4348.150631,61.613073,1538.950156,8.996754,44.926087,17.372923,829.9488,19.244374,436.942317,39.03509,135.016739,0.433956,1.12738,3.995516,3.925677,188.298839,7701.544206,4.10479,117.585717,1075.997221,4.228924,19.838245,62.31592,654.077871,9.861263,19.281296,3.214442,7.614998,33.181382,2613.57423,30.336991,4190.466361,48.673749,11492.88924,26161.021708,655.957,655.957,119.331742,20.201899,542.964423,648.870228,1.919364,84.38546,3.461056,58.285537,9.367659,11.603291,3.945829,0.816802,2.023018,2.029284,0.000122,2.754565,2185.696706,0.032569,7.920075,1.12738,16.914094,0.89891,0.89891,0.89891,235.768956,0.89891,74634.83357,0.89891,87.320631,491.819511,1014.641851,224.743148,3188.088476,402.474601,42.810215,79.101472,0.89891,11005.989995,8.407999,146.852497,24681.117344,24.661434,578.337639,2.569642,280139.95688,233896.520508,130.416198,2.971071,0.061688,0.000628,3.0468,0.000584,0.00134,282.239497,363.016307
2020-07-08,1.13327,121.584005,1.955818,26.64805,7.448757,0.898787,354.857435,4.475243,4.83861,10.403489,1.063475,158.102498,10.628205,7.539305,80.739141,7.772419,1.623596,6.056195,1.532153,7.93799,8.783239,16437.514703,3.908762,84.933529,1351.316813,25.714719,4.838496,1.724228,56.204714,1.577049,35.364257,19.204494,1,4.162727,87.201809,124.417287,80.320398,1.964358,2.26654,96.096706,0.42733,2180.530854,1.13327,1.580653,7.824369,1.13327,13.237771,2.284116,891.769979,4091.173654,660.798221,29.181702,110.635484,201.724966,66.106419,145.829183,18.154419,39.916875,2.428824,6.5567,10916.693881,8.72528,28.192956,124.067639,1351.321301,159.264402,0.803488,121.201083,4646.211803,0.348812,0.9444,465.019158,10247.068408,1715.186026,210.595718,19.267389,1.583675,10.925698,19.507292,4388.091559,61.619348,1542.872451,9.04569,45.387459,17.452359,833.958614,19.299588,439.300123,39.109148,135.994443,0.436297,1.13327,4.001939,3.924601,189.346037,7746.075479,4.126236,117.582429,1080.588383,4.25105,19.961176,62.641499,657.605991,9.91605,19.293923,3.216787,7.662064,33.269182,2628.053128,30.57524,4215.281906,49.494153,11548.112375,26163.228679,655.957,655.957,119.331742,20.368327,545.801222,648.23044,1.929392,84.999813,3.467806,58.607058,9.432283,11.679907,3.977778,0.82016,2.034031,2.039886,0.00012,2.76641,2197.8557,0.03261,7.931659,1.13327,17.002455,0.898787,0.898787,0.898787,236.978884,0.898787,47716.333317,0.898787,87.968995,492.575614,1019.942999,225.822948,3205.571273,404.57739,43.028669,79.564622,0.898787,11066.325386,8.451928,147.61975,24810.067545,24.761949,581.326086,2.58538,281603.590125,235120.531202,131.064729,2.995656,0.060459,0.000626,3.062719,0.000588,0.001329,283.657541,364.91294
2020-07-09,1.128733,121.005875,1.956474,26.648833,7.448411,0.895468,353.351151,4.468506,4.839332,10.429407,1.061255,158.69993,10.689168,7.534409,79.974945,7.746782,1.621764,6.02659,1.533337,7.894475,8.747809,16424.201146,3.892302,84.805811,1350.823102,25.549718,4.812355,1.718142,55.777249,1.571417,35.257239,19.019951,1,4.146064,86.942265,123.908025,79.993682,1.949678,2.257467,95.704193,0.425631,2173.214629,1.128733,1.570837,7.804605,1.128733,13.101162,2.275022,890.116946,4122.478214,658.16657,29.064888,110.474791,200.934996,65.842753,145.329342,18.048787,39.616685,2.432195,6.527224,10865.650639,8.682205,28.098384,123.791281,1346.173585,159.596971,0.800272,120.729335,4632.648693,0.347409,0.940524,464.330605,10203.562135,1711.242933,209.816719,19.019159,1.57822,10.882521,19.336009,4348.277936,61.631032,1543.996564,9.009532,45.093336,17.382496,830.640216,19.222331,437.086261,39.12147,135.309463,0.434505,1.128733,3.96613,3.938206,188.614622,7710.266288,4.109719,117.591456,1076.531129,4.233315,19.883237,62.390744,654.984645,9.875839,19.222331,3.214069,7.631552,33.2254,2617.361417,30.403497,4181.688836,49.28551,11510.884118,26248.265194,655.957,655.957,119.331742,20.40053,543.61637,652.361684,1.921669,84.568485,3.459568,58.411959,9.410197,11.63359,3.961855,0.815591,2.02589,2.03172,0.000122,2.744317,2199.837072,0.032489,7.898218,1.128733,16.934358,0.895468,0.895468,0.895468,236.003155,0.895468,47525.32398,0.895468,87.487782,492.692038,1015.860149,224.98476,3197.403599,402.957859,42.932369,79.257411,0.895468,11029.264777,8.418094,147.028826,24713.80847,24.549954,579.073142,2.570988,280476.325914,234179.339508,130.490604,2.992337,0.060511,0.000626,3.050459,0.000578,0.001348,282.522055,363.452187
2020-07-10,1.13006,120.826011,1.955682,26.664895,7.448903,0.895342,353.268043,4.466929,4.842194,10.388477,1.063808,159.225448,10.654149,7.523932,79.931966,7.756732,1.626454,6.02136,1.536356,7.912454,8.759513,16270.619074,3.906561,84.933837,1356.817787,25.368541,4.820836,1.718984,55.917718,1.571512,35.412548,18.954936,1,4.150767,87.071126,124.052332,80.122805,1.956021,2.26012,95.905828,0.426041,2176.495476,1.13006,1.571353,7.799159,1.13006,13.141478,2.276721,895.459035,4078.386383,658.66419,29.099044,110.350355,201.150672,66.068955,145.528771,18.077958,39.77811,2.440929,6.531747,10865.526481,8.688646,28.172396,123.746018,1344.771348,159.389468,0.801213,121.080015,4633.245821,0.347812,0.941292,467.165103,10229.302726,1710.669211,209.917512,18.973707,1.573753,10.882477,19.279467,4342.255383,61.620997,1540.639028,9.018155,45.134596,17.402924,833.419218,19.039627,437.898233,39.043571,135.876752,0.435022,1.13006,3.961425,3.920178,188.09848,7732.53721,4.114548,117.723996,1073.556959,4.238875,19.902937,62.492316,657.694895,9.882961,19.108859,3.213326,7.637343,33.311908,2620.609039,30.471063,4204.174348,49.343429,11526.611556,26192.975151,655.957,655.957,119.331742,20.506095,544.255214,647.761668,1.923927,84.924594,3.469284,58.480603,9.421255,11.642333,3.966511,0.815803,2.027497,2.034108,0.000122,2.759055,2192.316316,0.032646,7.927032,1.13006,16.954404,0.895342,0.895342,0.895342,236.212943,0.895342,47581.174467,0.895342,87.593017,492.42323,1017.053961,225.221001,3201.384025,403.431404,42.60326,79.426264,0.895342,11045.051217,8.427987,147.20161,24742.851475,24.748313,579.809398,2.578006,280805.934172,238901.701202,130.741692,2.999224,0.060383,0.000628,3.054044,0.000573,0.001366,282.854067,363.879306
2020-07-11,1.13,120.802644,1.955917,26.67026,7.448508,0.895227,353.338024,4.465647,4.841937,10.395661,1.063579,159.216999,10.652397,7.524896,79.927724,7.75632,1.625899,6.021041,1.5355,7.912034,8.759048,16236.183958,3.906353,84.970914,1356.700589,25.36172,4.82058,1.718893,55.90227,1.571943,35.410668,18.95462,1,4.15049,86.978484,124.074897,80.076414,1.956696,2.26,95.938928,0.426019,2176.379983,1.13,1.571896,7.801852,1.13,13.146017,2.277508,895.411993,4094.111499,658.891911,29.0975,110.344499,201.148938,65.839135,145.584499,18.076999,39.86354,2.42498,6.519484,10864.949915,8.691646,27.961371,123.739452,1348.876038,159.444579,0.80117,121.07359,4632.999964,0.347794,0.941617,467.326582,10215.066695,1708.658056,209.990013,19.12086,1.574297,10.909427,19.349362,4369.885463,61.642278,1541.168579,9.020191,45.150092,17.402,830.34573,19.038617,437.833699,39.0415,135.769047,0.434999,1.13,3.957451,3.912331,187.731267,7735.255691,4.11433,117.717749,1080.747521,4.240176,19.90188,62.489,653.688775,9.886374,19.115458,3.213155,7.639981,33.31014,2620.469979,30.481587,4203.951259,49.340811,11527.165746,26191.585252,655.957,655.957,119.331742,20.513176,544.226334,647.727295,1.923825,84.855448,3.4691,58.4775,9.420755,11.646353,3.9663,0.815881,2.028197,2.034,0.000122,2.737811,2212.347289,0.032662,7.926611,1.13,16.953524,0.895227,0.895227,0.895227,236.294545,0.895227,47578.649627,0.895227,87.589284,492.3971,1016.999992,225.20905,3199.008251,403.409997,43.512253,79.422049,0.895227,11044.465346,8.42754,147.193799,24741.538524,24.747,579.780919,2.577869,280791.033533,238889.024163,130.214,3.010341,0.060379,0.000628,3.053881,0.000573,0.001366,282.839058,363.859997
2020-07-12,1.131602,120.959999,1.959116,26.671926,7.447858,0.895467,353.597462,4.465427,4.844163,10.405217,1.064167,159.359921,10.677418,7.538239,80.106288,7.768098,1.626462,6.028041,1.537405,7.923367,8.771718,16302.849865,3.911802,85.080931,1358.678517,25.406728,4.827416,1.720009,55.890363,1.573658,35.453538,19.034074,1,4.156347,87.154714,124.245006,80.04258,1.959471,2.263205,96.074976,0.426692,2178.433732,1.131602,1.574125,7.812915,1.131602,13.164659,2.280737,896.683592,4092.317958,659.826263,29.138762,110.500975,201.43239,65.977827,145.737069,18.069118,39.902536,2.431587,6.531116,10900.265357,8.703971,28.042987,123.964307,1349.952439,159.670682,0.802306,121.229336,4661.428274,0.348079,0.942952,467.989281,10232.294857,1711.627204,210.287793,19.062473,1.576529,10.919384,19.333505,4370.502246,61.729688,1543.354057,9.032983,45.242611,17.426678,832.129927,18.976972,438.462847,39.26099,135.961576,0.435852,1.131602,3.963817,3.919409,188.06903,7746.22479,4.120082,117.884681,1080.828531,4.244414,19.940275,62.577613,656.206489,9.900394,19.109446,3.217712,7.650815,33.352096,2623.982711,30.524812,4177.456502,49.408386,11543.278523,26180.163001,655.957,655.957,119.331742,20.542265,544.998082,648.645815,1.926553,84.975779,3.474019,58.560424,9.434115,11.662868,3.971925,0.817038,2.031073,2.036884,0.000122,2.741694,2205.396604,0.032708,7.927667,1.131602,16.977566,0.895467,0.895467,0.895467,236.629626,0.895467,47646.119267,0.895467,87.713491,493.095351,1018.442165,225.528411,3203.253489,403.982059,43.269774,79.578801,0.895467,11060.127121,8.439491,147.402529,24776.623645,24.782093,580.257947,2.581576,281189.213598,244128.214634,130.398063,3.014614,0.060158,0.000628,3.058212,0.000573,0.001363,283.240142,364.375974
2020-07-13,1.134529,121.729324,1.953834,26.672047,7.445349,0.903489,355.572835,4.491739,4.842738,10.425757,1.068543,159.582895,10.718579,7.533729,80.332164,7.783438,1.634156,6.129861,1.543875,7.938756,8.793567,16327.486858,3.899945,85.320689,1365.76909,25.780364,4.838768,1.734593,56.103951,1.577291,35.608526,19.104196,1,4.167353,87.539311,124.115689,80.738552,1.958617,2.269059,96.196041,0.427811,2184.450291,1.134529,1.576155,7.844729,1.134529,13.145441,2.286682,895.937224,4090.111752,661.552618,29.21413,110.701699,201.990506,66.203895,145.860762,18.119454,40.005399,2.452058,6.546463,10927.523101,8.73529,28.20607,124.818747,1352.631561,161.093077,0.804381,121.513142,4669.437891,0.349219,0.945433,467.851288,10260.966705,1717.350618,210.895028,18.997765,1.583139,10.91214,19.209883,4380.213122,61.618491,1547.390381,9.056108,45.335793,17.483097,833.801813,19.003366,439.642915,39.318819,136.463941,0.436791,1.134529,3.973358,3.967481,189.447527,7789.742019,4.130821,117.582619,1082.799056,4.255943,19.984726,62.739472,657.91847,9.926944,19.001243,3.220362,7.670802,33.319764,2631.038862,30.744274,4203.684585,49.549152,11571.337329,26262.449279,655.957,655.957,119.331742,20.510945,546.407733,650.323553,1.931536,85.290003,3.483005,58.79131,9.472835,11.694637,3.970852,0.819109,2.036355,2.042153,0.000123,2.742703,2193.931153,0.032686,7.944859,1.134529,17.021181,0.903489,0.903489,0.903489,237.219292,0.903489,47769.357152,0.903489,87.88273,492.385664,1021.076391,226.083272,3213.966344,405.026968,43.094021,79.80052,0.903489,11088.734097,8.46132,147.78379,24752.681144,24.732739,582.039378,2.588861,281916.516569,244734.607731,131.289988,3.008983,0.059384,0.000629,3.066122,0.000573,0.001363,284.029372,365.318442
