date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,AWG,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BYN,BZD,CDF,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,GYD,HNL,HTG,IQD,IRR,ISK,JMD,JOD,KES,KHR,KMF,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,MZN,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SLL,SOS,STD,SVC,SYP,SZL,TMT,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XCD,XOF,XPF,YER,ZMW,CUC
2018-07-14,1.1666,131.427,1.9485,25.9244,7.4548,0.8851,324.341,4.3197,4.6519,10.3525,1.1697,9.4597,7.397,72.6,5.6783,1.5749,4.5244,1.5356,7.7666,9.1525,16790,4.2411,79.8,1309.1,22.1277,4.7096,1.7223,62.148,1.5907,38.739,15.5321,1,4.2815,84.13,123.35,2.0908,31.719,2.0678,1.9458,2.2841,96.271,0.4392,2027.9,1.1632,0.8339,7.8579,1.1591,11.887,2.2926,2.2939,1843.21,747.81,3327,647.46,1.136,110.27,203.07,57.121,136.83,20.852,31.869,2.4308,5.5491,55.2147,10439.5,8.5389,234.064,27.431,75.978,1361.4,50280,125.06,150.23,0.82,115.56,4626.2998,491.776,0.3519,0.9518,398.7,9575.7998,1766,182.26,184.613,15.494,1.5678,10.754,19.169,3906.1001,61.125,1639.7,9.2266,411.806,38.85,17.75,837.91,68.2804,15.494,352.9,36.501,126.14,0.4475,1.1412,3.8224,3.7589,141.55,6527.3999,4.0959,117.99,1004.5,4.369,14.792,20.94,8930.2402,634.6,23331.8008,9.964,599.627,15.524,3.9781,3.0835,7.7097,34.662,2646.7,30.288,4333.7998,35.906,9060.7998,139800,26477,655.96,3.1359,655.96,119.26,291.414,11.512,
2018-07-15,1.1666,131.427,1.9485,25.9244,7.4548,0.8851,324.341,4.3197,4.6519,10.3525,1.1697,9.4597,7.397,72.6,5.6783,1.5749,4.5244,1.5356,7.7666,9.1525,16790,4.2411,79.8,1309.1,22.1277,4.7096,1.7223,62.148,1.5907,38.739,15.5321,1,4.2815,84.13,123.35,2.0908,31.719,2.0678,1.9458,2.2841,96.271,0.4392,2027.9,1.1632,0.8339,7.8579,1.1591,11.887,2.2926,2.2939,1843.21,747.81,3327,647.46,1.136,110.27,203.07,57.121,136.83,20.852,31.869,2.4308,5.5491,55.2147,10439.5,8.5389,234.064,27.431,75.978,1361.4,50280,125.06,150.23,0.82,115.56,4626.2998,491.776,0.3519,0.9518,398.7,9575.7998,1766,182.26,184.613,15.494,1.5678,10.754,19.169,3906.1001,61.125,1639.7,9.2266,411.806,38.85,17.75,837.91,68.2804,15.494,352.9,36.501,126.14,0.4475,1.1412,3.8224,3.7589,141.55,6527.3999,4.0959,117.99,1004.5,4.369,14.792,20.94,8930.2402,634.6,23331.8008,9.964,599.627,15.524,3.9781,3.0835,7.7097,34.662,2646.7,30.288,4333.7998,35.906,9060.7998,139800,26477,655.96,3.1359,655.96,119.26,291.414,11.512,
2018-07-16,1.1679,131.25,1.9485,25.8747,7.4534,0.8829,322.99,4.311,4.6498,10.3821,1.1704,9.4825,7.395,72.9975,5.6698,1.5741,4.4971,1.5362,7.8089,9.1654,16773,4.247,79.962,1319.1,22.0727,4.7165,1.7261,62.404,1.5948,38.879,15.4856,1,4.2894,83.86,123.42,2.1039,31.843,2.0695,1.9458,2.2767,95.617,0.4394,2021.4,1.1594,0.8332,7.8324,1.1554,11.799,2.2939,2.2865,1846.47,740.51,3291.7,645.39,1.132,110.27,202.41,56.938,137.16,20.879,31.776,2.4315,5.5285,55.3239,10406.0996,8.5124,233.36,27.343,76.611,1357,50442.1016,124.83,150.43,0.8215,115.66,4613.6001,491.749,0.3532,0.9487,395.27,9544.5996,1764,181.91,185.698,15.284,1.5678,10.762,19.107,3893.5,61.227,1632.7,9.1974,411.104,38.58,17.763,837.2,68.2293,15.284,352.64,36.384,125.63,0.4483,1.1374,3.8151,3.7461,141.88,6502.2002,4.0824,117.94,1001.4,4.3772,14.824,20.951,8934.5195,632.5,23358.1992,9.931,600.306,15.314,3.9709,3.0796,7.6847,34.646,2649.5,30.19,4267.6001,35.883,9047.5,139800,26395,655.96,3.1395,655.96,119.26,291.802,11.464,
2018-07-17,1.1709,131.577,1.9484,25.8601,7.4528,0.8846,322.718,4.3021,4.6503,10.3254,1.1671,9.4875,7.3947,72.958,5.6822,1.5791,4.5141,1.5381,7.8233,9.1896,16827,4.2401,80.189,1320.1,22.052,4.7172,1.7258,62.465,1.5945,38.929,15.4692,1,4.2977,84.64,123.55,2.1095,32.009,2.0755,1.9458,2.2951,97.201,0.4403,2037.7,1.1686,0.8357,7.9251,1.1646,11.808,2.3045,2.3049,1851.27,748.04,3299.8999,650.21,1.142,110.27,204.05,57.394,137.04,20.931,32.031,2.4341,5.5738,55.5146,10489.5996,8.5783,235.688,27.564,78.062,1368,50760.5,124.67,150.34,0.8231,115.54,4629,491.798,0.3537,0.9563,398.3,9621.9004,1770,183.78,187.117,15.237,1.5803,10.771,19.26,3921.7,61.123,1647.5,9.2716,412.173,38.66,17.808,839.71,68.2896,15.237,354.67,36.675,126.97,0.4491,1.1466,3.8246,3.7763,142.29,6566.8999,4.1158,117.95,1009.5,4.3857,14.851,21.039,8963.5996,637.8,23418.9004,10.012,601.867,15.267,3.9929,3.0899,7.7466,34.777,2663.3,30.414,4272.3999,36.147,9119.2002,140170,26606,655.96,3.1476,655.96,119.26,292.502,11.602,
2018-07-18,1.1653,131.688,1.9481,25.8439,7.4534,0.8892,323.109,4.2956,4.6443,10.3001,1.1657,9.5029,7.3874,73.009,5.5935,1.5795,4.4676,1.5385,7.8068,9.1447,16750,4.2312,79.658,1311.4,22.0115,4.7027,1.7209,62.129,1.5908,38.819,15.4739,1,4.2787,84.74,123.6,2.0995,32.061,2.0655,1.9458,2.2954,97.213,0.4383,2038,1.1687,0.8319,7.8968,1.1647,11.834,2.3015,2.3052,1842.38,747.79,3319.3999,650.2,1.142,110.27,204.07,57.494,136.8,20.833,32.038,2.4272,5.5777,55.2947,10490.9004,8.5793,233.764,27.568,78.072,1368.1,50598.3984,124.03,150.85,0.8195,115.02,4653.7998,491.592,0.3519,0.9564,399.69,9622,1760,183.8,187.676,15.322,1.5797,10.747,19.251,3922.2,61.12,1655.9,9.2725,410.194,38.59,17.74,835.83,67.8452,15.322,355.5,36.72,126.61,0.4472,1.1467,3.807,3.7768,148.85,6571.6001,4.1168,117.85,1009.8,4.3662,14.782,21.041,8920.5596,637.9,23306.5,10.012,598.977,15.352,3.9738,3.086,7.7476,34.786,2649.8999,30.447,4316.7998,36.152,9098.7998,139580,26609,655.96,3.1325,655.96,119.26,291.098,11.697,
2018-07-19,1.1646,131.344,1.9483,25.8365,7.4525,0.8904,324.004,4.3096,4.6476,10.3187,1.1631,9.5143,7.391,73.387,5.585,1.5739,4.4799,1.5333,7.8144,9.1401,16780,4.2336,79.837,1316.8,22.0106,4.7196,1.7142,62.108,1.5897,38.769,15.4503,1,4.2745,84.19,123.5,2.0989,32.166,2.063,1.9458,2.2762,96.405,0.4377,2021.2,1.1592,0.8318,7.8307,1.1552,11.809,2.3119,2.286,1841.1801,746.01,3285.5,644.9,1.132,110.27,202.37,57.135,136.85,20.818,31.507,2.423,5.5361,55.3983,10408.5996,8.5048,233.565,27.337,77.427,1356.7,50658.6016,124.04,150.96,0.8186,115.08,4617.2998,492.029,0.3518,0.9485,397.98,9544.2998,1755,182.21,186.971,15.266,1.5647,10.74,19.079,3889.8,61.124,1648.6,9.1966,409.927,38.73,17.709,835.76,67.6612,15.266,352.11,36.44,125.91,0.4468,1.1372,3.8114,3.7453,149.15,6518.2998,4.0815,117.91,1001.5,4.3619,14.766,20.869,8914.7402,632.3,23291.3008,9.929,598.586,15.296,3.9712,3.0782,7.6831,34.611,2647.3,30.283,4307.3999,35.771,9015.9004,139500,26388,655.96,3.1305,655.96,119.26,290.966,11.543,
2018-07-20,1.1655,130.961,1.9482,25.9056,7.4514,0.8949,326.17,4.3407,4.6477,10.3697,1.164,9.584,7.3923,74.142,5.6023,1.583,4.46,1.5454,7.8836,9.1479,16790,4.2415,80.366,1321.7,22.1839,4.7249,1.727,62.348,1.5954,38.959,15.7799,1,4.2771,84.11,123.34,2.1015,32.316,2.0647,1.9458,2.271,96.183,0.4379,2016.7,1.1566,0.8284,7.8126,1.1526,11.85,2.3261,2.2807,1841.51,742.91,3272.8,643.68,1.13,110.27,201.9,57.085,136.86,20.83,31.708,2.4316,5.5119,55.4668,10383.7998,8.488,233.942,27.272,77.25,1353.6,50699.8984,123.85,150.71,0.8191,115.38,4606.7002,492.78,0.3521,0.9463,398.41,9522.2002,1754,182.03,177.508,15.402,1.5689,10.741,19.024,3875.1001,61.126,1644.9,9.1749,410.261,38.58,17.695,832.39,67.5416,15.402,416.47,36.357,126.26,0.447,1.1346,3.8041,3.7367,148.92,6508.1001,4.072,117.85,999.25,4.3666,14.776,20.822,8922.0195,630.8,23310.3008,9.907,599.075,15.432,3.9627,3.0786,7.6655,34.621,2639,30.359,4291.7998,35.561,8995.5,138850,26330,655.96,3.133,655.96,119.26,291.029,11.354,
2018-07-21,1.1655,130.961,1.9482,25.9056,7.4514,0.8949,326.17,4.3407,4.6477,10.3697,1.164,9.584,7.3923,74.142,5.6023,1.583,4.46,1.5454,7.8836,9.1479,16790,4.2415,80.366,1321.7,22.1839,4.7249,1.727,62.348,1.5954,38.959,15.7799,1,4.2771,84.11,123.34,2.1015,32.316,2.0647,1.9458,2.271,96.183,0.4379,2016.7,1.1566,0.8284,7.8126,1.1526,11.85,2.3261,2.2807,1841.51,742.91,3272.8,643.68,1.13,110.27,201.9,57.085,136.86,20.83,31.708,2.4316,5.5119,55.4668,10383.7998,8.488,233.942,27.272,77.25,1353.6,50699.8984,123.85,150.71,0.8191,115.38,4606.7002,492.78,0.3521,0.9463,398.41,9522.2002,1754,182.03,177.508,15.402,1.5689,10.741,19.024,3875.1001,61.126,1644.9,9.1749,410.261,38.58,17.695,832.39,67.5416,15.402,416.47,36.357,126.26,0.447,1.1346,3.8041,3.7367,148.92,6508.1001,4.072,117.85,999.25,4.3666,14.776,20.822,8922.0195,630.8,23310.3008,9.907,599.075,15.432,3.9627,3.0786,7.6655,34.621,2639,30.359,4291.7998,35.561,8995.5,138850,26330,655.96,3.133,655.96,119.26,291.029,11.354,
2018-07-22,1.1655,130.961,1.9482,25.9056,7.4514,0.8949,326.17,4.3407,4.6477,10.3697,1.164,9.584,7.3923,74.142,5.6023,1.583,4.46,1.5454,7.8836,9.1479,16790,4.2415,80.366,1321.7,22.1839,4.7249,1.727,62.348,1.5954,38.959,15.7799,1,4.2771,84.11,123.34,2.1015,32.316,2.0647,1.9458,2.271,96.183,0.4379,2016.7,1.1566,0.8284,7.8126,1.1526,11.85,2.3261,2.2807,1841.51,742.91,3272.8,643.68,1.13,110.27,201.9,57.085,136.86,20.83,31.708,2.4316,5.5119,55.4668,10383.7998,8.488,233.942,27.272,77.25,1353.6,50699.8984,123.85,150.71,0.8191,115.38,4606.7002,492.78,0.3521,0.9463,398.41,9522.2002,1754,182.03,177.508,15.402,1.5689,10.741,19.024,3875.1001,61.126,1644.9,9.1749,410.261,38.58,17.695,832.39,67.5416,15.402,416.47,36.357,126.26,0.447,1.1346,3.8041,3.7367,148.92,6508.1001,4.072,117.85,999.25,4.3666,14.776,20.822,8922.0195,630.8,23310.3008,9.907,599.075,15.432,3.9627,3.0786,7.6655,34.621,2639,30.359,4291.7998,35.561,8995.5,138850,26330,655.96,3.133,655.96,119.26,291.029,11.354,
2018-07-23,1.1742,130.392,1.9482,25.8424,7.4521,0.893,324.989,4.319,4.6524,10.3832,1.1636,9.5808,7.2415,74.4083,5.6102,1.5797,4.4111,1.5402,7.9258,9.2158,16639.8008,4.2573,80.483,1288.7,22.333,4.6518,1.7212,60.926,1.598,39.099,15.7254,1,4.1894,84.51,123.45,2.1016,32.227,2.0801,1.9458,2.2819,96.646,0.4277,2026.3,1.162,1.5701,7.8504,1.158,11.907,2.325,2.2917,1855.22,759.41,3307.5,646.96,1.135,110.27,202.88,57.359,137.52,20.955,31.596,2.4636,5.5381,55.8563,10433.2002,8.5291,233.969,27.401,77.619,1360.1,51171.3008,124.25,151.23,0.8069,116.03,4628.8999,496.448,0.3539,0.9508,400.74,9568.4004,1722.7,182.85,178.829,15.513,1.5773,10.765,19.15,3884.8999,61.194,1666.1,9.2189,413.315,39.194,17.695,841.8,67.8917,15.513,418.16,36.531,126.75,0.4345,1.14,3.7349,3.768,148.92,6552.7002,4.0919,116.8,1004.1,4.2943,15.615,20.998,8988.4297,634,23483.8008,9.954,603.534,15.543,3.9922,3.0845,7.7024,34.749,2602.8,30.504,4308.7998,35.72,9038.0996,138850,26459,655.96,3.1563,655.96,119.26,293.196,11.426,
2018-07-24,1.1694,130.334,1.9483,25.8141,7.4497,0.8924,326.161,4.3267,4.6436,10.3585,1.1614,9.5821,7.398,73.659,5.5389,1.5844,4.4179,1.54,7.9323,9.1768,16743.1992,4.2576,80.434,1323.7,22.1152,4.7537,1.7231,62.495,1.5965,39.059,15.7373,1,4.2921,84.98,123.35,2.1075,32.287,2.0716,1.9458,2.2946,97.181,0.4395,2037.7,1.1684,0.8352,7.8942,1.1644,11.941,2.3167,2.3045,1847.67,759.9,3313,650.17,1.141,110.27,204,57.569,137.09,20.915,32.039,2.4331,5.5976,55.6056,10489.7998,8.5736,234.654,27.551,78.046,1367.7,51138.3984,124.24,150.85,0.822,115.62,4652.2002,494.428,0.3533,0.9562,401.79,9620,1732.3,183.33,178.102,15.568,1.58,10.747,19.215,3894.6001,61.126,1673,9.2688,411.633,38.6,17.695,839.21,67.5453,15.568,418.11,36.732,127.28,0.4486,1.1464,3.8356,3.7755,150.05,6593,4.115,117.88,1009.8,4.3799,14.831,21.035,8951.8604,637.6,23388.3008,10.01,601.078,15.605,3.976,3.0836,7.745,34.908,2661.8,30.677,4318.3999,35.988,9087.4004,138850,26805,655.96,3.1435,655.96,119.26,292.002,11.487,
2018-07-25,1.1686,129.985,1.9484,25.6654,7.4503,0.8884,325.623,4.3017,4.6242,10.303,1.1608,9.5541,7.3993,74.05,5.7023,1.5735,4.3748,1.5365,7.9255,9.1667,16788.9004,4.2648,80.489,1317.7,22.0313,4.7392,1.7168,62.108,1.5926,38.939,15.5162,1,4.2894,84.42,123.36,2.1063,32.11,2.0701,1.9458,2.2945,97.174,0.4392,2037.6,1.1683,0.834,7.8936,1.1643,11.878,2.3178,2.3043,1846.3101,761.54,3355.3999,650.74,1.141,110.27,203.99,57.478,137.03,20.89,32.04,2.4433,5.6324,55.5646,10489.0996,8.573,234.248,27.546,77.896,1367.6,51182.6016,123.85,152.69,0.8215,115.55,4651.8999,494.064,0.3531,0.9561,401.41,9622.2998,1732.2,183.35,177.97,15.354,1.5791,10.739,19.202,3891.3999,61.127,1670.5,9.2662,411.33,38.29,17.695,837.99,67.4021,15.354,420.42,36.841,127.32,0.4482,1.1463,3.8215,3.7753,149.8,6604.8999,4.1147,117.92,1009.8,4.3771,14.827,21.033,8945.2598,637.6,23371,10.009,600.636,15.392,3.9731,3.0821,7.7445,34.852,2652.8999,30.845,4288.7998,35.751,9088.5996,138850,26834,655.96,3.1413,655.96,119.26,291.787,11.481,
2018-07-26,1.1738,130.096,1.9482,25.6097,7.4507,0.8892,325.071,4.2952,4.6169,10.2651,1.1632,9.5389,7.4009,73.735,5.6287,1.5735,4.3241,1.5302,7.9346,9.2077,16677.6992,4.2607,80.592,1309.1,21.9123,4.7202,1.7147,62.295,1.5934,38.949,15.3815,1,4.3081,84.47,123.4,2.1149,32.127,2.0793,1.9458,2.2904,97.004,0.4408,2034.6,1.1663,0.8336,7.8797,1.1623,11.82,2.329,2.3002,1854.53,751.58,3335.6001,649.56,1.139,110.27,203.63,57.377,137.5,20.982,31.73,2.4304,5.5992,55.8118,10469.7002,8.5579,234.774,27.496,77.409,1365.2,51410.3008,122.25,152.49,0.8251,116.06,4650.2002,496.262,0.3541,0.9544,401.77,9605.2002,1729.1,183.12,178.762,15.26,1.5814,10.757,19.128,3878.8,61.126,1674.6,9.2486,413.16,38.69,17.695,837.63,67.655,15.26,419.69,36.776,126.83,0.4503,1.1443,3.8203,3.7686,150.82,6577.5,4.1073,117.88,1011,4.3962,14.896,20.997,8985.0596,636.4,23475,9.991,603.308,15.29,3.9908,3.0859,7.7309,34.737,2655.6001,30.838,4281.2998,35.747,9072.9004,138850,26748,655.96,3.1553,655.96,119.26,293.085,11.614,
2018-07-27,1.1643,129.403,1.9487,25.6212,7.4499,0.8881,323.47,4.2888,4.6318,10.2569,1.1573,9.5306,7.4,73.288,5.6687,1.5778,4.3574,1.5212,7.8995,9.1362,16704.5,4.2471,79.861,1307.4,21.7054,4.7386,1.7156,62.012,1.5878,38.909,15.4184,1,4.2745,84.61,123.48,2.0983,31.893,2.0626,1.9458,2.2941,97.16,0.4373,2037.9,1.1682,0.8326,7.8925,1.1641,11.815,2.3105,2.304,1839.58,742.61,3328.1001,650.62,1.141,110.27,203.96,57.481,136.55,20.818,32.041,2.424,5.6111,55.3622,10485.2998,8.5776,233.161,27.539,77.87,1367.4,50996.1016,122.45,152.99,0.8186,115.14,4648.8999,492.263,0.3518,0.956,402.47,9619.7002,1733.7,183.41,177.322,15.214,1.5814,10.731,19.147,3785.3999,61.135,1678.5,9.2672,409.831,38.26,17.695,836.55,67.1099,15.214,420.95,36.841,126.97,0.4467,1.1462,3.8151,3.7747,150.27,6591.1001,4.1141,117.78,1012.8,4.3619,14.772,21.03,8912.6699,637.5,23285.9004,10.008,598.447,15.245,3.9586,3.0804,7.7434,34.776,2652.2,30.887,4299.8999,35.617,9087.2998,138850,26747,655.96,3.1297,655.96,119.26,290.724,11.632,
2018-07-28,1.1643,129.403,1.9487,25.6212,7.4499,0.8881,323.47,4.2888,4.6318,10.2569,1.1573,9.5306,7.4,73.288,5.6687,1.5778,4.3574,1.5212,7.8995,9.1362,16704.5,4.2471,79.861,1307.4,21.7054,4.7386,1.7156,62.012,1.5878,38.909,15.4184,1,4.2745,84.61,123.48,2.0983,31.893,2.0626,1.9458,2.2941,97.16,0.4373,2037.9,1.1682,0.8326,7.8925,1.1641,11.815,2.3105,2.304,1839.58,742.61,3328.1001,650.62,1.141,110.27,203.96,57.481,136.55,20.818,32.041,2.424,5.6111,55.3622,10485.2998,8.5776,233.161,27.539,77.87,1367.4,50996.1016,122.45,152.99,0.8186,115.14,4648.8999,492.263,0.3518,0.956,402.47,9619.7002,1733.7,183.41,177.322,15.214,1.5814,10.731,19.147,3785.3999,61.135,1678.5,9.2672,409.831,38.26,17.695,836.55,67.1099,15.214,420.95,36.841,126.97,0.4467,1.1462,3.8151,3.7747,150.27,6591.1001,4.1141,117.78,1012.8,4.3619,14.772,21.03,8912.6699,637.5,23285.9004,10.008,598.447,15.245,3.9586,3.0804,7.7434,34.776,2652.2,30.887,4299.8999,35.617,9087.2998,138850,26747,655.96,3.1297,655.96,119.26,290.724,11.632,
2018-07-29,1.1643,129.403,1.9487,25.6212,7.4499,0.8881,323.47,4.2888,4.6318,10.2569,1.1573,9.5306,7.4,73.288,5.6687,1.5778,4.3574,1.5212,7.8995,9.1362,16704.5,4.2471,79.861,1307.4,21.7054,4.7386,1.7156,62.012,1.5878,38.909,15.4184,1,4.2745,84.61,123.48,2.0983,31.893,2.0626,1.9458,2.2941,97.16,0.4373,2037.9,1.1682,0.8326,7.8925,1.1641,11.815,2.3105,2.304,1839.58,742.61,3328.1001,650.62,1.141,110.27,203.96,57.481,136.55,20.818,32.041,2.424,5.6111,55.3622,10485.2998,8.5776,233.161,27.539,77.87,1367.4,50996.1016,122.45,152.99,0.8186,115.14,4648.8999,492.263,0.3518,0.956,402.47,9619.7002,1733.7,183.41,177.322,15.214,1.5814,10.731,19.147,3785.3999,61.135,1678.5,9.2672,409.831,38.26,17.695,836.55,67.1099,15.214,420.95,36.841,126.97,0.4467,1.1462,3.8151,3.7747,150.27,6591.1001,4.1141,117.78,1012.8,4.3619,14.772,21.03,8912.6699,637.5,23285.9004,10.008,598.447,15.245,3.9586,3.0804,7.7434,34.776,2652.2,30.887,4299.8999,35.617,9087.2998,138850,26747,655.96,3.1297,655.96,119.26,290.724,11.632,
2018-07-30,1.166,129.349,1.9481,25.6098,7.4485,0.8892,322.177,4.2836,4.6192,10.2984,1.159,9.5464,7.399,73.1474,5.6599,1.5755,4.3224,1.5231,7.9327,9.1505,16533.5996,4.2572,79.893,1299.3,21.7077,4.7317,1.7155,61.886,1.5874,38.839,15.3733,1,4.2793,84,123.56,2.1012,31.844,2.0668,1.9458,2.2773,96.45,0.4376,2027.3,1.1598,0.8322,7.8344,1.1557,11.778,2.321,2.2871,1843.52,738.77,3302.8999,645.44,1.133,110.27,202.47,57.063,136.89,20.759,31.731,2.4268,5.5619,55.4454,10424.5,8.5204,233.524,27.337,77.094,1357.4,51166,122.43,153.74,0.8196,115.04,4629.3999,489.389,0.3519,0.949,400.3,9552.9004,1719.2,182.07,177.53,15.174,1.5661,10.735,18.99,3763.7,61.122,1666.3,9.1995,411.614,38.42,17.819,836.19,67.1875,15.174,417.33,36.573,126.11,0.4473,1.1378,3.8109,3.7471,150.33,6553.8999,4.0835,117.86,1004.4,4.3668,14.83,20.956,8920.2402,632.6,23320.9004,9.935,599.347,15.199,3.9762,3.0716,7.6868,34.627,2652.2,30.838,4262.8999,35.136,9022,138850,26613,655.96,3.1346,655.96,119.26,291.22,11.548,
2018-07-31,1.1707,129.943,1.9483,25.5784,7.4479,0.8913,321.43,4.2696,4.6204,10.248,1.1569,9.5205,7.398,72.852,5.7188,1.5805,4.3628,1.5251,7.9697,9.186,16870,4.2835,80.243,1307.2,21.6926,4.751,1.7154,62.019,1.5934,38.929,15.4007,1,4.2984,84.27,123.39,2.1205,31.9,2.0927,1.9458,2.288,96.902,0.4399,2037.1,1.1651,0.8363,7.8714,1.1611,11.796,2.3244,2.2978,1849.77,737.49,3322.2,648.24,1.138,110.27,203.45,57.329,137.34,20.934,31.882,2.4315,5.4942,55.6921,10474.7002,8.5606,234.792,27.465,77.279,1363.8,51571.1016,122.45,154.24,0.8233,115.79,4651.1001,491.711,0.3537,0.9534,402.33,9599.7998,1771,183.04,176.489,15.165,1.5735,10.754,19.038,3794.7,61.122,1677.5,9.2422,412.101,38.81,17.815,840.28,67.4464,15.165,418.09,36.744,126.62,0.4492,1.1431,3.8251,3.7647,142.4,6570.1001,4.103,117.9,1009.2,4.3863,14.898,20.975,8962.0195,635.7,23414.8008,9.981,601.761,15.193,3.9922,3.1382,7.7228,34.727,2662.5,30.931,4279.2002,35.289,9063.5,201800,26767,655.96,3.1471,655.96,119.26,292.51,11.66,
2018-08-01,1.169,130.658,1.9483,25.5681,7.4508,0.8911,320.13,4.2739,4.616,10.2717,1.1576,9.5356,7.4,72.985,5.7484,1.5754,4.3842,1.5217,7.953,9.171,16860,4.2824,79.946,1299.7,21.8172,4.7305,1.7182,61.817,1.5918,38.799,15.4784,1,4.2909,84.47,123.47,2.1177,32.049,2.0866,1.9458,2.2982,97.334,0.4391,2046.2,1.1702,0.8354,7.9067,1.1662,11.817,2.3143,2.3081,1846.96,735.2,3322.8999,651.37,1.143,110.27,204.36,57.584,137.11,20.862,32.028,2.443,5.5711,55.6776,10517.9004,8.6036,233.956,27.589,77.378,1369.9,51516.1016,123.03,153.88,0.8218,115.59,4662,491.432,0.353,0.9577,404.57,9642.9004,1768,183.86,176.221,15.155,1.587,10.745,19.116,3806.8,61.125,1689.1,9.2845,411.475,38.59,17.798,839.42,67.3088,15.155,421.69,36.919,127.09,0.4484,1.1482,3.8281,3.7815,144.81,6590.6001,4.1216,117.88,1013.7,4.3786,14.873,21.067,8948.4004,638.7,23379.1992,10.026,600.846,15.183,3.9862,3.1301,7.7573,34.945,2663.6001,31.218,4292.2998,35.423,9106.2998,201800,26915,655.96,3.1424,655.96,119.26,292.007,11.623,
2018-08-02,1.1666,130.193,1.9484,25.5751,7.4513,0.8885,320.497,4.2622,4.6133,10.2662,1.1567,9.5308,7.4,73.472,5.8185,1.5751,4.3677,1.516,7.9493,9.1535,16830,4.2776,79.643,1304.5,21.6826,4.7392,1.7167,61.656,1.5886,38.659,15.4055,1,4.2826,84.25,123.05,2.1146,32.072,2.0783,1.9458,2.2892,96.952,0.4382,2038.3,1.1657,0.8328,7.8813,1.1617,11.832,2.3175,2.299,1843.21,730.72,3328,648.83,1.139,110.27,203.55,57.376,136.95,20.834,31.742,2.4286,5.4969,55.693,10477,8.565,233.773,27.484,76.763,1364.5,51434.8984,123.65,154.98,0.8202,115.36,4647.1001,492.067,0.3521,0.9539,404.87,9605.9004,1762,182.9,175.63,15.27,1.5808,10.735,19.041,3789.1001,61.129,1681.9,9.2484,410.639,38.57,17.741,836.77,67.0905,15.27,419.47,36.774,126.29,0.4476,1.1437,3.8162,3.7666,143.46,6571,4.1051,117.89,1009.9,4.3702,14.838,20.986,8930.2402,636.1,23331.8008,9.986,599.627,15.293,3.9781,3.1302,7.7268,34.766,2654,31.225,4267.3999,35.108,9071,201100,26820,655.96,3.1359,655.96,119.26,291.414,11.467,
2018-08-03,1.1586,129.394,1.9484,25.6428,7.452,0.8899,320.855,4.2751,4.616,10.2927,1.1532,9.5443,7.4063,73.374,5.8975,1.5738,4.3408,1.5089,7.9181,9.0904,16800,4.2679,79.426,1306.7,21.6035,4.7224,1.7189,61.449,1.5858,38.559,15.5766,1,4.2532,83.79,123.08,2.1011,31.789,2.0623,1.9458,2.2764,96.411,0.435,2027.1,1.1592,0.8287,7.8312,1.1553,11.897,2.3224,2.2861,1831.75,733.28,3316.5,645.52,1.132,110.27,202.41,57.092,136.35,20.685,31.736,2.42,5.5568,55.3,10419.2002,8.517,232.439,27.332,76.27,1356.8,51082.6992,123.26,154.4,0.8145,114.56,4633.2998,490.482,0.3498,0.9485,404.04,9551.9004,1753,182.05,174.949,15.379,1.5719,10.689,18.901,3768,61.124,1674.9,9.1964,408.986,38.36,17.658,832.68,66.5269,15.379,417.74,36.57,125.94,0.4445,1.1372,3.7985,3.7709,142.69,6549.5,4.0818,117.89,1004.2,4.3402,14.734,20.871,8863.2998,632.4,23172,9.929,595.521,15.421,3.9392,3.1386,7.6836,34.698,2648,31.104,4251.8999,34.924,9021.2002,200100,26660,655.96,3.1146,655.96,119.26,289.476,11.485,
